update_date,update_time,County,Positive_Cases,Deaths,Tested,NOFO_Region,Metro_Area
08-03-2020,12:45,Franklin,132,0,5437,Southern,
08-03-2020,12:45,Fulton,26,0,4546,North Central,
08-03-2020,12:45,Gallatin,45,0,400,Southern,
08-03-2020,12:45,Greene,20,0,1482,Central,
08-03-2020,12:45,Grundy,282,5,6224,Collar,Chicago
08-03-2020,12:45,Hamilton,23,0,724,Southern,
08-03-2020,12:45,Hancock,34,1,2996,West Central,
08-03-2020,12:45,Hardin,17,0,437,Southern,
08-03-2020,12:45,Henderson,9,0,599,West Central,
08-03-2020,12:45,Henry,207,1,8529,Northwest,Davenport
08-03-2020,12:45,Iroquois,249,7,5939,Northeast Central,
08-03-2020,12:45,Jackson,650,19,10229,Southern,Carbondale-Marion
08-03-2020,12:45,Jasper,53,7,1364,Southeast Central,
08-03-2020,12:45,Jefferson,192,17,4782,Southern,
08-03-2020,12:45,Jersey,70,1,2098,Southwest Central,St_Louis
08-03-2020,12:45,Jo Daviess,113,1,2806,Northwest,
08-03-2020,12:45,Johnson,57,0,1330,Southern,
08-03-2020,12:45,Kane,9239,298,95626,Collar,Elgin
08-03-2020,12:45,Kankakee,1686,68,28523,Collar,Kankakee
08-03-2020,12:45,Kendall,1291,23,18816,Collar,Chicago
08-03-2020,12:45,Knox,262,1,7255,West Central,
08-03-2020,12:45,Lake,12089,440,144056,Collar,Lake
08-03-2020,12:45,LaSalle,560,20,14624,Northwest,
08-03-2020,12:45,Lawrence,42,0,2231,Southeast Central,
08-03-2020,12:45,Lee,148,2,3835,Northwest,
08-03-2020,12:45,Livingston,92,2,4526,North Central,
08-03-2020,12:45,Logan,86,0,6833,Central,
08-03-2020,12:45,Macon,489,23,16703,Central,Decatur
08-03-2020,12:45,Macoupin,137,3,9281,Central,St_Louis
08-03-2020,12:45,Madison,2222,73,39091,Southwest Central,St_Louis
08-03-2020,12:45,Marion,138,0,5158,Southeast Central,
08-03-2020,12:45,Marshall,21,0,1523,North Central,Peoria
08-03-2020,12:45,Mason,42,0,2270,North Central,
08-03-2020,12:45,Massac,34,0,1638,Southern,
08-03-2020,12:45,McDonough,128,15,3788,West Central,
08-03-2020,12:45,McHenry,2961,114,41253,Collar,Chicago
08-03-2020,12:45,McLean,572,15,26807,North Central,Bloomington
08-03-2020,12:45,Menard,48,0,2505,Central,Springfield
08-03-2020,12:45,Mercer,70,0,2235,Northwest,Davenport
08-03-2020,12:45,Monroe,278,13,3718,Southwest Central,St_Louis
08-03-2020,12:45,Montgomery,147,7,6768,Central,
08-03-2020,12:45,Morgan,203,5,6888,Central,
08-03-2020,12:45,Moultrie,55,0,1986,Southeast Central,
08-03-2020,12:45,Ogle,377,5,7521,Northern,
08-03-2020,12:45,Peoria,1341,35,41517,North Central,Peoria
08-03-2020,12:45,Perry,126,1,3035,Southern,
08-03-2020,12:45,Piatt,48,0,3689,Northeast Central,Champaign-Urbana
08-03-2020,12:45,Pike,13,0,1463,West Central,
08-03-2020,12:45,Pope,8,0,285,Southern,
08-03-2020,12:45,Pulaski,91,0,784,Southern,
08-03-2020,12:45,Putnam,8,0,454,Northwest,
08-03-2020,12:45,Randolph,435,7,5657,Southern,
08-03-2020,12:45,Richland,13,0,2417,Southeast Central,
08-03-2020,12:45,Rock Island,1605,31,34059,Northwest,Davenport
08-03-2020,12:45,Saline,113,1,3087,Southern,
08-03-2020,12:45,Sangamon,1037,33,54948,Central,Springfield
08-03-2020,12:45,Schuyler,17,0,897,West Central,
08-03-2020,12:45,Scott,11,0,897,Central,
08-03-2020,12:45,Shelby,60,1,3237,Central,
08-03-2020,12:45,St. Clair,3655,156,42512,Southwest Central,St_Louis
08-03-2020,12:45,Stark,7,0,964,North Central,Peoria
08-03-2020,12:45,Stephenson,318,6,6966,Northern,
08-03-2020,12:45,Tazewell,388,8,25959,North Central,Peoria
08-03-2020,12:45,Unassigned,66,0,49303,Unassigned,
08-03-2020,12:45,Union,303,21,3429,Southern,
08-03-2020,12:45,Vermilion,215,2,12788,Northeast Central,Danville
08-03-2020,12:45,Wabash,32,0,975,Southern,
08-03-2020,12:45,Warren,183,0,2007,West Central,
08-03-2020,12:45,Washington,58,0,1498,Southwest Central,
08-03-2020,12:45,Wayne,50,1,1632,Southern,
08-03-2020,12:45,White,58,0,1456,Southern,
08-03-2020,12:45,Whiteside,313,16,7656,Northwest,
08-03-2020,12:45,Will,8650,339,118995,Collar,Chicago
08-03-2020,12:45,Williamson,341,5,11741,Southern,Carbondale-Marion
08-03-2020,12:45,Winnebago,3688,125,52604,Northern,Rockford
08-03-2020,12:45,Woodford,98,3,5264,North Central,Peoria
08-02-2020,12:45,Illinois,181943,7517,2778322,Illinois,Illinois
08-02-2020,12:45,Adams,424,2,17668,West Central,
08-02-2020,12:45,Alexander,36,0,1153,Southern,Cape_Girardeau
08-02-2020,12:45,Bond,54,2,2825,Southwest Central,St_Louis
08-02-2020,12:45,Boone,728,23,8650,Northern,Rockford
08-02-2020,12:45,Brown,13,0,942,West Central,
08-02-2020,12:45,Bureau,141,2,4033,Northwest,
08-02-2020,12:45,Calhoun,7,0,417,Southwest Central,St_Louis
08-02-2020,12:45,Carroll,45,3,1472,Northwest,
08-02-2020,12:45,Cass,202,11,2805,Central,
08-02-2020,12:45,Champaign,1544,19,72641,Northeast Central,Champaign-Urbana
08-02-2020,12:45,Chicago,61601,2787,673545,Chicago,Chicago
08-02-2020,12:45,Christian,113,4,5484,Central,
08-02-2020,12:45,Clark,66,0,2167,Southeast Central,
08-02-2020,12:45,Clay,14,0,1606,Southeast Central,
08-02-2020,12:45,Clinton,338,17,6254,Southwest Central,St_Louis
08-02-2020,12:45,Coles,399,19,11455,Southeast Central,
08-02-2020,12:45,Cook,45112,2107,551952,Suburban,Chicago
08-02-2020,12:45,Crawford,29,0,1547,Southeast Central,
08-02-2020,12:45,Cumberland,46,2,1891,Southeast Central,
08-02-2020,12:45,De Witt,29,0,1789,North Central,Bloomington
08-02-2020,12:45,DeKalb,846,29,14849,Northern,Elgin
08-02-2020,12:45,Douglas,102,2,3647,Northeast Central,
08-02-2020,12:45,DuPage,11470,510,177215,Collar,Chicago
08-02-2020,12:45,Edgar,26,0,1778,Southeast Central,
08-02-2020,12:45,Edwards,13,0,390,Southern,
08-02-2020,12:45,Effingham,113,1,4926,Southeast Central,
08-02-2020,12:45,Fayette,55,3,2457,Southeast Central,
08-02-2020,12:45,Ford,41,1,2327,Northeast Central,Champaign-Urbana
08-02-2020,12:45,Franklin,129,0,5376,Southern,
08-02-2020,12:45,Fulton,26,0,4491,North Central,
08-02-2020,12:45,Gallatin,45,0,396,Southern,
08-02-2020,12:45,Greene,19,0,1464,Central,
08-02-2020,12:45,Grundy,281,5,6174,Collar,Chicago
08-02-2020,12:45,Hamilton,22,0,717,Southern,
08-02-2020,12:45,Hancock,32,1,2984,West Central,
08-02-2020,12:45,Hardin,17,0,428,Southern,
08-02-2020,12:45,Henderson,9,0,591,West Central,
08-02-2020,12:45,Henry,205,1,8474,Northwest,Davenport
08-02-2020,12:45,Iroquois,255,7,5909,Northeast Central,
08-02-2020,12:45,Jackson,644,19,10099,Southern,Carbondale-Marion
08-02-2020,12:45,Jasper,54,7,1356,Southeast Central,
08-02-2020,12:45,Jefferson,187,17,4719,Southern,
08-02-2020,12:45,Jersey,69,1,2076,Southwest Central,St_Louis
08-02-2020,12:45,Jo Daviess,112,1,2789,Northwest,
08-02-2020,12:45,Johnson,57,0,1317,Southern,
08-02-2020,12:45,Kane,9200,298,94718,Collar,Elgin
08-02-2020,12:45,Kankakee,1684,68,28321,Collar,Kankakee
08-02-2020,12:45,Kendall,1284,23,18678,Collar,Chicago
08-02-2020,12:45,Knox,259,1,7080,West Central,
08-02-2020,12:45,Lake,11982,440,142152,Collar,Lake
08-02-2020,12:45,LaSalle,515,18,14395,Northwest,
08-02-2020,12:45,Lawrence,42,0,2160,Southeast Central,
08-02-2020,12:45,Lee,146,2,3812,Northwest,
08-02-2020,12:45,Livingston,92,2,4466,North Central,
08-02-2020,12:45,Logan,85,0,6798,Central,
08-02-2020,12:45,Macon,473,23,16348,Central,Decatur
08-02-2020,12:45,Macoupin,135,3,9237,Central,St_Louis
08-02-2020,12:45,Madison,2186,73,38689,Southwest Central,St_Louis
08-02-2020,12:45,Marion,136,0,5100,Southeast Central,
08-02-2020,12:45,Marshall,21,0,1495,North Central,Peoria
08-02-2020,12:45,Mason,42,0,2251,North Central,
08-02-2020,12:45,Massac,34,0,1617,Southern,
08-02-2020,12:45,McDonough,128,15,3783,West Central,
08-02-2020,12:45,McHenry,2941,114,40880,Collar,Chicago
08-02-2020,12:45,McLean,562,15,26398,North Central,Bloomington
08-02-2020,12:45,Menard,46,0,2487,Central,Springfield
08-02-2020,12:45,Mercer,70,0,2204,Northwest,Davenport
08-02-2020,12:45,Monroe,278,13,3686,Southwest Central,St_Louis
08-02-2020,12:45,Montgomery,143,7,6693,Central,
08-02-2020,12:45,Morgan,196,5,6732,Central,
08-02-2020,12:45,Moultrie,53,0,1961,Southeast Central,
08-02-2020,12:45,Ogle,371,5,7484,Northern,
08-02-2020,12:45,Peoria,1302,34,40710,North Central,Peoria
08-02-2020,12:45,Perry,126,1,3021,Southern,
08-02-2020,12:45,Piatt,44,0,3635,Northeast Central,Champaign-Urbana
08-02-2020,12:45,Pike,13,0,1450,West Central,
08-02-2020,12:45,Pope,8,0,281,Southern,
08-02-2020,12:45,Pulaski,91,0,781,Southern,
08-02-2020,12:45,Putnam,7,0,453,Northwest,
08-02-2020,12:45,Randolph,432,7,5618,Southern,
08-02-2020,12:45,Richland,12,0,2392,Southeast Central,
08-02-2020,12:45,Rock Island,1583,31,33693,Northwest,Davenport
08-02-2020,12:45,Saline,111,1,3045,Southern,
08-02-2020,12:45,Sangamon,1013,33,54406,Central,Springfield
08-02-2020,12:45,Schuyler,16,0,881,West Central,
08-02-2020,12:45,Scott,10,0,888,Central,
08-02-2020,12:45,Shelby,60,1,3192,Central,
08-02-2020,12:45,St. Clair,3610,156,41647,Southwest Central,St_Louis
08-02-2020,12:45,Stark,7,0,957,North Central,Peoria
08-02-2020,12:45,Stephenson,317,6,6933,Northern,
08-02-2020,12:45,Tazewell,369,8,25436,North Central,Peoria
08-02-2020,12:45,Unassigned,56,0,49213,Unassigned,
08-02-2020,12:45,Union,303,21,3403,Southern,
08-02-2020,12:45,Vermilion,212,2,12587,Northeast Central,Danville
08-02-2020,12:45,Wabash,32,0,974,Southern,
08-02-2020,12:45,Warren,180,0,1962,West Central,
08-02-2020,12:45,Washington,57,0,1483,Southwest Central,
08-02-2020,12:45,Wayne,44,1,1622,Southern,
08-02-2020,12:45,White,57,0,1455,Southern,
08-02-2020,12:45,Whiteside,308,16,7618,Northwest,
08-02-2020,12:45,Will,8592,339,118136,Collar,Chicago
08-02-2020,12:45,Williamson,329,5,11563,Southern,Carbondale-Marion
08-02-2020,12:45,Winnebago,3673,124,52212,Northern,Rockford
08-02-2020,12:45,Woodford,95,3,5148,North Central,Peoria
08-01-2020,12:45,Illinois,180476,7503,2739377,Illinois,Illinois
08-01-2020,12:45,Adams,410,1,17340,West Central,
08-01-2020,12:45,Alexander,36,0,1147,Southern,Cape_Girardeau
08-01-2020,12:45,Bond,49,2,2669,Southwest Central,St_Louis
08-01-2020,12:45,Boone,727,23,8543,Northern,Rockford
08-01-2020,12:45,Brown,13,0,938,West Central,
08-01-2020,12:45,Bureau,132,2,4000,Northwest,
08-01-2020,12:45,Calhoun,7,0,408,Southwest Central,St_Louis
08-01-2020,12:45,Carroll,44,3,1449,Northwest,
08-01-2020,12:45,Cass,198,11,2755,Central,
08-01-2020,12:45,Champaign,1513,19,71544,Northeast Central,Champaign-Urbana
08-01-2020,12:45,Chicago,61205,2786,664403,Chicago,Chicago
08-01-2020,12:45,Christian,111,4,5396,Central,
08-01-2020,12:45,Clark,66,0,2156,Southeast Central,
08-01-2020,12:45,Clay,13,0,1589,Southeast Central,
08-01-2020,12:45,Clinton,333,17,6160,Southwest Central,St_Louis
08-01-2020,12:45,Coles,385,19,11317,Southeast Central,
08-01-2020,12:45,Cook,44926,2102,545511,Suburban,Chicago
08-01-2020,12:45,Crawford,29,0,1535,Southeast Central,
08-01-2020,12:45,Cumberland,46,2,1872,Southeast Central,
08-01-2020,12:45,De Witt,27,0,1755,North Central,Bloomington
08-01-2020,12:45,DeKalb,827,29,14565,Northern,Elgin
08-01-2020,12:45,Douglas,102,2,3598,Northeast Central,
08-01-2020,12:45,DuPage,11380,510,174093,Collar,Chicago
08-01-2020,12:45,Edgar,25,0,1762,Southeast Central,
08-01-2020,12:45,Edwards,13,0,386,Southern,
08-01-2020,12:45,Effingham,95,1,4818,Southeast Central,
08-01-2020,12:45,Fayette,54,3,2421,Southeast Central,
08-01-2020,12:45,Ford,39,1,2310,Northeast Central,Champaign-Urbana
08-01-2020,12:45,Franklin,118,0,5267,Southern,
08-01-2020,12:45,Fulton,25,0,4432,North Central,
08-01-2020,12:45,Gallatin,43,0,392,Southern,
08-01-2020,12:45,Greene,19,0,1442,Central,
08-01-2020,12:45,Grundy,274,5,6092,Collar,Chicago
08-01-2020,12:45,Hamilton,20,0,706,Southern,
08-01-2020,12:45,Hancock,30,1,2959,West Central,
08-01-2020,12:45,Hardin,16,0,415,Southern,
08-01-2020,12:45,Henderson,9,0,584,West Central,
08-01-2020,12:45,Henry,195,1,8326,Northwest,Davenport
08-01-2020,12:45,Iroquois,245,7,5781,Northeast Central,
08-01-2020,12:45,Jackson,631,19,9806,Southern,Carbondale-Marion
08-01-2020,12:45,Jasper,51,7,1351,Southeast Central,
08-01-2020,12:45,Jefferson,184,17,4655,Southern,
08-01-2020,12:45,Jersey,65,1,2032,Southwest Central,St_Louis
08-01-2020,12:45,Jo Daviess,112,1,2761,Northwest,
08-01-2020,12:45,Johnson,55,0,1293,Southern,
08-01-2020,12:45,Kane,9138,297,93167,Collar,Elgin
08-01-2020,12:45,Kankakee,1672,68,28062,Collar,Kankakee
08-01-2020,12:45,Kendall,1277,23,18385,Collar,Chicago
08-01-2020,12:45,Knox,251,1,6915,West Central,
08-01-2020,12:45,Lake,11952,440,140072,Collar,Lake
08-01-2020,12:45,LaSalle,497,18,14249,Northwest,
08-01-2020,12:45,Lawrence,40,0,2056,Southeast Central,
08-01-2020,12:45,Lee,146,2,3759,Northwest,
08-01-2020,12:45,Livingston,92,2,4424,North Central,
08-01-2020,12:45,Logan,85,0,6758,Central,
08-01-2020,12:45,Macon,450,23,16037,Central,Decatur
08-01-2020,12:45,Macoupin,131,3,9154,Central,St_Louis
08-01-2020,12:45,Madison,2137,72,37777,Southwest Central,St_Louis
08-01-2020,12:45,Marion,132,0,5044,Southeast Central,
08-01-2020,12:45,Marshall,21,0,1483,North Central,Peoria
08-01-2020,12:45,Mason,42,0,2213,North Central,
08-01-2020,12:45,Massac,34,0,1597,Southern,
08-01-2020,12:45,McDonough,125,15,3743,West Central,
08-01-2020,12:45,McHenry,2909,113,40204,Collar,Chicago
08-01-2020,12:45,McLean,552,15,25634,North Central,Bloomington
08-01-2020,12:45,Menard,45,0,2450,Central,Springfield
08-01-2020,12:45,Mercer,68,0,2166,Northwest,Davenport
08-01-2020,12:45,Monroe,270,13,3614,Southwest Central,St_Louis
08-01-2020,12:45,Montgomery,141,6,6590,Central,
08-01-2020,12:45,Morgan,189,5,6648,Central,
08-01-2020,12:45,Moultrie,52,0,1941,Southeast Central,
08-01-2020,12:45,Ogle,371,5,7401,Northern,
08-01-2020,12:45,Out Of State,1,0,30935,Out Of State,
08-01-2020,12:45,Peoria,1280,34,40237,North Central,Peoria
08-01-2020,12:45,Perry,101,1,2858,Southern,
08-01-2020,12:45,Piatt,40,0,3576,Northeast Central,Champaign-Urbana
08-01-2020,12:45,Pike,13,0,1435,West Central,
08-01-2020,12:45,Pope,7,0,272,Southern,
08-01-2020,12:45,Pulaski,90,0,774,Southern,
08-01-2020,12:45,Putnam,7,0,449,Northwest,
08-01-2020,12:45,Randolph,422,7,5472,Southern,
08-01-2020,12:45,Richland,12,0,2387,Southeast Central,
08-01-2020,12:45,Rock Island,1564,30,33241,Northwest,Davenport
08-01-2020,12:45,Saline,105,1,2976,Southern,
08-01-2020,12:45,Sangamon,986,33,53579,Central,Springfield
08-01-2020,12:45,Schuyler,15,0,870,West Central,
08-01-2020,12:45,Scott,10,0,879,Central,
08-01-2020,12:45,Shelby,56,1,3146,Central,
08-01-2020,12:45,St. Clair,3569,156,40892,Southwest Central,St_Louis
08-01-2020,12:45,Stark,7,0,947,North Central,Peoria
08-01-2020,12:45,Stephenson,313,6,6850,Northern,
08-01-2020,12:45,Tazewell,361,8,25013,North Central,Peoria
08-01-2020,12:45,Unassigned,58,0,49003,Unassigned,
08-01-2020,12:45,Union,296,21,3370,Southern,
08-01-2020,12:45,Vermilion,200,2,12291,Northeast Central,Danville
08-01-2020,12:45,Wabash,30,0,973,Southern,
08-01-2020,12:45,Warren,180,0,1941,West Central,
08-01-2020,12:45,Washington,56,0,1471,Southwest Central,
08-01-2020,12:45,Wayne,43,1,1556,Southern,
08-01-2020,12:45,White,57,0,1443,Southern,
08-01-2020,12:45,Whiteside,307,16,7529,Northwest,
08-01-2020,12:45,Will,8502,339,116565,Collar,Chicago
08-01-2020,12:45,Williamson,315,5,11351,Southern,Carbondale-Marion
08-01-2020,12:45,Winnebago,3663,122,51644,Northern,Rockford
08-01-2020,12:45,Woodford,91,3,5065,North Central,Peoria
07-31-2020,12:45,Illinois,178837,7495,2699568,Illinois,Illinois
07-31-2020,12:45,Adams,393,1,16558,West Central,
07-31-2020,12:45,Alexander,35,0,1091,Southern,Cape_Girardeau
07-31-2020,12:45,Bond,48,2,2640,Southwest Central,St_Louis
07-31-2020,12:45,Boone,722,23,8502,Northern,Rockford
07-31-2020,12:45,Brown,13,0,932,West Central,
07-31-2020,12:45,Bureau,123,2,3960,Northwest,
07-31-2020,12:45,Calhoun,6,0,407,Southwest Central,St_Louis
07-31-2020,12:45,Carroll,43,3,1440,Northwest,
07-31-2020,12:45,Cass,192,11,2707,Central,
07-31-2020,12:45,Champaign,1486,19,68868,Northeast Central,Champaign-Urbana
07-31-2020,12:45,Chicago,60827,2783,655018,Chicago,Chicago
07-31-2020,12:45,Christian,101,4,5259,Central,
07-31-2020,12:45,Clark,66,0,2031,Southeast Central,
07-31-2020,12:45,Clay,12,0,1578,Southeast Central,
07-31-2020,12:45,Clinton,330,17,6100,Southwest Central,St_Louis
07-31-2020,12:45,Coles,367,19,10947,Southeast Central,
07-31-2020,12:45,Cook,44666,2103,539218,Suburban,Chicago
07-31-2020,12:45,Crawford,29,0,1522,Southeast Central,
07-31-2020,12:45,Cumberland,46,2,1843,Southeast Central,
07-31-2020,12:45,De Witt,27,0,1728,North Central,Bloomington
07-31-2020,12:45,DeKalb,808,29,14441,Northern,Elgin
07-31-2020,12:45,Douglas,103,2,3501,Northeast Central,
07-31-2020,12:45,DuPage,11267,510,172021,Collar,Chicago
07-31-2020,12:45,Edgar,25,0,1753,Southeast Central,
07-31-2020,12:45,Edwards,12,0,381,Southern,
07-31-2020,12:45,Effingham,83,1,4726,Southeast Central,
07-31-2020,12:45,Fayette,53,3,2385,Southeast Central,
07-31-2020,12:45,Ford,38,1,2282,Northeast Central,Champaign-Urbana
07-31-2020,12:45,Franklin,116,0,5208,Southern,
07-31-2020,12:45,Fulton,24,0,4402,North Central,
07-31-2020,12:45,Gallatin,42,0,388,Southern,
07-31-2020,12:45,Greene,17,0,1427,Central,
07-31-2020,12:45,Grundy,269,5,6043,Collar,Chicago
07-31-2020,12:45,Hamilton,19,0,691,Southern,
07-31-2020,12:45,Hancock,28,1,2939,West Central,
07-31-2020,12:45,Hardin,16,0,408,Southern,
07-31-2020,12:45,Henderson,9,0,576,West Central,
07-31-2020,12:45,Henry,194,1,8197,Northwest,Davenport
07-31-2020,12:45,Iroquois,240,7,5728,Northeast Central,
07-31-2020,12:45,Jackson,616,19,9499,Southern,Carbondale-Marion
07-31-2020,12:45,Jasper,50,7,1332,Southeast Central,
07-31-2020,12:45,Jefferson,176,17,4595,Southern,
07-31-2020,12:45,Jersey,62,1,2017,Southwest Central,St_Louis
07-31-2020,12:45,Jo Daviess,110,1,2746,Northwest,
07-31-2020,12:45,Johnson,53,0,1272,Southern,
07-31-2020,12:45,Kane,9069,293,91998,Collar,Elgin
07-31-2020,12:45,Kankakee,1659,68,27740,Collar,Kankakee
07-31-2020,12:45,Kendall,1262,23,18188,Collar,Chicago
07-31-2020,12:45,Knox,241,1,6810,West Central,
07-31-2020,12:45,Lake,11855,440,137877,Collar,Lake
07-31-2020,12:45,LaSalle,480,18,14056,Northwest,
07-31-2020,12:45,Lawrence,40,0,2024,Southeast Central,
07-31-2020,12:45,Lee,136,2,3712,Northwest,
07-31-2020,12:45,Livingston,85,2,4375,North Central,
07-31-2020,12:45,Logan,79,0,6621,Central,
07-31-2020,12:45,Macon,434,23,15779,Central,Decatur
07-31-2020,12:45,Macoupin,127,3,9050,Central,St_Louis
07-31-2020,12:45,Madison,2099,72,37056,Southwest Central,St_Louis
07-31-2020,12:45,Marion,130,0,4973,Southeast Central,
07-31-2020,12:45,Marshall,18,0,1467,North Central,Peoria
07-31-2020,12:45,Mason,42,0,2188,North Central,
07-31-2020,12:45,Massac,33,0,1572,Southern,
07-31-2020,12:45,McDonough,123,15,3697,West Central,
07-31-2020,12:45,McHenry,2866,112,39676,Collar,Chicago
07-31-2020,12:45,McLean,536,15,25057,North Central,Bloomington
07-31-2020,12:45,Menard,44,0,2404,Central,Springfield
07-31-2020,12:45,Mercer,65,0,2127,Northwest,Davenport
07-31-2020,12:45,Monroe,261,13,3580,Southwest Central,St_Louis
07-31-2020,12:45,Montgomery,138,6,6508,Central,
07-31-2020,12:45,Morgan,184,5,6506,Central,
07-31-2020,12:45,Moultrie,52,0,1913,Southeast Central,
07-31-2020,12:45,Ogle,368,5,7350,Northern,
07-31-2020,12:45,Out Of State,3,0,30349,Out Of State,
07-31-2020,12:45,Peoria,1252,34,39334,North Central,Peoria
07-31-2020,12:45,Perry,101,1,2838,Southern,
07-31-2020,12:45,Piatt,37,0,3476,Northeast Central,Champaign-Urbana
07-31-2020,12:45,Pike,13,0,1419,West Central,
07-31-2020,12:45,Pope,7,0,270,Southern,
07-31-2020,12:45,Pulaski,90,0,760,Southern,
07-31-2020,12:45,Putnam,7,0,443,Northwest,
07-31-2020,12:45,Randolph,417,7,5392,Southern,
07-31-2020,12:45,Richland,12,0,2344,Southeast Central,
07-31-2020,12:45,Rock Island,1549,30,32901,Northwest,Davenport
07-31-2020,12:45,Saline,102,1,2925,Southern,
07-31-2020,12:45,Sangamon,953,33,52751,Central,Springfield
07-31-2020,12:45,Schuyler,15,0,864,West Central,
07-31-2020,12:45,Scott,9,0,857,Central,
07-31-2020,12:45,Shelby,53,1,3078,Central,
07-31-2020,12:45,St. Clair,3507,155,40292,Southwest Central,St_Louis
07-31-2020,12:45,Stark,7,0,943,North Central,Peoria
07-31-2020,12:45,Stephenson,313,6,6829,Northern,
07-31-2020,12:45,Tazewell,335,8,24544,North Central,Peoria
07-31-2020,12:45,Unassigned,63,0,48829,Unassigned,
07-31-2020,12:45,Union,276,21,3294,Southern,
07-31-2020,12:45,Vermilion,189,2,12010,Northeast Central,Danville
07-31-2020,12:45,Wabash,29,0,965,Southern,
07-31-2020,12:45,Warren,179,0,1905,West Central,
07-31-2020,12:45,Washington,56,0,1454,Southwest Central,
07-31-2020,12:45,Wayne,40,1,1549,Southern,
07-31-2020,12:45,White,56,0,1338,Southern,
07-31-2020,12:45,Whiteside,304,16,7358,Northwest,
07-31-2020,12:45,Will,8443,339,115280,Collar,Chicago
07-31-2020,12:45,Williamson,301,5,11160,Southern,Carbondale-Marion
07-31-2020,12:45,Winnebago,3641,122,51215,Northern,Rockford
07-31-2020,12:45,Woodford,87,3,4944,North Central,Peoria
07-30-2020,12:45,Illinois,176896,7478,2649786,Illinois,Illinois
07-30-2020,12:45,Adams,363,1,16190,West Central,
07-30-2020,12:45,Alexander,35,0,1081,Southern,Cape_Girardeau
07-30-2020,12:45,Bond,45,2,2398,Southwest Central,St_Louis
07-30-2020,12:45,Boone,712,23,8240,Northern,Rockford
07-30-2020,12:45,Brown,13,0,916,West Central,
07-30-2020,12:45,Bureau,108,2,3805,Northwest,
07-30-2020,12:45,Calhoun,6,0,405,Southwest Central,St_Louis
07-30-2020,12:45,Carroll,43,3,1417,Northwest,
07-30-2020,12:45,Cass,189,11,2672,Central,
07-30-2020,12:45,Champaign,1453,19,67151,Northeast Central,Champaign-Urbana
07-30-2020,12:45,Chicago,60372,2775,644426,Chicago,Chicago
07-30-2020,12:45,Christian,97,4,4934,Central,
07-30-2020,12:45,Clark,65,0,1998,Southeast Central,
07-30-2020,12:45,Clay,12,0,1566,Southeast Central,
07-30-2020,12:45,Clinton,321,17,6003,Southwest Central,St_Louis
07-30-2020,12:45,Coles,366,19,10682,Southeast Central,
07-30-2020,12:45,Cook,44315,2097,530546,Suburban,Chicago
07-30-2020,12:45,Crawford,29,0,1496,Southeast Central,
07-30-2020,12:45,Cumberland,43,2,1813,Southeast Central,
07-30-2020,12:45,De Witt,26,0,1700,North Central,Bloomington
07-30-2020,12:45,DeKalb,801,28,14259,Northern,Elgin
07-30-2020,12:45,Douglas,103,2,3409,Northeast Central,
07-30-2020,12:45,DuPage,11177,509,168656,Collar,Chicago
07-30-2020,12:45,Edgar,25,0,1726,Southeast Central,
07-30-2020,12:45,Edwards,12,0,375,Southern,
07-30-2020,12:45,Effingham,81,1,4618,Southeast Central,
07-30-2020,12:45,Fayette,52,3,2359,Southeast Central,
07-30-2020,12:45,Ford,38,1,2242,Northeast Central,Champaign-Urbana
07-30-2020,12:45,Franklin,110,0,5137,Southern,
07-30-2020,12:45,Fulton,25,0,4345,North Central,
07-30-2020,12:45,Gallatin,42,0,380,Southern,
07-30-2020,12:45,Greene,17,0,1408,Central,
07-30-2020,12:45,Grundy,260,5,5916,Collar,Chicago
07-30-2020,12:45,Hamilton,17,0,687,Southern,
07-30-2020,12:45,Hancock,28,1,2909,West Central,
07-30-2020,12:45,Hardin,16,0,386,Southern,
07-30-2020,12:45,Henderson,9,0,565,West Central,
07-30-2020,12:45,Henry,186,1,7930,Northwest,Davenport
07-30-2020,12:45,Iroquois,240,7,5656,Northeast Central,
07-30-2020,12:45,Jackson,591,19,9311,Southern,Carbondale-Marion
07-30-2020,12:45,Jasper,50,7,1304,Southeast Central,
07-30-2020,12:45,Jefferson,171,17,4465,Southern,
07-30-2020,12:45,Jersey,61,1,1995,Southwest Central,St_Louis
07-30-2020,12:45,Jo Daviess,108,1,2710,Northwest,
07-30-2020,12:45,Johnson,51,0,1252,Southern,
07-30-2020,12:45,Kane,8964,295,90479,Collar,Elgin
07-30-2020,12:45,Kankakee,1643,68,27194,Collar,Kankakee
07-30-2020,12:45,Kendall,1247,22,17860,Collar,Chicago
07-30-2020,12:45,Knox,235,1,6709,West Central,
07-30-2020,12:45,Lake,11752,440,135699,Collar,Lake
07-30-2020,12:45,LaSalle,463,18,13678,Northwest,
07-30-2020,12:45,Lawrence,41,0,1999,Southeast Central,
07-30-2020,12:45,Lee,136,2,3663,Northwest,
07-30-2020,12:45,Livingston,83,2,4282,North Central,
07-30-2020,12:45,Logan,74,0,6470,Central,
07-30-2020,12:45,Macon,424,23,15495,Central,Decatur
07-30-2020,12:45,Macoupin,123,3,8944,Central,St_Louis
07-30-2020,12:45,Madison,2047,72,36129,Southwest Central,St_Louis
07-30-2020,12:45,Marion,125,0,4909,Southeast Central,
07-30-2020,12:45,Marshall,18,0,1442,North Central,Peoria
07-30-2020,12:45,Mason,42,0,2147,North Central,
