update_date,update_time,County,Positive_Cases,Deaths,Tested,NOFO_Region,Metro_Area
10-22-2020,12:45,Unassigned,44,0,"62,360",Unassigned,
10-22-2020,12:45,Union,746,25,"8,302",Southern,
10-22-2020,12:45,Vermilion,"1,619",8,"35,546",Northeast Central,Danville
10-22-2020,12:45,Wabash,216,5,"2,911",Southern,
10-22-2020,12:45,Warren,474,7,"5,245",West Central,
10-22-2020,12:45,Washington,289,1,"3,946",Southwest Central,
10-22-2020,12:45,Wayne,473,12,"5,445",Southern,
10-22-2020,12:45,White,248,2,"6,803",Southern,
10-22-2020,12:45,Whiteside,"1,297",25,"18,892",Northwest,
10-22-2020,12:45,Will,"17,616",425,"267,177",Collar,Chicago
10-22-2020,12:45,Williamson,"1,800",59,"31,093",Southern,Carbondale-Marion
10-22-2020,12:45,Winnebago,"9,736",179,"128,411",Northern,Rockford
10-22-2020,12:45,Woodford,568,14,"16,301",North Central,Peoria
10-21-2020,12:45,Illinois,"355,217","9,345","6,950,105",Illinois,Illinois
10-21-2020,12:45,Adams,"1,701",15,"37,468",West Central,
10-21-2020,12:45,Alexander,110,1,"2,305",Southern,Cape_Girardeau
10-21-2020,12:45,Bond,480,9,"7,423",Southwest Central,St_Louis
10-21-2020,12:45,Boone,"1,709",25,"20,697",Northern,Rockford
10-21-2020,12:45,Brown,103,0,"2,093",West Central,
10-21-2020,12:45,Bureau,866,17,"12,188",Northwest,
10-21-2020,12:45,Calhoun,67,0,"1,543",Southwest Central,St_Louis
10-21-2020,12:45,Carroll,372,8,"6,476",Northwest,
10-21-2020,12:45,Cass,453,11,"5,482",Central,
10-21-2020,12:45,Champaign,"5,819",28,"713,766",Northeast Central,Champaign-Urbana
10-21-2020,12:45,Chicago,"91,406","3,025","1,402,768",Chicago,Chicago
10-21-2020,12:45,Christian,794,26,"13,951",Central,
10-21-2020,12:45,Clark,288,10,"5,476",Southeast Central,
10-21-2020,12:45,Clay,291,12,"4,348",Southeast Central,
10-21-2020,12:45,Clinton,"1,663",25,"16,687",Southwest Central,St_Louis
10-21-2020,12:45,Coles,"1,822",38,"27,107",Southeast Central,
10-21-2020,12:45,Cook,"76,733","2,357","1,216,715",Suburban,Chicago
10-21-2020,12:45,Crawford,636,6,"5,613",Southeast Central,
10-21-2020,12:45,Cumberland,260,6,"4,484",Southeast Central,
10-21-2020,12:45,De Witt,246,3,"5,500",North Central,Bloomington
10-21-2020,12:45,DeKalb,"2,168",42,"41,998",Northern,Elgin
10-21-2020,12:45,Douglas,584,8,"10,392",Northeast Central,
10-21-2020,12:45,DuPage,"21,470",603,"401,772",Collar,Chicago
10-21-2020,12:45,Edgar,146,8,"4,508",Southeast Central,
10-21-2020,12:45,Edwards,101,0,"1,051",Southern,
10-21-2020,12:45,Effingham,"1,103",3,"14,369",Southeast Central,
10-21-2020,12:45,Fayette,652,22,"7,986",Southeast Central,
10-21-2020,12:45,Ford,186,11,"6,524",Northeast Central,Champaign-Urbana
10-21-2020,12:45,Franklin,888,8,"15,271",Southern,
10-21-2020,12:45,Fulton,446,1,"14,006",North Central,
10-21-2020,12:45,Gallatin,106,2,"1,030",Southern,
10-21-2020,12:45,Greene,276,15,"4,553",Central,
10-21-2020,12:45,Grundy,903,7,"13,262",Collar,Chicago
10-21-2020,12:45,Hamilton,113,2,"1,918",Southern,
10-21-2020,12:45,Hancock,288,4,"6,629",West Central,
10-21-2020,12:45,Hardin,50,0,"1,276",Southern,
10-21-2020,12:45,Henderson,115,0,"1,763",West Central,
10-21-2020,12:45,Henry,810,7,"20,078",Northwest,Davenport
10-21-2020,12:45,Iroquois,464,19,"13,476",Northeast Central,
10-21-2020,12:45,Jackson,"1,462",26,"22,123",Southern,Carbondale-Marion
10-21-2020,12:45,Jasper,257,10,"3,314",Southeast Central,
10-21-2020,12:45,Jefferson,886,44,"12,335",Southern,
10-21-2020,12:45,Jersey,462,21,"7,586",Southwest Central,St_Louis
10-21-2020,12:45,Jo Daviess,446,7,"6,941",Northwest,
10-21-2020,12:45,Johnson,327,0,"3,692",Southern,
10-21-2020,12:45,Kane,"15,802",344,"213,518",Collar,Elgin
10-21-2020,12:45,Kankakee,"3,224",78,"62,175",Collar,Kankakee
10-21-2020,12:45,Kendall,"2,521",29,"41,957",Collar,Chicago
10-21-2020,12:45,Knox,"1,181",12,"22,798",West Central,
10-21-2020,12:45,Lake,"19,856",507,"306,348",Collar,Lake
10-21-2020,12:45,LaSalle,"2,235",60,"37,440",Northwest,
10-21-2020,12:45,Lawrence,317,8,"6,332",Southeast Central,
10-21-2020,12:45,Lee,641,1,"9,975",Northwest,
10-21-2020,12:45,Livingston,586,10,"16,339",North Central,
10-21-2020,12:45,Logan,553,4,"17,549",Central,
10-21-2020,12:45,Macon,"2,733",49,"49,823",Central,Decatur
10-21-2020,12:45,Macoupin,751,10,"21,802",Central,St_Louis
10-21-2020,12:45,Madison,"6,893",153,"94,250",Southwest Central,St_Louis
10-21-2020,12:45,Marion,891,16,"17,408",Southeast Central,
10-21-2020,12:45,Marshall,141,3,"5,495",North Central,Peoria
10-21-2020,12:45,Mason,239,1,"5,936",North Central,
10-21-2020,12:45,Massac,141,2,"3,287",Southern,
10-21-2020,12:45,McDonough,687,16,"11,361",West Central,
10-21-2020,12:45,McHenry,"5,803",120,"95,254",Collar,Chicago
10-21-2020,12:45,McLean,"3,967",31,"94,274",North Central,Bloomington
10-21-2020,12:45,Menard,165,1,"5,737",Central,Springfield
10-21-2020,12:45,Mercer,229,6,"6,047",Northwest,Davenport
10-21-2020,12:45,Monroe,873,28,"10,520",Southwest Central,St_Louis
10-21-2020,12:45,Montgomery,570,15,"16,690",Central,
10-21-2020,12:45,Morgan,854,24,"15,633",Central,
10-21-2020,12:45,Moultrie,380,5,"6,516",Southeast Central,
10-21-2020,12:45,Ogle,"1,121",7,"18,619",Northern,
10-21-2020,12:45,Out Of State,2,0,"52,398",Out Of State,
10-21-2020,12:45,Peoria,"4,336",67,"105,652",North Central,Peoria
10-21-2020,12:45,Perry,412,16,"7,412",Southern,
10-21-2020,12:45,Piatt,220,0,"10,091",Northeast Central,Champaign-Urbana
10-21-2020,12:45,Pike,281,4,"4,813",West Central,
10-21-2020,12:45,Pope,37,1,740,Southern,
10-21-2020,12:45,Pulaski,228,1,"1,912",Southern,
10-21-2020,12:45,Putnam,88,0,"1,498",Northwest,
10-21-2020,12:45,Randolph,"1,195",14,"14,834",Southern,
10-21-2020,12:45,Richland,322,15,"7,583",Southeast Central,
10-21-2020,12:45,Rock Island,"3,766",89,"70,952",Northwest,Davenport
10-21-2020,12:45,Saline,511,9,"7,957",Southern,
10-21-2020,12:45,Sangamon,"3,626",61,"126,582",Central,Springfield
10-21-2020,12:45,Schuyler,83,1,"2,203",West Central,
10-21-2020,12:45,Scott,98,0,"2,683",Central,
10-21-2020,12:45,Shelby,611,10,"8,309",Central,
10-21-2020,12:45,St. Clair,"7,674",215,"101,036",Southwest Central,St_Louis
10-21-2020,12:45,Stark,82,2,"2,535",North Central,Peoria
10-21-2020,12:45,Stephenson,851,7,"15,890",Northern,
10-21-2020,12:45,Tazewell,"2,475",49,"71,672",North Central,Peoria
10-21-2020,12:45,Unassigned,45,0,"62,071",Unassigned,
10-21-2020,12:45,Union,746,25,"8,239",Southern,
10-21-2020,12:45,Vermilion,"1,592",8,"35,148",Northeast Central,Danville
10-21-2020,12:45,Wabash,215,5,"2,874",Southern,
10-21-2020,12:45,Warren,467,7,"5,187",West Central,
10-21-2020,12:45,Washington,286,1,"3,889",Southwest Central,
10-21-2020,12:45,Wayne,461,11,"5,285",Southern,
10-21-2020,12:45,White,242,1,"6,754",Southern,
10-21-2020,12:45,Whiteside,"1,241",25,"18,638",Northwest,
10-21-2020,12:45,Will,"17,354",424,"264,197",Collar,Chicago
10-21-2020,12:45,Williamson,"1,761",59,"30,723",Southern,Carbondale-Marion
10-21-2020,12:45,Winnebago,"9,464",172,"126,584",Northern,Rockford
10-21-2020,12:45,Woodford,558,14,"16,065",North Central,Peoria
10-20-2020,12:45,Illinois,"350,875","9,277","6,883,314",Illinois,Illinois
10-20-2020,12:45,Adams,"1,659",15,"36,773",West Central,
10-20-2020,12:45,Alexander,109,1,"2,292",Southern,Cape_Girardeau
10-20-2020,12:45,Bond,471,9,"7,388",Southwest Central,St_Louis
10-20-2020,12:45,Boone,"1,687",25,"20,502",Northern,Rockford
10-20-2020,12:45,Brown,98,0,"2,075",West Central,
10-20-2020,12:45,Bureau,855,17,"12,058",Northwest,
10-20-2020,12:45,Calhoun,67,0,"1,537",Southwest Central,St_Louis
10-20-2020,12:45,Carroll,367,8,"6,429",Northwest,
10-20-2020,12:45,Cass,450,11,"5,455",Central,
10-20-2020,12:45,Champaign,"5,741",28,"702,106",Northeast Central,Champaign-Urbana
10-20-2020,12:45,Chicago,"90,500","3,019","1,392,960",Chicago,Chicago
10-20-2020,12:45,Christian,784,25,"13,780",Central,
10-20-2020,12:45,Clark,272,9,"5,466",Southeast Central,
10-20-2020,12:45,Clay,284,11,"4,327",Southeast Central,
10-20-2020,12:45,Clinton,"1,631",24,"16,541",Southwest Central,St_Louis
10-20-2020,12:45,Coles,"1,798",38,"27,011",Southeast Central,
10-20-2020,12:45,Cook,"75,957","2,350","1,206,259",Suburban,Chicago
10-20-2020,12:45,Crawford,630,6,"5,549",Southeast Central,
10-20-2020,12:45,Cumberland,258,6,"4,469",Southeast Central,
10-20-2020,12:45,De Witt,233,3,"5,337",North Central,Bloomington
10-20-2020,12:45,DeKalb,"2,138",42,"41,421",Northern,Elgin
10-20-2020,12:45,Douglas,563,8,"10,186",Northeast Central,
10-20-2020,12:45,DuPage,"21,231",599,"398,599",Collar,Chicago
10-20-2020,12:45,Edgar,147,8,"4,494",Southeast Central,
10-20-2020,12:45,Edwards,99,0,"1,038",Southern,
10-20-2020,12:45,Effingham,"1,095",3,"14,316",Southeast Central,
10-20-2020,12:45,Fayette,638,21,"7,800",Southeast Central,
10-20-2020,12:45,Ford,182,9,"6,439",Northeast Central,Champaign-Urbana
10-20-2020,12:45,Franklin,866,6,"15,078",Southern,
10-20-2020,12:45,Fulton,429,0,"13,669",North Central,
10-20-2020,12:45,Gallatin,105,2,"1,011",Southern,
10-20-2020,12:45,Greene,270,15,"4,519",Central,
10-20-2020,12:45,Grundy,889,7,"13,107",Collar,Chicago
10-20-2020,12:45,Hamilton,114,2,"1,902",Southern,
10-20-2020,12:45,Hancock,285,3,"6,590",West Central,
10-20-2020,12:45,Hardin,49,0,"1,249",Southern,
10-20-2020,12:45,Henderson,111,0,"1,722",West Central,
10-20-2020,12:45,Henry,798,7,"19,913",Northwest,Davenport
10-20-2020,12:45,Iroquois,459,19,"13,372",Northeast Central,
10-20-2020,12:45,Jackson,"1,443",25,"21,809",Southern,Carbondale-Marion
10-20-2020,12:45,Jasper,250,10,"3,273",Southeast Central,
10-20-2020,12:45,Jefferson,867,44,"12,123",Southern,
10-20-2020,12:45,Jersey,456,21,"7,552",Southwest Central,St_Louis
10-20-2020,12:45,Jo Daviess,436,7,"6,913",Northwest,
10-20-2020,12:45,Johnson,322,0,"3,638",Southern,
10-20-2020,12:45,Kane,"15,616",342,"211,788",Collar,Elgin
10-20-2020,12:45,Kankakee,"3,190",78,"61,505",Collar,Kankakee
10-20-2020,12:45,Kendall,"2,485",27,"41,587",Collar,Chicago
10-20-2020,12:45,Knox,"1,151",9,"22,392",West Central,
10-20-2020,12:45,Lake,"19,714",506,"303,500",Collar,Lake
10-20-2020,12:45,LaSalle,"2,207",60,"37,116",Northwest,
10-20-2020,12:45,Lawrence,306,8,"6,298",Southeast Central,
10-20-2020,12:45,Lee,627,1,"9,911",Northwest,
10-20-2020,12:45,Livingston,557,10,"16,203",North Central,
10-20-2020,12:45,Logan,547,4,"17,476",Central,
10-20-2020,12:45,Macon,"2,633",48,"49,027",Central,Decatur
10-20-2020,12:45,Macoupin,741,10,"21,574",Central,St_Louis
10-20-2020,12:45,Madison,"6,832",152,"93,461",Southwest Central,St_Louis
10-20-2020,12:45,Marion,866,13,"17,281",Southeast Central,
10-20-2020,12:45,Marshall,140,3,"5,448",North Central,Peoria
10-20-2020,12:45,Mason,238,1,"5,864",North Central,
10-20-2020,12:45,Massac,141,2,"3,273",Southern,
10-20-2020,12:45,McDonough,668,15,"11,169",West Central,
10-20-2020,12:45,McHenry,"5,726",120,"94,236",Collar,Chicago
10-20-2020,12:45,McLean,"3,918",31,"92,909",North Central,Bloomington
10-20-2020,12:45,Menard,165,1,"5,696",Central,Springfield
10-20-2020,12:45,Mercer,225,6,"6,004",Northwest,Davenport
10-20-2020,12:45,Monroe,861,28,"10,385",Southwest Central,St_Louis
10-20-2020,12:45,Montgomery,555,15,"16,374",Central,
10-20-2020,12:45,Morgan,810,24,"15,503",Central,
10-20-2020,12:45,Moultrie,378,5,"6,377",Southeast Central,
10-20-2020,12:45,Ogle,"1,089",7,"18,394",Northern,
10-20-2020,12:45,Out Of State,2,0,"52,156",Out Of State,
10-20-2020,12:45,Peoria,"4,310",64,"104,815",North Central,Peoria
10-20-2020,12:45,Perry,409,16,"7,351",Southern,
10-20-2020,12:45,Piatt,218,0,"9,954",Northeast Central,Champaign-Urbana
10-20-2020,12:45,Pike,267,4,"4,784",West Central,
10-20-2020,12:45,Pope,36,1,730,Southern,
10-20-2020,12:45,Pulaski,226,1,"1,887",Southern,
10-20-2020,12:45,Putnam,86,0,"1,488",Northwest,
10-20-2020,12:45,Randolph,"1,159",14,"14,556",Southern,
10-20-2020,12:45,Richland,318,15,"7,534",Southeast Central,
10-20-2020,12:45,Rock Island,"3,721",89,"70,270",Northwest,Davenport
10-20-2020,12:45,Saline,505,7,"7,896",Southern,
10-20-2020,12:45,Sangamon,"3,556",60,"125,280",Central,Springfield
10-20-2020,12:45,Schuyler,80,1,"2,189",West Central,
10-20-2020,12:45,Scott,95,0,"2,650",Central,
10-20-2020,12:45,Shelby,592,8,"8,177",Central,
10-20-2020,12:45,St. Clair,"7,623",213,"100,342",Southwest Central,St_Louis
10-20-2020,12:45,Stark,80,2,"2,517",North Central,Peoria
10-20-2020,12:45,Stephenson,820,7,"15,813",Northern,
10-20-2020,12:45,Tazewell,"2,445",49,"70,853",North Central,Peoria
10-20-2020,12:45,Unassigned,40,0,"61,930",Unassigned,
10-20-2020,12:45,Union,738,25,"8,096",Southern,
10-20-2020,12:45,Vermilion,"1,562",7,"34,650",Northeast Central,Danville
10-20-2020,12:45,Wabash,210,5,"2,851",Southern,
10-20-2020,12:45,Warren,464,7,"5,121",West Central,
10-20-2020,12:45,Washington,277,1,"3,855",Southwest Central,
10-20-2020,12:45,Wayne,440,11,"5,245",Southern,
10-20-2020,12:45,White,235,1,"6,717",Southern,
10-20-2020,12:45,Whiteside,"1,167",22,"18,519",Northwest,
10-20-2020,12:45,Will,"17,106",422,"261,746",Collar,Chicago
10-20-2020,12:45,Williamson,"1,737",58,"30,473",Southern,Carbondale-Marion
10-20-2020,12:45,Winnebago,"9,314",167,"125,437",Northern,Rockford
10-20-2020,12:45,Woodford,553,11,"15,780",North Central,Peoria
10-19-2020,12:45,Illinois,"347,161","9,236","6,824,237",Illinois,Illinois
10-19-2020,12:45,Adams,"1,633",15,"36,622",West Central,
10-19-2020,12:45,Alexander,108,1,"2,286",Southern,Cape_Girardeau
10-19-2020,12:45,Bond,466,9,"7,319",Southwest Central,St_Louis
10-19-2020,12:45,Boone,"1,655",24,"20,244",Northern,Rockford
10-19-2020,12:45,Brown,96,0,"2,007",West Central,
10-19-2020,12:45,Bureau,847,17,"11,968",Northwest,
10-19-2020,12:45,Calhoun,69,0,"1,535",Southwest Central,St_Louis
10-19-2020,12:45,Carroll,365,8,"6,277",Northwest,
10-19-2020,12:45,Cass,449,11,"5,438",Central,
10-19-2020,12:45,Champaign,"5,680",28,"696,296",Northeast Central,Champaign-Urbana
10-19-2020,12:45,Chicago,"89,958","3,017","1,382,500",Chicago,Chicago
10-19-2020,12:45,Christian,771,25,"13,676",Central,
10-19-2020,12:45,Clark,266,6,"5,459",Southeast Central,
10-19-2020,12:45,Clay,281,11,"4,323",Southeast Central,
10-19-2020,12:45,Clinton,"1,587",24,"16,475",Southwest Central,St_Louis
10-19-2020,12:45,Coles,"1,788",38,"26,919",Southeast Central,
10-19-2020,12:45,Cook,"75,240","2,347","1,196,737",Suburban,Chicago
10-19-2020,12:45,Crawford,624,6,"5,532",Southeast Central,
10-19-2020,12:45,Cumberland,253,6,"4,459",Southeast Central,
10-19-2020,12:45,De Witt,227,3,"5,283",North Central,Bloomington
10-19-2020,12:45,DeKalb,"2,095",42,"41,103",Northern,Elgin
10-19-2020,12:45,Douglas,545,8,"10,057",Northeast Central,
10-19-2020,12:45,DuPage,"20,947",598,"395,509",Collar,Chicago
10-19-2020,12:45,Edgar,139,8,"4,429",Southeast Central,
10-19-2020,12:45,Edwards,98,0,"1,027",Southern,
10-19-2020,12:45,Effingham,"1,090",3,"14,232",Southeast Central,
10-19-2020,12:45,Fayette,630,19,"7,735",Southeast Central,
10-19-2020,12:45,Ford,179,9,"6,394",Northeast Central,Champaign-Urbana
10-19-2020,12:45,Franklin,840,6,"14,915",Southern,
10-19-2020,12:45,Fulton,403,0,"13,591",North Central,
10-19-2020,12:45,Gallatin,105,2,993,Southern,
10-19-2020,12:45,Greene,269,15,"4,483",Central,
10-19-2020,12:45,Grundy,877,7,"13,020",Collar,Chicago
10-19-2020,12:45,Hamilton,113,2,"1,883",Southern,
10-19-2020,12:45,Hancock,284,3,"6,526",West Central,
10-19-2020,12:45,Hardin,49,0,"1,241",Southern,
10-19-2020,12:45,Henderson,111,0,"1,713",West Central,
10-19-2020,12:45,Henry,794,5,"19,815",Northwest,Davenport
10-19-2020,12:45,Iroquois,451,19,"13,325",Northeast Central,
10-19-2020,12:45,Jackson,"1,433",25,"21,691",Southern,Carbondale-Marion
10-19-2020,12:45,Jasper,247,10,"3,228",Southeast Central,
10-19-2020,12:45,Jefferson,858,44,"12,020",Southern,
10-19-2020,12:45,Jersey,456,21,"7,534",Southwest Central,St_Louis
10-19-2020,12:45,Jo Daviess,427,5,"6,859",Northwest,
10-19-2020,12:45,Johnson,313,0,"3,562",Southern,
10-19-2020,12:45,Kane,"15,422",341,"210,089",Collar,Elgin
10-19-2020,12:45,Kankakee,"3,168",78,"61,179",Collar,Kankakee
10-19-2020,12:45,Kendall,"2,470",27,"41,247",Collar,Chicago
10-19-2020,12:45,Knox,"1,096",9,"21,968",West Central,
10-19-2020,12:45,Lake,"19,546",503,"301,180",Collar,Lake
10-19-2020,12:45,LaSalle,"2,184",60,"36,777",Northwest,
10-19-2020,12:45,Lawrence,306,8,"6,289",Southeast Central,
10-19-2020,12:45,Lee,612,1,"9,787",Northwest,
10-19-2020,12:45,Livingston,549,10,"16,019",North Central,
10-19-2020,12:45,Logan,543,4,"17,337",Central,
10-19-2020,12:45,Macon,"2,568",48,"48,447",Central,Decatur
10-19-2020,12:45,Macoupin,731,9,"21,510",Central,St_Louis
10-19-2020,12:45,Madison,"6,795",152,"93,079",Southwest Central,St_Louis
10-19-2020,12:45,Marion,845,12,"17,251",Southeast Central,
10-19-2020,12:45,Marshall,137,3,"5,396",North Central,Peoria
10-19-2020,12:45,Mason,235,1,"5,826",North Central,
10-19-2020,12:45,Massac,141,2,"3,257",Southern,
10-19-2020,12:45,McDonough,665,15,"11,001",West Central,
10-19-2020,12:45,McHenry,"5,642",120,"93,302",Collar,Chicago
10-19-2020,12:45,McLean,"3,867",30,"92,049",North Central,Bloomington
10-19-2020,12:45,Menard,159,1,"5,656",Central,Springfield
10-19-2020,12:45,Mercer,219,6,"5,903",Northwest,Davenport
10-19-2020,12:45,Monroe,849,28,"10,268",Southwest Central,St_Louis
10-19-2020,12:45,Montgomery,548,15,"16,317",Central,
10-19-2020,12:45,Morgan,796,24,"15,389",Central,
10-19-2020,12:45,Moultrie,375,5,"6,335",Southeast Central,
10-19-2020,12:45,Ogle,"1,052",7,"18,210",Northern,
10-19-2020,12:45,Out Of State,2,0,"51,943",Out Of State,
10-19-2020,12:45,Peoria,"4,243",62,"104,132",North Central,Peoria
10-19-2020,12:45,Perry,406,16,"7,322",Southern,
10-19-2020,12:45,Piatt,207,0,"9,861",Northeast Central,Champaign-Urbana
10-19-2020,12:45,Pike,260,4,"4,737",West Central,
10-19-2020,12:45,Pope,36,1,721,Southern,
10-19-2020,12:45,Pulaski,226,1,"1,872",Southern,
10-19-2020,12:45,Putnam,85,0,"1,479",Northwest,
10-19-2020,12:45,Randolph,"1,145",14,"14,460",Southern,
10-19-2020,12:45,Richland,317,14,"7,488",Southeast Central,
10-19-2020,12:45,Rock Island,"3,670",88,"69,660",Northwest,Davenport
10-19-2020,12:45,Saline,503,7,"7,848",Southern,
10-19-2020,12:45,Sangamon,"3,475",54,"124,245",Central,Springfield
10-19-2020,12:45,Schuyler,80,1,"2,171",West Central,
10-19-2020,12:45,Scott,93,0,"2,585",Central,
10-19-2020,12:45,Shelby,586,8,"8,141",Central,
10-19-2020,12:45,St. Clair,"7,559",213,"99,651",Southwest Central,St_Louis
10-19-2020,12:45,Stark,79,2,"2,499",North Central,Peoria
10-19-2020,12:45,Stephenson,814,7,"15,692",Northern,
10-19-2020,12:45,Tazewell,"2,405",47,"70,375",North Central,Peoria
10-19-2020,12:45,Unassigned,40,0,"61,578",Unassigned,
10-19-2020,12:45,Union,730,25,"8,018",Southern,
10-19-2020,12:45,Vermilion,"1,541",7,"34,373",Northeast Central,Danville
10-19-2020,12:45,Wabash,205,5,"2,795",Southern,
10-19-2020,12:45,Warren,451,7,"5,063",West Central,
10-19-2020,12:45,Washington,278,1,"3,844",Southwest Central,
10-19-2020,12:45,Wayne,434,10,"5,241",Southern,
10-19-2020,12:45,White,235,1,"6,603",Southern,
10-19-2020,12:45,Whiteside,"1,152",22,"18,386",Northwest,
10-19-2020,12:45,Will,"16,898",419,"259,134",Collar,Chicago
10-19-2020,12:45,Williamson,"1,709",58,"30,233",Southern,Carbondale-Marion
10-19-2020,12:45,Winnebago,"9,114",165,"124,136",Northern,Rockford
10-19-2020,12:45,Woodford,543,11,"15,673",North Central,Peoria
10-18-2020,12:45,Illinois,"344,048","9,214","6,775,553",Illinois,Illinois
10-18-2020,12:45,Adams,"1,585",15,"36,426",West Central,
10-18-2020,12:45,Alexander,107,1,"2,282",Southern,Cape_Girardeau
10-18-2020,12:45,Bond,460,9,"7,279",Southwest Central,St_Louis
10-18-2020,12:45,Boone,"1,640",24,"20,145",Northern,Rockford
10-18-2020,12:45,Brown,96,0,"1,996",West Central,
10-18-2020,12:45,Bureau,842,17,"11,859",Northwest,
10-18-2020,12:45,Calhoun,69,0,"1,533",Southwest Central,St_Louis
10-18-2020,12:45,Carroll,356,7,"6,231",Northwest,
10-18-2020,12:45,Cass,449,11,"5,405",Central,
10-18-2020,12:45,Champaign,"5,660",28,"690,428",Northeast Central,Champaign-Urbana
10-18-2020,12:45,Chicago,"89,392","3,016","1,371,308",Chicago,Chicago
10-18-2020,12:45,Christian,763,25,"13,553",Central,
10-18-2020,12:45,Clark,253,6,"5,431",Southeast Central,
10-18-2020,12:45,Clay,279,11,"4,304",Southeast Central,
10-18-2020,12:45,Clinton,"1,560",24,"16,178",Southwest Central,St_Louis
10-18-2020,12:45,Coles,"1,774",38,"26,867",Southeast Central,
10-18-2020,12:45,Cook,"74,520","2,341","1,187,934",Suburban,Chicago
10-18-2020,12:45,Crawford,615,6,"5,462",Southeast Central,
10-18-2020,12:45,Cumberland,249,6,"4,451",Southeast Central,
10-18-2020,12:45,De Witt,225,3,"5,240",North Central,Bloomington
10-18-2020,12:45,DeKalb,"2,072",42,"40,563",Northern,Elgin
10-18-2020,12:45,Douglas,523,8,"10,001",Northeast Central,
10-18-2020,12:45,DuPage,"20,724",596,"392,841",Collar,Chicago
10-18-2020,12:45,Edgar,138,8,"4,396",Southeast Central,
10-18-2020,12:45,Edwards,98,0,"1,023",Southern,
10-18-2020,12:45,Effingham,"1,070",3,"14,114",Southeast Central,
10-18-2020,12:45,Fayette,619,17,"7,699",Southeast Central,
10-18-2020,12:45,Ford,179,9,"6,304",Northeast Central,Champaign-Urbana
10-18-2020,12:45,Franklin,834,6,"14,848",Southern,
10-18-2020,12:45,Fulton,391,0,"13,531",North Central,
10-18-2020,12:45,Gallatin,103,2,989,Southern,
10-18-2020,12:45,Greene,264,15,"4,449",Central,
10-18-2020,12:45,Grundy,859,7,"12,908",Collar,Chicago
10-18-2020,12:45,Hamilton,109,2,"1,869",Southern,
10-18-2020,12:45,Hancock,279,3,"6,490",West Central,
10-18-2020,12:45,Hardin,49,0,"1,236",Southern,
10-18-2020,12:45,Henderson,108,0,"1,692",West Central,
10-18-2020,12:45,Henry,790,5,"19,716",Northwest,Davenport
10-18-2020,12:45,Iroquois,449,19,"13,260",Northeast Central,
10-18-2020,12:45,Jackson,"1,428",25,"21,627",Southern,Carbondale-Marion
10-18-2020,12:45,Jasper,240,10,"3,216",Southeast Central,
10-18-2020,12:45,Jefferson,852,44,"11,932",Southern,
10-18-2020,12:45,Jersey,453,21,"7,403",Southwest Central,St_Louis
10-18-2020,12:45,Jo Daviess,416,5,"6,749",Northwest,
10-18-2020,12:45,Johnson,311,0,"3,541",Southern,
10-18-2020,12:45,Kane,"15,234",341,"208,354",Collar,Elgin
10-18-2020,12:45,Kankakee,"3,143",78,"60,685",Collar,Kankakee
10-18-2020,12:45,Kendall,"2,441",27,"40,974",Collar,Chicago
10-18-2020,12:45,Knox,"1,076",9,"21,764",West Central,
10-18-2020,12:45,Lake,"19,438",503,"299,349",Collar,Lake
10-18-2020,12:45,LaSalle,"2,157",59,"36,536",Northwest,
10-18-2020,12:45,Lawrence,306,8,"6,221",Southeast Central,
10-18-2020,12:45,Lee,592,1,"9,671",Northwest,
10-18-2020,12:45,Livingston,538,9,"15,743",North Central,
10-18-2020,12:45,Logan,538,4,"17,234",Central,
10-18-2020,12:45,Macon,"2,512",48,"48,061",Central,Decatur
10-18-2020,12:45,Macoupin,722,9,"21,410",Central,St_Louis
10-18-2020,12:45,Madison,"6,748",152,"92,443",Southwest Central,St_Louis
10-18-2020,12:45,Marion,829,12,"17,147",Southeast Central,
10-18-2020,12:45,Marshall,135,3,"5,366",North Central,Peoria
10-18-2020,12:45,Mason,232,1,"5,795",North Central,
10-18-2020,12:45,Massac,139,2,"3,239",Southern,
10-18-2020,12:45,McDonough,654,15,"10,893",West Central,
10-18-2020,12:45,McHenry,"5,583",120,"92,335",Collar,Chicago
10-18-2020,12:45,McLean,"3,849",30,"91,659",North Central,Bloomington
10-18-2020,12:45,Menard,159,1,"5,617",Central,Springfield
10-18-2020,12:45,Mercer,213,6,"5,847",Northwest,Davenport
10-18-2020,12:45,Monroe,842,27,"10,144",Southwest Central,St_Louis
10-18-2020,12:45,Montgomery,545,14,"16,250",Central,
10-18-2020,12:45,Morgan,792,24,"15,134",Central,
10-18-2020,12:45,Moultrie,360,5,"6,273",Southeast Central,
10-18-2020,12:45,Ogle,"1,030",7,"18,088",Northern,
10-18-2020,12:45,Out Of State,1,0,"51,771",Out Of State,
10-18-2020,12:45,Peoria,"4,207",61,"103,676",North Central,Peoria
10-18-2020,12:45,Perry,403,16,"7,299",Southern,
10-18-2020,12:45,Piatt,205,0,"9,782",Northeast Central,Champaign-Urbana
10-18-2020,12:45,Pike,249,4,"4,698",West Central,
10-18-2020,12:45,Pope,36,1,717,Southern,
10-18-2020,12:45,Pulaski,226,1,"1,848",Southern,
10-18-2020,12:45,Putnam,83,0,"1,461",Northwest,
10-18-2020,12:45,Randolph,"1,141",14,"14,405",Southern,
10-18-2020,12:45,Richland,316,14,"7,477",Southeast Central,
