date,region,id,ICUAvail,ICUCapacity,VentsAvailable,VentsCapacity
2021-01-17,Region 5,5,23,91,245,258
2021-01-17,Region 6,6,47,160,274,323
2021-01-17,Region 7,7,44,162,87,139
2021-01-17,Region 8,8,111,324,392,581
2021-01-17,Region 9,9,44,194,238,295
2021-01-18,Region 1,1,58,181,250,337
2021-01-18,Region 10,10,163,733,615,928
2021-01-18,Region 11,11,293,933,1264,1774
2021-01-18,Region 2,2,85,255,406,489
2021-01-18,Region 3,3,45,163,316,421
2021-01-18,Region 4,4,17,100,111,163
2021-01-18,Region 5,5,21,91,241,258
2021-01-18,Region 6,6,60,160,275,323
2021-01-18,Region 7,7,46,162,94,139
2021-01-18,Region 8,8,116,324,376,581
2021-01-18,Region 9,9,52,198,242,295
2021-01-19,Region 1,1,58,181,246,337
2021-01-19,Region 10,10,157,733,646,928
2021-01-19,Region 11,11,233,933,1299,1774
2021-01-19,Region 2,2,87,255,398,489
2021-01-19,Region 3,3,44,163,336,421
2021-01-19,Region 4,4,23,102,132,165
2021-01-19,Region 5,5,20,91,241,258
2021-01-19,Region 6,6,42,160,271,323
2021-01-19,Region 7,7,40,162,98,139
2021-01-19,Region 8,8,101,344,374,581
2021-01-19,Region 9,9,51,198,239,295
2021-01-20,Region 1,1,54,181,269,337
2021-01-20,Region 10,10,147,733,670,928
2021-01-20,Region 11,11,233,931,1285,1770
2021-01-20,Region 2,2,82,255,393,489
2021-01-20,Region 3,3,46,163,334,421
2021-01-20,Region 4,4,22,102,129,165
2021-01-20,Region 5,5,20,91,236,258
2021-01-20,Region 6,6,43,160,272,323
2021-01-20,Region 7,7,46,162,99,139
2021-01-20,Region 8,8,103,344,395,581
2021-01-20,Region 9,9,50,198,235,295
2021-01-21,Region 1,1,50,181,265,337
2021-01-21,Region 10,10,148,733,650,928
2021-01-21,Region 11,11,250,935,1157,1770
2021-01-21,Region 2,2,70,255,391,489
2021-01-21,Region 3,3,44,163,346,421
2021-01-21,Region 4,4,19,102,118,163
2021-01-21,Region 5,5,22,91,236,258
2021-01-21,Region 6,6,45,160,274,323
2021-01-21,Region 7,7,41,162,96,139
2021-01-21,Region 8,8,93,344,399,581
2021-01-21,Region 9,9,53,198,230,295
2021-01-22,Region 1,1,54,181,249,337
2021-01-22,Region 10,10,161,733,634,928
2021-01-22,Region 11,11,234,933,1273,1750
2021-01-22,Region 2,2,72,256,404,489
2021-01-22,Region 3,3,46,163,337,421
2021-01-22,Region 4,4,20,102,120,164
2021-01-22,Region 5,5,20,91,245,258
2021-01-22,Region 6,6,43,160,269,323
2021-01-22,Region 7,7,33,162,96,139
2021-01-22,Region 8,8,86,344,400,581
2021-01-22,Region 9,9,60,198,236,295
2021-01-23,Region 1,1,58,181,257,337
2021-01-23,Region 10,10,181,733,650,928
2021-01-23,Region 11,11,253,934,1279,1756
2021-01-23,Region 2,2,78,256,401,489
2021-01-23,Region 3,3,45,163,355,421
2021-01-23,Region 4,4,20,102,119,163
2021-01-23,Region 5,5,24,91,247,258
2021-01-23,Region 6,6,50,160,278,323
2021-01-23,Region 7,7,42,162,99,139
2021-01-23,Region 8,8,91,344,382,581
2021-01-23,Region 9,9,59,198,237,295
2021-01-24,Region 1,1,60,181,267,320
2021-01-24,Region 10,10,205,733,676,928
2021-01-24,Region 11,11,251,934,1252,1756
2021-01-24,Region 2,2,77,256,446,489
2021-01-24,Region 3,3,46,163,346,421
2021-01-24,Region 4,4,16,102,120,164
2021-01-24,Region 5,5,23,91,247,258
2021-01-24,Region 6,6,55,160,277,323
2021-01-24,Region 7,7,54,162,96,139
2021-01-24,Region 8,8,116,344,374,581
2021-01-24,Region 9,9,70,198,245,295
2021-01-25,Region 1,1,70,181,262,320
2021-01-25,Region 10,10,204,733,648,928
2021-01-25,Region 11,11,284,933,1321,1757
2021-01-25,Region 2,2,80,256,460,489
2021-01-25,Region 3,3,51,163,340,421
2021-01-25,Region 4,4,15,104,114,164
2021-01-25,Region 5,5,17,91,239,258
2021-01-25,Region 6,6,52,160,278,323
2021-01-25,Region 7,7,53,162,94,139
2021-01-25,Region 8,8,124,344,396,581
2021-01-25,Region 9,9,70,198,243,295
2021-01-26,Region 1,1,64,181,252,320
2021-01-26,Region 10,10,180,733,649,928
2021-01-26,Region 11,11,242,935,1301,1757
2021-01-26,Region 2,2,52,256,397,489
2021-01-26,Region 3,3,51,163,335,421
2021-01-26,Region 4,4,16,103,113,166
2021-01-26,Region 5,5,17,91,239,258
2021-01-26,Region 6,6,43,160,272,323
2021-01-26,Region 7,7,49,162,87,139
2021-01-26,Region 8,8,93,344,395,581
2021-01-26,Region 9,9,65,198,245,295
2021-01-27,Region 1,1,48,181,253,320
2021-01-27,Region 10,10,176,733,660,928
2021-01-27,Region 11,11,241,936,1271,1759
2021-01-27,Region 2,2,62,256,407,489
2021-01-27,Region 3,3,50,163,344,421
2021-01-27,Region 4,4,24,113,112,166
2021-01-27,Region 5,5,23,91,239,258
2021-01-27,Region 6,6,44,160,274,323
2021-01-27,Region 7,7,51,162,89,139
2021-01-27,Region 8,8,93,344,392,581
2021-01-27,Region 9,9,57,198,237,295
2021-01-28,Region 1,1,55,181,255,320
2021-01-28,Region 10,10,180,733,651,928
2021-01-28,Region 11,11,229,931,1281,1756
2021-01-28,Region 2,2,65,256,402,489
2021-01-28,Region 3,3,52,163,348,421
2021-01-28,Region 4,4,25,113,124,166
2021-01-28,Region 5,5,24,91,247,258
2021-01-28,Region 6,6,54,160,278,323
2021-01-28,Region 7,7,45,162,89,139
2021-01-28,Region 8,8,95,344,389,581
2021-01-28,Region 9,9,58,198,236,295
2021-01-29,Region 1,1,54,181,256,320
2021-01-29,Region 10,10,184,733,661,928
2021-01-29,Region 11,11,235,936,1311,1759
2021-01-29,Region 2,2,62,258,396,489
2021-01-29,Region 3,3,49,163,353,421
2021-01-29,Region 4,4,24,109,121,164
2021-01-29,Region 5,5,22,91,244,258
2021-01-29,Region 6,6,66,160,284,323
2021-01-29,Region 7,7,46,162,95,139
2021-01-29,Region 8,8,76,344,386,581
2021-01-29,Region 9,9,74,198,243,295
2021-01-30,Region 1,1,55,181,259,320
2021-01-30,Region 10,10,175,733,653,928
2021-01-30,Region 11,11,269,938,1266,1765
2021-01-30,Region 2,2,66,258,381,489
2021-01-30,Region 3,3,40,163,367,421
2021-01-30,Region 4,4,17,107,121,164
2021-01-30,Region 5,5,20,91,242,257
2021-01-30,Region 6,6,58,160,286,323
2021-01-30,Region 7,7,42,162,99,139
2021-01-30,Region 8,8,85,344,378,581
2021-01-30,Region 9,9,63,198,248,295
2021-01-31,Region 1,1,79,181,259,320
2021-01-31,Region 10,10,195,733,673,928
2021-01-31,Region 11,11,296,938,1307,1764
2021-01-31,Region 2,2,75,258,383,489
2021-01-31,Region 3,3,35,163,357,421
2021-01-31,Region 4,4,25,109,119,164
2021-01-31,Region 5,5,20,91,244,257
2021-01-31,Region 6,6,64,160,284,323
2021-01-31,Region 7,7,49,162,98,139
2021-01-31,Region 8,8,99,344,377,581
2021-01-31,Region 9,9,70,198,249,295
2021-02-01,Region 1,1,61,181,257,320
2021-02-01,Region 10,10,186,733,659,928
2021-02-01,Region 11,11,296,936,1307,1762
2021-02-01,Region 2,2,73,258,394,489
2021-02-01,Region 3,3,43,163,337,421
2021-02-01,Region 4,4,18,109,113,164
2021-02-01,Region 5,5,19,91,240,257
2021-02-01,Region 6,6,58,160,280,323
2021-02-01,Region 7,7,55,162,89,137
2021-02-01,Region 8,8,114,344,380,581
2021-02-01,Region 9,9,64,194,248,295
2021-02-02,Region 1,1,55,181,249,320
2021-02-02,Region 10,10,178,733,678,941
2021-02-02,Region 11,11,261,935,1337,1762
2021-02-02,Region 2,2,60,258,414,489
2021-02-02,Region 3,3,38,163,338,421
2021-02-02,Region 4,4,18,109,121,166
2021-02-02,Region 5,5,17,91,239,257
2021-02-02,Region 6,6,57,160,281,323
2021-02-02,Region 7,7,46,162,99,137
2021-02-02,Region 8,8,109,344,390,581
2021-02-02,Region 9,9,55,194,243,295
2021-02-03,Region 1,1,54,181,265,320
2021-02-03,Region 10,10,169,733,683,941
2021-02-03,Region 11,11,270,935,1339,1759
2021-02-03,Region 2,2,64,258,418,489
2021-02-03,Region 3,3,49,163,337,421
2021-02-03,Region 4,4,31,109,123,163
2021-02-03,Region 5,5,20,91,237,257
2021-02-03,Region 6,6,53,160,276,323
2021-02-03,Region 7,7,39,162,94,137
2021-02-03,Region 8,8,90,344,394,581
2021-02-03,Region 9,9,53,194,239,295
2021-02-04,Region 1,1,57,181,268,320
2021-02-04,Region 10,10,171,733,667,941
2021-02-04,Region 11,11,261,920,1272,1759
2021-02-04,Region 2,2,77,258,423,489
2021-02-04,Region 3,3,40,163,340,421
2021-02-04,Region 4,4,32,109,105,164
2021-02-04,Region 5,5,25,91,246,257
2021-02-04,Region 6,6,51,160,275,323
2021-02-04,Region 7,7,42,162,98,137
2021-02-04,Region 8,8,65,344,391,581
2021-02-04,Region 9,9,58,194,236,295
2021-02-05,Region 1,1,47,181,252,320
2021-02-05,Region 10,10,167,733,683,941
2021-02-05,Region 11,11,257,924,1302,1759
2021-02-05,Region 2,2,85,258,427,489
2021-02-05,Region 3,3,42,166,348,421
2021-02-05,Region 4,4,30,109,121,164
2021-02-05,Region 5,5,24,91,246,257
2021-02-05,Region 6,6,56,160,274,323
2021-02-05,Region 7,7,41,162,101,137
2021-02-05,Region 8,8,84,344,382,581
2021-02-05,Region 9,9,54,194,225,291
2021-02-06,Region 1,1,42,181,252,320
2021-02-06,Region 10,10,177,733,668,941
2021-02-06,Region 11,11,211,924,1310,1759
2021-02-06,Region 2,2,72,258,411,489
2021-02-06,Region 3,3,41,163,359,421
2021-02-06,Region 4,4,32,109,123,164
2021-02-06,Region 5,5,22,91,247,257
2021-02-06,Region 6,6,54,160,273,323
2021-02-06,Region 7,7,43,162,103,137
2021-02-06,Region 8,8,95,344,384,581
2021-02-06,Region 9,9,57,194,230,291
2021-02-07,Region 1,1,50,181,259,320
2021-02-07,Region 10,10,210,733,653,941
2021-02-07,Region 11,11,294,936,1341,1759
2021-02-07,Region 2,2,73,258,403,489
2021-02-07,Region 3,3,50,163,363,421
2021-02-07,Region 4,4,38,109,120,164
2021-02-07,Region 5,5,22,91,246,257
2021-02-07,Region 6,6,60,160,276,323
2021-02-07,Region 7,7,40,162,99,137
2021-02-07,Region 8,8,119,344,392,581
2021-02-07,Region 9,9,64,194,232,291
2021-02-08,Region 1,1,45,181,253,320
2021-02-08,Region 10,10,202,733,677,941
2021-02-08,Region 11,11,263,932,1302,1757
2021-02-08,Region 2,2,83,258,405,489
2021-02-08,Region 3,3,49,163,347,421
2021-02-08,Region 4,4,36,109,118,164
2021-02-08,Region 5,5,20,91,237,257
2021-02-08,Region 6,6,74,160,281,323
2021-02-08,Region 7,7,49,162,101,137
2021-02-08,Region 8,8,122,344,390,581
2021-02-08,Region 9,9,71,194,238,291
2021-02-09,Region 1,1,32,181,241,320
2021-02-09,Region 10,10,175,733,647,941
2021-02-09,Region 11,11,249,933,1312,1739
2021-02-09,Region 2,2,83,258,409,489
2021-02-09,Region 3,3,43,163,336,421
2021-02-09,Region 4,4,30,111,121,166
2021-02-09,Region 5,5,17,91,234,257
2021-02-09,Region 6,6,72,160,282,323
2021-02-09,Region 7,7,44,162,97,137
2021-02-09,Region 8,8,99,344,392,581
2021-02-09,Region 9,9,69,194,244,291
2021-02-10,Region 1,1,56,181,263,320
2021-02-10,Region 10,10,195,733,684,941
2021-02-10,Region 11,11,247,934,1313,1739
2021-02-10,Region 2,2,81,258,393,489
2021-02-10,Region 3,3,48,166,350,421
2021-02-10,Region 4,4,31,113,121,164
2021-02-10,Region 5,5,17,91,234,257
2021-02-10,Region 6,6,67,160,281,323
2021-02-10,Region 7,7,42,162,98,137
2021-02-10,Region 8,8,74,344,390,581
2021-02-10,Region 9,9,63,194,239,291
2021-02-11,Region 1,1,55,181,245,322
2021-02-11,Region 10,10,173,733,676,941
2021-02-11,Region 11,11,226,933,1306,1738
2021-02-11,Region 2,2,74,261,392,489
2021-02-11,Region 3,3,47,166,352,421
2021-02-11,Region 4,4,30,112,122,164
2021-02-11,Region 5,5,19,91,238,257
2021-02-11,Region 6,6,55,160,281,323
2021-02-11,Region 7,7,50,162,102,137
2021-02-11,Region 8,8,81,344,384,581
2021-02-11,Region 9,9,65,194,248,291
2021-02-12,Region 1,1,49,181,242,322
2021-02-12,Region 10,10,175,733,671,941
2021-02-12,Region 11,11,243,933,1261,1734
2021-02-12,Region 2,2,82,258,395,489
2021-02-12,Region 3,3,31,166,343,421
2021-02-12,Region 4,4,30,112,128,164
2021-02-12,Region 5,5,20,91,235,257
2021-02-12,Region 6,6,73,160,290,323
2021-02-12,Region 7,7,51,162,96,137
2021-02-12,Region 8,8,87,344,386,581
2021-02-12,Region 9,9,66,194,244,291
2021-02-13,Region 1,1,46,181,262,322
2021-02-13,Region 10,10,182,733,708,941
2021-02-13,Region 11,11,261,933,1292,1734
2021-02-13,Region 2,2,75,258,399,489
2021-02-13,Region 3,3,37,163,355,421
2021-02-13,Region 4,4,32,112,124,164
2021-02-13,Region 5,5,22,91,244,257
2021-02-13,Region 6,6,74,160,285,323
2021-02-13,Region 7,7,45,162,98,137
2021-02-13,Region 8,8,94,344,390,581
2021-02-13,Region 9,9,66,194,248,291
2021-02-14,Region 1,1,55,181,261,322
2021-02-14,Region 10,10,206,733,694,941
2021-02-14,Region 11,11,291,933,1281,1734
2021-02-14,Region 2,2,81,258,407,489
2021-02-14,Region 3,3,40,163,359,421
2021-02-14,Region 4,4,26,112,126,164
2021-02-14,Region 5,5,22,91,244,257
2021-02-14,Region 6,6,75,160,290,323
2021-02-14,Region 7,7,47,162,93,137
2021-02-14,Region 8,8,108,344,390,581
2021-02-14,Region 9,9,71,194,248,291
2021-02-15,Region 1,1,52,181,260,322
2021-02-15,Region 10,10,205,722,694,941
2021-02-15,Region 11,11,263,931,1278,1734
2021-02-15,Region 2,2,79,258,402,489
2021-02-15,Region 3,3,46,163,351,421
2021-02-15,Region 4,4,32,112,131,166
2021-02-15,Region 5,5,21,89,244,257
2021-02-15,Region 6,6,85,160,291,323
2021-02-15,Region 7,7,40,162,90,137
2021-02-15,Region 8,8,125,344,393,581
2021-02-15,Region 9,9,72,194,249,291
2021-02-16,Region 1,1,51,181,216,322
2021-02-16,Region 10,10,189,722,663,941
2021-02-16,Region 11,11,244,931,1083,1734
2021-02-16,Region 2,2,70,258,403,489
2021-02-16,Region 3,3,37,163,351,421
2021-02-16,Region 4,4,32,111,131,166
2021-02-16,Region 5,5,21,89,238,257
2021-02-16,Region 6,6,84,160,293,323
2021-02-16,Region 7,7,56,162,90,137
2021-02-16,Region 8,8,113,344,396,581
2021-02-16,Region 9,9,73,194,249,291
2021-02-17,Region 1,1,32,181,206,322
2021-02-17,Region 10,10,187,722,682,941
2021-02-17,Region 11,11,256,928,1215,1732
2021-02-17,Region 2,2,72,258,401,489
2021-02-17,Region 3,3,39,163,348,421
2021-02-17,Region 4,4,34,113,127,164
2021-02-17,Region 5,5,18,81,240,257
2021-02-17,Region 6,6,85,160,291,323
2021-02-17,Region 7,7,49,162,94,137
2021-02-17,Region 8,8,114,344,397,578
2021-02-17,Region 9,9,62,194,255,291
2021-02-18,Region 1,1,42,181,224,322
2021-02-18,Region 10,10,170,722,687,941
2021-02-18,Region 11,11,228,927,1295,1732
2021-02-18,Region 2,2,73,258,396,489
2021-02-18,Region 3,3,35,163,345,421
2021-02-18,Region 4,4,28,113,118,164
2021-02-18,Region 5,5,17,84,240,257
2021-02-18,Region 6,6,70,160,288,323
2021-02-18,Region 7,7,41,162,91,137
2021-02-18,Region 8,8,104,344,396,577
2021-02-18,Region 9,9,61,194,252,291
2021-02-19,Region 1,1,40,181,231,322
2021-02-19,Region 10,10,176,722,694,941
2021-02-19,Region 11,11,254,929,1275,1732
2021-02-19,Region 2,2,74,258,396,489
2021-02-19,Region 3,3,41,163,343,421
2021-02-19,Region 4,4,30,113,116,164
2021-02-19,Region 5,5,20,85,245,257
2021-02-19,Region 6,6,81,160,285,323
2021-02-19,Region 7,7,42,162,93,137
2021-02-19,Region 8,8,100,344,409,577
2021-02-19,Region 9,9,64,194,255,291
2021-02-20,Region 1,1,34,181,257,322
2021-02-20,Region 10,10,214,722,706,941
2021-02-20,Region 11,11,243,927,1274,1733
2021-02-20,Region 2,2,83,258,403,489
2021-02-20,Region 3,3,56,163,356,421
2021-02-20,Region 4,4,29,113,116,164
2021-02-20,Region 5,5,21,85,245,257
2021-02-20,Region 6,6,75,160,288,323
2021-02-20,Region 7,7,47,162,94,137
2021-02-20,Region 8,8,116,344,402,577
2021-02-20,Region 9,9,80,194,256,291
2021-02-21,Region 1,1,49,181,258,323
2021-02-21,Region 10,10,225,722,700,941
2021-02-21,Region 11,11,282,929,1304,1733
2021-02-21,Region 2,2,76,258,404,489
2021-02-21,Region 3,3,49,163,357,421
2021-02-21,Region 4,4,28,110,114,164
2021-02-21,Region 5,5,20,85,242,257
2021-02-21,Region 6,6,77,160,288,323
2021-02-21,Region 7,7,52,162,92,137
2021-02-21,Region 8,8,124,344,391,577
2021-02-21,Region 9,9,64,194,254,291
2021-02-22,Region 1,1,51,181,263,323
2021-02-22,Region 10,10,212,722,696,941
2021-02-22,Region 11,11,280,925,1336,1737
2021-02-22,Region 2,2,82,258,409,489
2021-02-22,Region 3,3,51,163,350,421
2021-02-22,Region 4,4,30,110,114,164
2021-02-22,Region 5,5,14,85,240,257
2021-02-22,Region 6,6,75,160,291,323
2021-02-22,Region 7,7,50,162,95,137
2021-02-22,Region 8,8,103,344,397,577
2021-02-22,Region 9,9,64,194,251,291
2021-02-23,Region 1,1,37,181,252,323
2021-02-23,Region 10,10,166,722,692,941
2021-02-23,Region 11,11,238,925,1270,1735
2021-02-23,Region 2,2,75,258,404,489
2021-02-23,Region 3,3,40,163,343,417
2021-02-23,Region 4,4,26,110,117,166
2021-02-23,Region 5,5,15,89,238,257
2021-02-23,Region 6,6,68,160,289,323
2021-02-23,Region 7,7,44,162,96,140
2021-02-23,Region 8,8,91,344,403,577
2021-02-23,Region 9,9,58,194,253,291
2021-02-24,Region 1,1,46,181,249,323
2021-02-24,Region 10,10,151,722,700,941
2021-02-24,Region 11,11,248,924,1282,1738
2021-02-24,Region 2,2,75,258,413,489
2021-02-24,Region 3,3,31,163,346,417
2021-02-24,Region 4,4,27,110,124,166
2021-02-24,Region 5,5,15,90,239,257
2021-02-24,Region 6,6,76,160,291,323
2021-02-24,Region 7,7,36,162,101,140
2021-02-24,Region 8,8,77,344,407,577
2021-02-24,Region 9,9,58,194,244,291
2021-02-25,Region 1,1,56,181,252,330
2021-02-25,Region 10,10,166,722,709,941
2021-02-25,Region 11,11,241,926,1268,1735
2021-02-25,Region 2,2,63,258,419,489
2021-02-25,Region 3,3,39,163,343,417
2021-02-25,Region 4,4,33,110,120,164
2021-02-25,Region 5,5,22,89,249,264
2021-02-25,Region 6,6,77,160,289,323
2021-02-25,Region 7,7,41,162,100,138
2021-02-25,Region 8,8,76,344,407,577
2021-02-25,Region 9,9,53,194,259,291
2021-02-26,Region 1,1,34,181,266,327
2021-02-26,Region 10,10,186,722,720,941
2021-02-26,Region 11,11,226,926,1280,1737
2021-02-26,Region 2,2,62,258,416,489
2021-02-26,Region 3,3,34,163,348,417
2021-02-26,Region 4,4,32,110,125,164
2021-02-26,Region 5,5,17,84,249,264
2021-02-26,Region 6,6,76,160,290,323
2021-02-26,Region 7,7,47,162,96,138
2021-02-26,Region 8,8,100,344,405,577
2021-02-26,Region 9,9,61,194,251,291
2021-02-27,Region 1,1,43,181,275,327
2021-02-27,Region 10,10,194,722,727,941
2021-02-27,Region 11,11,262,926,1255,1740
2021-02-27,Region 2,2,69,258,416,489
2021-02-27,Region 3,3,48,163,364,421
2021-02-27,Region 4,4,35,109,121,164
2021-02-27,Region 5,5,21,84,251,264
2021-02-27,Region 6,6,81,160,291,323
2021-02-27,Region 7,7,54,162,103,138
2021-02-27,Region 8,8,128,344,394,577
2021-02-27,Region 9,9,60,194,250,291
2021-02-28,Region 1,1,58,181,274,327
2021-02-28,Region 10,10,220,722,730,941
2021-02-28,Region 11,11,289,928,1264,1738
2021-02-28,Region 2,2,75,258,424,489
2021-02-28,Region 3,3,55,163,367,421
2021-02-28,Region 4,4,42,109,121,164
2021-02-28,Region 5,5,20,84,245,259
2021-02-28,Region 6,6,77,160,291,323
2021-02-28,Region 7,7,58,162,104,137
2021-02-28,Region 8,8,128,344,396,577
2021-02-28,Region 9,9,64,194,246,291
2021-03-01,Region 1,1,52,181,277,343
2021-03-01,Region 10,10,228,722,717,941
2021-03-01,Region 11,11,314,926,1298,1738
2021-03-01,Region 2,2,74,258,416,489
2021-03-01,Region 3,3,56,163,359,421
2021-03-01,Region 4,4,39,109,127,166
2021-03-01,Region 5,5,23,89,240,259
2021-03-01,Region 6,6,79,160,292,323
2021-03-01,Region 7,7,57,162,105,137
2021-03-01,Region 8,8,126,344,405,577
2021-03-01,Region 9,9,67,194,245,291
2021-03-02,Region 1,1,49,181,258,317
2021-03-02,Region 10,10,181,722,708,941
2021-03-02,Region 11,11,265,1003,1281,1737
2021-03-02,Region 2,2,72,258,424,489
2021-03-02,Region 3,3,40,163,348,421
2021-03-02,Region 4,4,27,109,129,166
2021-03-02,Region 5,5,19,88,242,259
2021-03-02,Region 6,6,66,160,291,323
2021-03-02,Region 7,7,48,162,104,137
2021-03-02,Region 8,8,89,344,400,577
2021-03-02,Region 9,9,52,194,245,291
2021-03-03,Region 1,1,52,181,274,345
2021-03-03,Region 10,10,178,722,714,941
2021-03-03,Region 11,11,294,1005,1326,1735
2021-03-03,Region 2,2,68,258,413,489
2021-03-03,Region 3,3,44,163,347,421
2021-03-03,Region 4,4,34,108,125,164
2021-03-03,Region 5,5,19,88,242,259
2021-03-03,Region 6,6,66,160,288,323
2021-03-03,Region 7,7,53,162,107,137
2021-03-03,Region 8,8,95,344,407,578
2021-03-03,Region 9,9,53,194,252,291
2021-03-04,Region 1,1,51,181,291,345
2021-03-04,Region 10,10,170,722,718,941
2021-03-04,Region 11,11,258,1005,1303,1735
2021-03-04,Region 2,2,87,258,420,489
2021-03-04,Region 3,3,28,163,360,421
2021-03-04,Region 4,4,38,109,130,164
2021-03-04,Region 5,5,20,91,250,259
2021-03-04,Region 6,6,67,160,289,323
2021-03-04,Region 7,7,66,162,105,137
2021-03-04,Region 8,8,98,344,404,577
2021-03-04,Region 9,9,67,194,254,291
2021-03-05,Region 1,1,60,181,275,345
2021-03-05,Region 10,10,163,722,699,941
2021-03-05,Region 11,11,251,1006,1279,1735
2021-03-05,Region 2,2,84,258,417,489
2021-03-05,Region 3,3,46,163,350,421
2021-03-05,Region 4,4,39,109,131,164
2021-03-05,Region 5,5,26,91,249,259
2021-03-05,Region 6,6,71,160,291,323
2021-03-05,Region 7,7,55,162,103,137
2021-03-05,Region 8,8,91,344,407,577
2021-03-05,Region 9,9,64,194,258,291
2021-03-06,Region 1,1,50,181,284,345
2021-03-06,Region 10,10,188,722,722,941
2021-03-06,Region 11,11,267,1006,1275,1676
2021-03-06,Region 2,2,77,258,421,489
2021-03-06,Region 3,3,40,163,361,421
2021-03-06,Region 4,4,38,108,124,164
2021-03-06,Region 5,5,29,91,249,259
2021-03-06,Region 6,6,68,160,294,323
2021-03-06,Region 7,7,50,162,109,137
2021-03-06,Region 8,8,100,344,398,577
2021-03-06,Region 9,9,69,194,255,291
2021-03-07,Region 1,1,57,181,281,345
2021-03-07,Region 10,10,207,722,700,941
2021-03-07,Region 11,11,273,1005,1291,1676
2021-03-07,Region 2,2,78,258,415,489
2021-03-07,Region 3,3,52,163,346,421
2021-03-07,Region 4,4,43,108,128,164
2021-03-07,Region 5,5,26,91,249,259
2021-03-07,Region 6,6,81,160,300,323
2021-03-07,Region 7,7,64,162,104,137
2021-03-07,Region 8,8,122,344,397,577
2021-03-07,Region 9,9,76,194,252,291
2021-03-08,Region 1,1,57,181,269,345
2021-03-08,Region 10,10,209,722,714,941
2021-03-08,Region 11,11,263,1003,1285,1735
2021-03-08,Region 2,2,72,258,432,510
2021-03-08,Region 3,3,53,163,349,421
2021-03-08,Region 4,4,35,108,132,164
2021-03-08,Region 5,5,20,86,239,259
2021-03-08,Region 6,6,84,160,292,323
2021-03-08,Region 7,7,61,162,100,137
2021-03-08,Region 8,8,121,344,410,577
2021-03-08,Region 9,9,75,194,250,291
2021-03-09,Region 1,1,49,181,263,345
2021-03-09,Region 10,10,178,722,703,941
2021-03-09,Region 11,11,233,1003,1276,1735
2021-03-09,Region 2,2,83,258,431,510
2021-03-09,Region 3,3,49,163,344,421
2021-03-09,Region 4,4,38,108,130,166
2021-03-09,Region 5,5,25,91,239,259
2021-03-09,Region 6,6,78,160,292,323
2021-03-09,Region 7,7,58,162,96,137
2021-03-09,Region 8,8,113,344,417,576
2021-03-09,Region 9,9,62,194,253,291
2021-03-10,Region 1,1,53,181,262,345
2021-03-10,Region 10,10,182,722,706,941
2021-03-10,Region 11,11,233,1003,1273,1735
2021-03-10,Region 2,2,73,258,428,510
2021-03-10,Region 3,3,45,163,341,421
2021-03-10,Region 4,4,38,108,133,164
2021-03-10,Region 5,5,26,93,239,259
2021-03-10,Region 6,6,80,160,292,323
2021-03-10,Region 7,7,62,162,98,137
2021-03-10,Region 8,8,97,344,411,575
2021-03-10,Region 9,9,64,194,251,291
2021-03-11,Region 1,1,53,181,265,345
2021-03-11,Region 10,10,164,722,716,941
2021-03-11,Region 11,11,220,1009,1279,1737
2021-03-11,Region 2,2,74,258,427,510
2021-03-11,Region 3,3,50,163,341,421
2021-03-11,Region 4,4,25,108,134,164
2021-03-11,Region 5,5,18,87,240,259
2021-03-11,Region 6,6,70,160,290,323
2021-03-11,Region 7,7,54,162,101,140
2021-03-11,Region 8,8,94,344,406,575
2021-03-11,Region 9,9,73,194,254,291
2021-03-12,Region 1,1,50,181,273,345
2021-03-12,Region 10,10,166,722,674,941
2021-03-12,Region 11,11,219,999,1303,1737
2021-03-12,Region 2,2,74,258,418,510
2021-03-12,Region 3,3,48,163,355,421
2021-03-12,Region 4,4,40,106,137,164
2021-03-12,Region 5,5,24,91,242,259
2021-03-12,Region 6,6,71,160,290,323
2021-03-12,Region 7,7,50,162,101,140
2021-03-12,Region 8,8,118,344,347,575
2021-03-12,Region 9,9,62,194,248,291
2021-03-13,Region 1,1,47,181,271,345
2021-03-13,Region 10,10,172,722,674,941
2021-03-13,Region 11,11,240,1005,1267,1728
2021-03-13,Region 2,2,75,258,415,510
2021-03-13,Region 3,3,41,163,376,421
2021-03-13,Region 4,4,36,107,128,164
2021-03-13,Region 5,5,26,91,243,259
2021-03-13,Region 6,6,73,160,287,323
2021-03-13,Region 7,7,54,162,106,140
2021-03-13,Region 8,8,115,344,407,575
2021-03-13,Region 9,9,62,194,248,291
2021-03-14,Region 1,1,48,181,260,345
2021-03-14,Region 10,10,179,722,668,941
2021-03-14,Region 11,11,288,998,1262,1729
2021-03-14,Region 2,2,67,258,420,510
2021-03-14,Region 3,3,59,163,375,421
2021-03-14,Region 4,4,44,107,127,164
2021-03-14,Region 5,5,29,91,250,259
2021-03-14,Region 6,6,80,160,287,323
2021-03-14,Region 7,7,58,162,109,140
2021-03-14,Region 8,8,119,344,396,575
2021-03-14,Region 9,9,65,194,253,291
2021-03-15,Region 1,1,39,181,269,345
2021-03-15,Region 10,10,207,722,684,941
2021-03-15,Region 11,11,276,996,1268,1728
2021-03-15,Region 2,2,73,258,434,510
2021-03-15,Region 3,3,69,163,361,421
2021-03-15,Region 4,4,47,107,128,164
2021-03-15,Region 5,5,25,89,243,259
2021-03-15,Region 6,6,78,160,287,323
