date,category,perc,count,baseline
2020-07-22,SUBSYNDROME ShortnessOfBreath,6.259352,753,12030
2020-07-21,CCDD CDC Pneumonia CCDD v1,2.006689,246,12259
2020-07-21,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.642956,324,12259
2020-07-21,SUBSYNDROME ShortnessOfBreath,6.338201,777,12259
2020-07-20,CCDD CDC Pneumonia CCDD v1,2.213342,288,13012
2020-07-20,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.628343,342,13012
2020-07-20,SUBSYNDROME ShortnessOfBreath,6.025208,784,13012
2020-07-19,CCDD CDC Pneumonia CCDD v1,2.171113,236,10870
2020-07-19,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.787489,303,10870
2020-07-19,SUBSYNDROME ShortnessOfBreath,5.924563,644,10870
2020-07-18,CCDD CDC Pneumonia CCDD v1,1.828631,210,11484
2020-07-18,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.18565,251,11484
2020-07-18,SUBSYNDROME ShortnessOfBreath,5.242076,602,11484
2020-07-17,CCDD CDC Pneumonia CCDD v1,2.169952,262,12074
2020-07-17,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.608912,315,12074
2020-07-17,SUBSYNDROME ShortnessOfBreath,6.211695,750,12074
2020-07-16,CCDD CDC Pneumonia CCDD v1,1.961279,233,11880
2020-07-16,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.718855,323,11880
2020-07-16,SUBSYNDROME ShortnessOfBreath,6.026936,716,11880
2020-07-15,CCDD CDC Pneumonia CCDD v1,2.124101,254,11958
2020-07-15,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.776384,332,11958
2020-07-15,SUBSYNDROME ShortnessOfBreath,6.631544,793,11958
2020-07-14,CCDD CDC Pneumonia CCDD v1,2.245911,276,12289
2020-07-14,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.424933,298,12289
2020-07-14,SUBSYNDROME ShortnessOfBreath,6.306453,775,12289
2020-07-13,CCDD CDC Pneumonia CCDD v1,1.75584,233,13270
2020-07-13,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.313489,307,13270
2020-07-13,SUBSYNDROME ShortnessOfBreath,6.088922,808,13270
2020-07-12,CCDD CDC Pneumonia CCDD v1,2.217295,250,11275
2020-07-12,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.385809,269,11275
2020-07-12,SUBSYNDROME ShortnessOfBreath,5.117517,577,11275
2020-07-11,CCDD CDC Pneumonia CCDD v1,2.242071,246,10972
2020-07-11,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.232957,245,10972
2020-07-11,SUBSYNDROME ShortnessOfBreath,5.650747,620,10972
2020-07-10,CCDD CDC Pneumonia CCDD v1,2.081753,247,11865
2020-07-10,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.267172,269,11865
2020-07-10,SUBSYNDROME ShortnessOfBreath,5.680573,674,11865
2020-07-09,CCDD CDC Pneumonia CCDD v1,2.014846,247,12259
2020-07-09,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.528754,310,12259
2020-07-09,SUBSYNDROME ShortnessOfBreath,6.46056,792,12259
2020-07-08,CCDD CDC Pneumonia CCDD v1,2.346615,288,12273
2020-07-08,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.371058,291,12273
2020-07-08,SUBSYNDROME ShortnessOfBreath,5.996904,736,12273
2020-07-07,CCDD CDC Pneumonia CCDD v1,2.288661,284,12409
2020-07-07,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.248368,279,12409
2020-07-07,SUBSYNDROME ShortnessOfBreath,6.382464,792,12409
2020-07-06,CCDD CDC Pneumonia CCDD v1,2.054591,277,13482
2020-07-06,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.373535,320,13482
2020-07-06,SUBSYNDROME ShortnessOfBreath,6.23053,840,13482
2020-07-05,CCDD CDC Pneumonia CCDD v1,1.919353,228,11879
2020-07-05,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.096136,249,11879
2020-07-05,SUBSYNDROME ShortnessOfBreath,5.008839,595,11879
2020-07-04,CCDD CDC Pneumonia CCDD v1,2.022537,210,10383
2020-07-04,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.96475,204,10383
2020-07-04,SUBSYNDROME ShortnessOfBreath,5.268227,547,10383
2020-07-03,CCDD CDC Pneumonia CCDD v1,2.027266,229,11296
2020-07-03,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.168909,245,11296
2020-07-03,SUBSYNDROME ShortnessOfBreath,4.984065,563,11296
2020-07-02,CCDD CDC Pneumonia CCDD v1,1.98871,229,11515
2020-07-02,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.971342,227,11515
2020-07-02,SUBSYNDROME ShortnessOfBreath,5.557968,640,11515
2020-07-01,CCDD CDC Pneumonia CCDD v1,2.02161,232,11476
2020-07-01,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.039038,234,11476
2020-07-01,SUBSYNDROME ShortnessOfBreath,6.021262,691,11476
2020-06-30,CCDD CDC Pneumonia CCDD v1,2.094837,239,11409
2020-06-30,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.384083,272,11409
2020-06-30,SUBSYNDROME ShortnessOfBreath,6.345867,724,11409
2020-06-29,CCDD CDC Pneumonia CCDD v1,1.843503,229,12422
2020-06-29,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.189664,272,12422
2020-06-29,SUBSYNDROME ShortnessOfBreath,6.633392,824,12422
2020-06-28,CCDD CDC Pneumonia CCDD v1,1.768119,192,10859
2020-06-28,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.989133,216,10859
2020-06-28,SUBSYNDROME ShortnessOfBreath,4.935998,536,10859
2020-06-27,CCDD CDC Pneumonia CCDD v1,1.840548,199,10812
2020-06-27,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.099519,227,10812
2020-06-27,SUBSYNDROME ShortnessOfBreath,5.281169,571,10812
2020-06-26,CCDD CDC Pneumonia CCDD v1,1.754229,196,11173
2020-06-26,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.888481,211,11173
2020-06-26,SUBSYNDROME ShortnessOfBreath,5.862347,655,11173
2020-06-25,CCDD CDC Pneumonia CCDD v1,1.863843,213,11428
2020-06-25,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.546377,291,11428
2020-06-25,SUBSYNDROME ShortnessOfBreath,6.230312,712,11428
2020-06-24,CCDD CDC Pneumonia CCDD v1,1.761962,204,11578
2020-06-24,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.0038,232,11578
2020-06-24,SUBSYNDROME ShortnessOfBreath,6.33961,734,11578
2020-06-23,CCDD CDC Pneumonia CCDD v1,1.984641,230,11589
2020-06-23,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.906981,221,11589
2020-06-23,SUBSYNDROME ShortnessOfBreath,6.066097,703,11589
2020-06-22,CCDD CDC Pneumonia CCDD v1,1.933174,243,12570
2020-06-22,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.972951,248,12570
2020-06-22,SUBSYNDROME ShortnessOfBreath,6.18934,778,12570
2020-06-21,CCDD CDC Pneumonia CCDD v1,1.903837,196,10295
2020-06-21,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.690141,174,10295
2020-06-21,SUBSYNDROME ShortnessOfBreath,5.488101,565,10295
2020-06-20,CCDD CDC Pneumonia CCDD v1,1.694598,181,10681
2020-06-20,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.938021,207,10681
2020-06-20,SUBSYNDROME ShortnessOfBreath,5.589364,597,10681
2020-06-19,CCDD CDC Pneumonia CCDD v1,1.871251,209,11169
2020-06-19,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.130898,238,11169
2020-06-19,SUBSYNDROME ShortnessOfBreath,5.613752,627,11169
2020-06-18,CCDD CDC Pneumonia CCDD v1,2.235483,251,11228
2020-06-18,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.790167,201,11228
2020-06-18,SUBSYNDROME ShortnessOfBreath,5.655504,635,11228
2020-06-17,CCDD CDC Pneumonia CCDD v1,2.056781,234,11377
2020-06-17,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.34684,267,11377
2020-06-17,SUBSYNDROME ShortnessOfBreath,6.27582,714,11377
2020-06-16,CCDD CDC Pneumonia CCDD v1,2.269491,255,11236
2020-06-16,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.046992,230,11236
2020-06-16,SUBSYNDROME ShortnessOfBreath,6.087576,684,11236
2020-06-15,CCDD CDC Pneumonia CCDD v1,1.928632,227,11770
2020-06-15,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.02209,238,11770
2020-06-15,SUBSYNDROME ShortnessOfBreath,6.074766,715,11770
2020-06-14,CCDD CDC Pneumonia CCDD v1,1.816575,185,10184
2020-06-14,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.052239,209,10184
2020-06-14,SUBSYNDROME ShortnessOfBreath,5.322074,542,10184
2020-06-13,CCDD CDC Pneumonia CCDD v1,1.772779,186,10492
2020-06-13,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.629813,171,10492
2020-06-13,SUBSYNDROME ShortnessOfBreath,5.25162,551,10492
2020-06-12,CCDD CDC Pneumonia CCDD v1,1.925522,212,11010
2020-06-12,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.443233,269,11010
2020-06-12,SUBSYNDROME ShortnessOfBreath,6.085377,670,11010
2020-06-11,CCDD CDC Pneumonia CCDD v1,1.948587,213,10931
2020-06-11,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.406001,263,10931
2020-06-11,SUBSYNDROME ShortnessOfBreath,6.11106,668,10931
2020-06-10,CCDD CDC Pneumonia CCDD v1,2.405281,266,11059
2020-06-10,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.432408,269,11059
2020-06-10,SUBSYNDROME ShortnessOfBreath,6.465322,715,11059
2020-06-09,CCDD CDC Pneumonia CCDD v1,2.429398,277,11402
2020-06-09,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.438169,278,11402
2020-06-09,SUBSYNDROME ShortnessOfBreath,6.884757,785,11402
2020-06-08,CCDD CDC Pneumonia CCDD v1,2.187474,263,12023
2020-06-08,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.628296,316,12023
2020-06-08,SUBSYNDROME ShortnessOfBreath,6.487565,780,12023
2020-06-07,CCDD CDC Pneumonia CCDD v1,2.210416,233,10541
2020-06-07,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.855517,301,10541
2020-06-07,SUBSYNDROME ShortnessOfBreath,5.843848,616,10541
2020-06-06,CCDD CDC Pneumonia CCDD v1,2.128064,224,10526
2020-06-06,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.793084,294,10526
2020-06-06,SUBSYNDROME ShortnessOfBreath,6.146684,647,10526
2020-06-05,CCDD CDC Pneumonia CCDD v1,2.55195,280,10972
2020-06-05,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.998542,329,10972
2020-06-05,SUBSYNDROME ShortnessOfBreath,6.580386,722,10972
2020-06-04,CCDD CDC Pneumonia CCDD v1,2.5480680000000002,273,10714
2020-06-04,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.697405,289,10714
2020-06-04,SUBSYNDROME ShortnessOfBreath,6.897517,739,10714
2020-06-03,CCDD CDC Pneumonia CCDD v1,2.702213,298,11028
2020-06-03,CCDD CLI CC with CLI DD and Coronavirus DD v1,3.518317,388,11028
2020-06-03,SUBSYNDROME ShortnessOfBreath,7.063838,779,11028
2020-06-02,CCDD CDC Pneumonia CCDD v1,2.870421,315,10974
2020-06-02,CCDD CLI CC with CLI DD and Coronavirus DD v1,3.717879,408,10974
2020-06-02,SUBSYNDROME ShortnessOfBreath,6.934573,761,10974
2020-06-01,CCDD CDC Pneumonia CCDD v1,2.884274,325,11268
2020-06-01,CCDD CLI CC with CLI DD and Coronavirus DD v1,3.86049,435,11268
2020-06-01,SUBSYNDROME ShortnessOfBreath,7.188498,810,11268
2020-05-31,CCDD CDC Pneumonia CCDD v1,2.515662,257,10216
2020-05-31,CCDD CLI CC with CLI DD and Coronavirus DD v1,3.367267,344,10216
2020-05-31,SUBSYNDROME ShortnessOfBreath,5.295615,541,10216
2020-05-30,CCDD CDC Pneumonia CCDD v1,2.279912,238,10439
2020-05-30,CCDD CLI CC with CLI DD and Coronavirus DD v1,3.448606,360,10439
2020-05-30,SUBSYNDROME ShortnessOfBreath,5.891369,615,10439
2020-05-29,CCDD CDC Pneumonia CCDD v1,3.00207,319,10626
2020-05-29,CCDD CLI CC with CLI DD and Coronavirus DD v1,4.187841,445,10626
2020-05-29,SUBSYNDROME ShortnessOfBreath,7.406362,787,10626
2020-05-28,CCDD CDC Pneumonia CCDD v1,2.731369,291,10654
2020-05-28,CCDD CLI CC with CLI DD and Coronavirus DD v1,4.064201,433,10654
2020-05-28,SUBSYNDROME ShortnessOfBreath,7.546461,804,10654
2020-05-27,CCDD CDC Pneumonia CCDD v1,3.449871,373,10812
2020-05-27,CCDD CLI CC with CLI DD and Coronavirus DD v1,4.532001,490,10812
2020-05-27,SUBSYNDROME ShortnessOfBreath,7.658158,828,10812
2020-05-26,CCDD CDC Pneumonia CCDD v1,3.06948,368,11989
2020-05-26,CCDD CLI CC with CLI DD and Coronavirus DD v1,4.979565,597,11989
2020-05-26,SUBSYNDROME ShortnessOfBreath,7.84052,940,11989
2020-05-25,CCDD CDC Pneumonia CCDD v1,3.642258,382,10488
2020-05-25,CCDD CLI CC with CLI DD and Coronavirus DD v1,4.958047,520,10488
2020-05-25,SUBSYNDROME ShortnessOfBreath,7.29405,765,10488
2020-05-24,CCDD CDC Pneumonia CCDD v1,3.579328,356,9946
2020-05-24,CCDD CLI CC with CLI DD and Coronavirus DD v1,5.499698,547,9946
2020-05-24,SUBSYNDROME ShortnessOfBreath,7.621154,758,9946
2020-05-23,CCDD CDC Pneumonia CCDD v1,3.298594,326,9883
2020-05-23,CCDD CLI CC with CLI DD and Coronavirus DD v1,5.190732,513,9883
2020-05-23,SUBSYNDROME ShortnessOfBreath,7.416776,733,9883
2020-05-22,CCDD CDC Pneumonia CCDD v1,3.927203,410,10440
2020-05-22,CCDD CLI CC with CLI DD and Coronavirus DD v1,5.431034,567,10440
2020-05-22,SUBSYNDROME ShortnessOfBreath,7.82567,817,10440
2020-05-21,CCDD CDC Pneumonia CCDD v1,3.735229,373,9986
2020-05-21,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.368916,636,9986
2020-05-21,SUBSYNDROME ShortnessOfBreath,9.282996,927,9986
2020-05-20,CCDD CDC Pneumonia CCDD v1,4.109187,420,10221
2020-05-20,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.232267,637,10221
2020-05-20,SUBSYNDROME ShortnessOfBreath,8.599941,879,10221
2020-05-19,CCDD CDC Pneumonia CCDD v1,3.769861,382,10133
2020-05-19,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.355472,644,10133
2020-05-19,SUBSYNDROME ShortnessOfBreath,8.802921,892,10133
2020-05-18,CCDD CDC Pneumonia CCDD v1,4.041249,435,10764
2020-05-18,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.633222,714,10764
2020-05-18,SUBSYNDROME ShortnessOfBreath,9.708287,1045,10764
2020-05-17,CCDD CDC Pneumonia CCDD v1,4.139335,366,8842
2020-05-17,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.435196,569,8842
2020-05-17,SUBSYNDROME ShortnessOfBreath,8.357838,739,8842
2020-05-16,CCDD CDC Pneumonia CCDD v1,3.650559,346,9478
2020-05-16,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.267145,594,9478
2020-05-16,SUBSYNDROME ShortnessOfBreath,7.617641,722,9478
2020-05-15,CCDD CDC Pneumonia CCDD v1,4.243797,431,10156
2020-05-15,CCDD CLI CC with CLI DD and Coronavirus DD v1,7.345412,746,10156
2020-05-15,SUBSYNDROME ShortnessOfBreath,9.029145,917,10156
2020-05-14,CCDD CDC Pneumonia CCDD v1,4.344685,421,9690
2020-05-14,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.121775,787,9690
2020-05-14,SUBSYNDROME ShortnessOfBreath,9.576883,928,9690
2020-05-13,CCDD CDC Pneumonia CCDD v1,4.481034,430,9596
2020-05-13,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.554815,629,9596
2020-05-13,SUBSYNDROME ShortnessOfBreath,9.128804,876,9596
2020-05-12,CCDD CDC Pneumonia CCDD v1,4.344715,425,9782
2020-05-12,CCDD CLI CC with CLI DD and Coronavirus DD v1,7.616029,745,9782
2020-05-12,SUBSYNDROME ShortnessOfBreath,9.231241,903,9782
2020-05-11,CCDD CDC Pneumonia CCDD v1,4.361922,444,10179
2020-05-11,CCDD CLI CC with CLI DD and Coronavirus DD v1,7.476176,761,10179
2020-05-11,SUBSYNDROME ShortnessOfBreath,9.480303,965,10179
2020-05-10,CCDD CDC Pneumonia CCDD v1,4.106405,318,7744
2020-05-10,CCDD CLI CC with CLI DD and Coronavirus DD v1,7.01188,543,7744
2020-05-10,SUBSYNDROME ShortnessOfBreath,8.522727,660,7744
2020-05-09,CCDD CDC Pneumonia CCDD v1,4.375143,383,8754
2020-05-09,CCDD CLI CC with CLI DD and Coronavirus DD v1,7.253827,635,8754
2020-05-09,SUBSYNDROME ShortnessOfBreath,8.179118,716,8754
2020-05-08,CCDD CDC Pneumonia CCDD v1,4.291892,397,9250
2020-05-08,CCDD CLI CC with CLI DD and Coronavirus DD v1,7.459459,690,9250
2020-05-08,SUBSYNDROME ShortnessOfBreath,8.864865,820,9250
2020-05-07,CCDD CDC Pneumonia CCDD v1,5.014687,478,9532
2020-05-07,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.403273,801,9532
2020-05-07,SUBSYNDROME ShortnessOfBreath,10.386068,990,9532
2020-05-06,CCDD CDC Pneumonia CCDD v1,5.051677,479,9482
2020-05-06,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.563594,812,9482
2020-05-06,SUBSYNDROME ShortnessOfBreath,9.892428,938,9482
2020-05-05,CCDD CDC Pneumonia CCDD v1,5.28962,505,9547
2020-05-05,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.861422,846,9547
2020-05-05,SUBSYNDROME ShortnessOfBreath,10.128836,967,9547
2020-05-04,CCDD CDC Pneumonia CCDD v1,5.268924,529,10040
2020-05-04,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.804781,884,10040
2020-05-04,SUBSYNDROME ShortnessOfBreath,10.727092,1077,10040
2020-05-03,CCDD CDC Pneumonia CCDD v1,5.03702,449,8914
2020-05-03,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.02109,715,8914
2020-05-03,SUBSYNDROME ShortnessOfBreath,8.447386,753,8914
2020-05-02,CCDD CDC Pneumonia CCDD v1,4.853142,461,9499
2020-05-02,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.737762,830,9499
2020-05-02,SUBSYNDROME ShortnessOfBreath,9.64312,916,9499
2020-05-01,CCDD CDC Pneumonia CCDD v1,4.940445,477,9655
2020-05-01,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.814086,851,9655
2020-05-01,SUBSYNDROME ShortnessOfBreath,10.212325,986,9655
2020-04-30,CCDD CDC Pneumonia CCDD v1,5.175072,470,9082
2020-04-30,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.995816,817,9082
2020-04-30,SUBSYNDROME ShortnessOfBreath,10.735521,975,9082
2020-04-29,CCDD CDC Pneumonia CCDD v1,5.395602,476,8822
2020-04-29,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.294944,820,8822
2020-04-29,SUBSYNDROME ShortnessOfBreath,10.893221,961,8822
2020-04-28,CCDD CDC Pneumonia CCDD v1,5.323153,495,9299
2020-04-28,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.108506,847,9299
2020-04-28,SUBSYNDROME ShortnessOfBreath,10.226906,951,9299
2020-04-27,CCDD CDC Pneumonia CCDD v1,5.573331,540,9689
2020-04-27,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.567551,927,9689
2020-04-27,SUBSYNDROME ShortnessOfBreath,11.03313,1069,9689
2020-04-26,CCDD CDC Pneumonia CCDD v1,4.865772,406,8344
2020-04-26,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.64094,721,8344
2020-04-26,SUBSYNDROME ShortnessOfBreath,9.276127,774,8344
2020-04-25,CCDD CDC Pneumonia CCDD v1,5.473916,447,8166
2020-04-25,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.449669,690,8166
2020-04-25,SUBSYNDROME ShortnessOfBreath,9.735489,795,8166
2020-04-24,CCDD CDC Pneumonia CCDD v1,4.9859,442,8865
2020-04-24,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.069374,804,8865
2020-04-24,SUBSYNDROME ShortnessOfBreath,10.693739,948,8865
2020-04-23,CCDD CDC Pneumonia CCDD v1,5.435023,491,9034
2020-04-23,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.25393,836,9034
2020-04-23,SUBSYNDROME ShortnessOfBreath,11.401373,1030,9034
2020-04-22,CCDD CDC Pneumonia CCDD v1,5.390742,467,8663
2020-04-22,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.680596,752,8663
2020-04-22,SUBSYNDROME ShortnessOfBreath,11.000808,953,8663
2020-04-21,CCDD CDC Pneumonia CCDD v1,5.470314,492,8994
2020-04-21,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.306204,837,8994
2020-04-21,SUBSYNDROME ShortnessOfBreath,10.84056,975,8994
2020-04-20,CCDD CDC Pneumonia CCDD v1,5.800636,547,9430
2020-04-20,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.968187,940,9430
2020-04-20,SUBSYNDROME ShortnessOfBreath,11.16649,1053,9430
2020-04-19,CCDD CDC Pneumonia CCDD v1,5.208597,412,7910
2020-04-19,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.369153,662,7910
2020-04-19,SUBSYNDROME ShortnessOfBreath,9.696587,767,7910
2020-04-18,CCDD CDC Pneumonia CCDD v1,4.950252,403,8141
2020-04-18,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.647586,704,8141
2020-04-18,SUBSYNDROME ShortnessOfBreath,10.146174,826,8141
2020-04-17,CCDD CDC Pneumonia CCDD v1,5.625759,463,8230
2020-04-17,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.955043,737,8230
2020-04-17,SUBSYNDROME ShortnessOfBreath,10.838396,892,8230
2020-04-16,CCDD CDC Pneumonia CCDD v1,5.940594,480,8080
2020-04-16,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.529703,770,8080
2020-04-16,SUBSYNDROME ShortnessOfBreath,11.113861,898,8080
2020-04-15,CCDD CDC Pneumonia CCDD v1,5.939498,483,8132
2020-04-15,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.444171,768,8132
2020-04-15,SUBSYNDROME ShortnessOfBreath,11.448598,931,8132
2020-04-14,CCDD CDC Pneumonia CCDD v1,5.200917,431,8287
2020-04-14,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.640039,716,8287
2020-04-14,SUBSYNDROME ShortnessOfBreath,10.66731,884,8287
2020-04-13,CCDD CDC Pneumonia CCDD v1,5.957541,536,8997
2020-04-13,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.136379,822,8997
2020-04-13,SUBSYNDROME ShortnessOfBreath,12.348561,1111,8997
2020-04-12,CCDD CDC Pneumonia CCDD v1,5.500876,408,7417
2020-04-12,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.410813,698,7417
2020-04-12,SUBSYNDROME ShortnessOfBreath,11.514089,854,7417
2020-04-11,CCDD CDC Pneumonia CCDD v1,5.734859,446,7777
2020-04-11,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.885174,691,7777
2020-04-11,SUBSYNDROME ShortnessOfBreath,11.572586,900,7777
2020-04-10,CCDD CDC Pneumonia CCDD v1,5.83561,470,8054
2020-04-10,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.728582,703,8054
2020-04-10,SUBSYNDROME ShortnessOfBreath,11.845046,954,8054
2020-04-09,CCDD CDC Pneumonia CCDD v1,5.77408,458,7932
2020-04-09,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.761977,695,7932
2020-04-09,SUBSYNDROME ShortnessOfBreath,11.875946,942,7932
2020-04-08,CCDD CDC Pneumonia CCDD v1,6.200281,530,8548
2020-04-08,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.645297,739,8548
2020-04-08,SUBSYNDROME ShortnessOfBreath,12.774918,1092,8548
2020-04-07,CCDD CDC Pneumonia CCDD v1,6.438521,587,9117
2020-04-07,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.202589,839,9117
2020-04-07,SUBSYNDROME ShortnessOfBreath,12.580893,1147,9117
2020-04-06,CCDD CDC Pneumonia CCDD v1,6.902484,642,9301
2020-04-06,CCDD CLI CC with CLI DD and Coronavirus DD v1,10.009676,931,9301
2020-04-06,SUBSYNDROME ShortnessOfBreath,13.794216,1283,9301
2020-04-05,CCDD CDC Pneumonia CCDD v1,5.957777,460,7721
2020-04-05,CCDD CLI CC with CLI DD and Coronavirus DD v1,7.848724,606,7721
2020-04-05,SUBSYNDROME ShortnessOfBreath,11.410439,881,7721
2020-04-04,CCDD CDC Pneumonia CCDD v1,6.036682,497,8233
2020-04-04,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.684562,715,8233
2020-04-04,SUBSYNDROME ShortnessOfBreath,11.478197,945,8233
2020-04-03,CCDD CDC Pneumonia CCDD v1,6.319204,565,8941
2020-04-03,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.215971,824,8941
2020-04-03,SUBSYNDROME ShortnessOfBreath,12.59367,1126,8941
2020-04-02,CCDD CDC Pneumonia CCDD v1,6.102046,531,8702
2020-04-02,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.032406,786,8702
2020-04-02,SUBSYNDROME ShortnessOfBreath,12.158125,1058,8702
2020-04-01,CCDD CDC Pneumonia CCDD v1,6.617565,593,8961
2020-04-01,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.519027,853,8961
2020-04-01,SUBSYNDROME ShortnessOfBreath,12.721794,1140,8961
2020-03-31,CCDD CDC Pneumonia CCDD v1,6.104966,563,9222
2020-03-31,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.065279,836,9222
2020-03-31,SUBSYNDROME ShortnessOfBreath,12.676209,1169,9222
2020-03-30,CCDD CDC Pneumonia CCDD v1,6.289497,627,9969
2020-03-30,CCDD CLI CC with CLI DD and Coronavirus DD v1,9.098204,907,9969
2020-03-30,SUBSYNDROME ShortnessOfBreath,12.589026,1255,9969
2020-03-29,CCDD CDC Pneumonia CCDD v1,6.224017,524,8419
2020-03-29,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.611474,725,8419
2020-03-29,SUBSYNDROME ShortnessOfBreath,11.996674,1010,8419
2020-03-28,CCDD CDC Pneumonia CCDD v1,5.364831,486,9059
2020-03-28,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.047246,729,9059
2020-03-28,SUBSYNDROME ShortnessOfBreath,12.208853,1106,9059
2020-03-27,CCDD CDC Pneumonia CCDD v1,6.015584,579,9625
2020-03-27,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.353247,804,9625
2020-03-27,SUBSYNDROME ShortnessOfBreath,11.823377,1138,9625
2020-03-26,CCDD CDC Pneumonia CCDD v1,5.509893,543,9855
2020-03-26,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.371385,825,9855
2020-03-26,SUBSYNDROME ShortnessOfBreath,11.709792,1154,9855
