date,category,perc,count,baseline
2020-03-25,CCDD CDC Pneumonia CCDD v1,5.242439,546,10415
2020-03-25,CCDD CLI CC with CLI DD and Coronavirus DD v1,7.796447,812,10415
2020-03-25,SUBSYNDROME ShortnessOfBreath,12.011522,1251,10415
2020-03-24,CCDD CDC Pneumonia CCDD v1,5.149261,533,10351
2020-03-24,CCDD CLI CC with CLI DD and Coronavirus DD v1,8.047532,833,10351
2020-03-24,SUBSYNDROME ShortnessOfBreath,11.293595,1169,10351
2020-03-23,CCDD CDC Pneumonia CCDD v1,5.077054,537,10577
2020-03-23,CCDD CLI CC with CLI DD and Coronavirus DD v1,7.081403,749,10577
2020-03-23,SUBSYNDROME ShortnessOfBreath,11.392644,1205,10577
2020-03-22,CCDD CDC Pneumonia CCDD v1,4.468586,399,8929
2020-03-22,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.798074,607,8929
2020-03-22,SUBSYNDROME ShortnessOfBreath,10.180311,909,8929
2020-03-21,CCDD CDC Pneumonia CCDD v1,3.56722,333,9335
2020-03-21,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.191751,578,9335
2020-03-21,SUBSYNDROME ShortnessOfBreath,9.70541,906,9335
2020-03-20,CCDD CDC Pneumonia CCDD v1,3.915828,428,10930
2020-03-20,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.541629,715,10930
2020-03-20,SUBSYNDROME ShortnessOfBreath,10.5215,1150,10930
2020-03-19,CCDD CDC Pneumonia CCDD v1,3.844182,450,11706
2020-03-19,CCDD CLI CC with CLI DD and Coronavirus DD v1,7.02204,822,11706
2020-03-19,SUBSYNDROME ShortnessOfBreath,10.020502,1173,11706
2020-03-18,CCDD CDC Pneumonia CCDD v1,3.511733,437,12444
2020-03-18,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.878817,856,12444
2020-03-18,SUBSYNDROME ShortnessOfBreath,9.643202,1200,12444
2020-03-17,CCDD CDC Pneumonia CCDD v1,3.298746,426,12914
2020-03-17,CCDD CLI CC with CLI DD and Coronavirus DD v1,5.885086,760,12914
2020-03-17,SUBSYNDROME ShortnessOfBreath,8.301069,1072,12914
2020-03-16,CCDD CDC Pneumonia CCDD v1,3.667237,514,14016
2020-03-16,CCDD CLI CC with CLI DD and Coronavirus DD v1,6.078767,852,14016
2020-03-16,SUBSYNDROME ShortnessOfBreath,8.369007,1173,14016
2020-03-15,CCDD CDC Pneumonia CCDD v1,3.146494,398,12649
2020-03-15,CCDD CLI CC with CLI DD and Coronavirus DD v1,4.806704,608,12649
2020-03-15,SUBSYNDROME ShortnessOfBreath,6.814768,862,12649
2020-03-14,CCDD CDC Pneumonia CCDD v1,2.890751,376,13007
2020-03-14,CCDD CLI CC with CLI DD and Coronavirus DD v1,4.128546,537,13007
2020-03-14,SUBSYNDROME ShortnessOfBreath,6.596448,858,13007
2020-03-13,CCDD CDC Pneumonia CCDD v1,3.030303,454,14982
2020-03-13,CCDD CLI CC with CLI DD and Coronavirus DD v1,4.278467,641,14982
2020-03-13,SUBSYNDROME ShortnessOfBreath,7.088506,1062,14982
2020-03-12,CCDD CDC Pneumonia CCDD v1,2.94154,476,16182
2020-03-12,CCDD CLI CC with CLI DD and Coronavirus DD v1,3.714003,601,16182
2020-03-12,SUBSYNDROME ShortnessOfBreath,6.896552,1116,16182
2020-03-11,CCDD CDC Pneumonia CCDD v1,2.987921,470,15730
2020-03-11,CCDD CLI CC with CLI DD and Coronavirus DD v1,3.032422,477,15730
2020-03-11,SUBSYNDROME ShortnessOfBreath,6.598856,1038,15730
2020-03-10,CCDD CDC Pneumonia CCDD v1,2.847315,447,15699
2020-03-10,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.579782,405,15699
2020-03-10,SUBSYNDROME ShortnessOfBreath,5.930314,931,15699
2020-03-09,CCDD CDC Pneumonia CCDD v1,2.983558,499,16725
2020-03-09,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.541106,425,16725
2020-03-09,SUBSYNDROME ShortnessOfBreath,6.457399,1080,16725
2020-03-08,CCDD CDC Pneumonia CCDD v1,3.113619,436,14003
2020-03-08,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.5280300000000002,354,14003
2020-03-08,SUBSYNDROME ShortnessOfBreath,5.670214,794,14003
2020-03-07,CCDD CDC Pneumonia CCDD v1,2.546665,352,13822
2020-03-07,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.344089,324,13822
2020-03-07,SUBSYNDROME ShortnessOfBreath,5.252496,726,13822
2020-03-06,CCDD CDC Pneumonia CCDD v1,2.922473,432,14782
2020-03-06,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.96861,291,14782
2020-03-06,SUBSYNDROME ShortnessOfBreath,5.919361,875,14782
2020-03-05,CCDD CDC Pneumonia CCDD v1,2.846929,438,15385
2020-03-05,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.287943,352,15385
2020-03-05,SUBSYNDROME ShortnessOfBreath,6.38284,982,15385
2020-03-04,CCDD CDC Pneumonia CCDD v1,2.69676,417,15463
2020-03-04,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.237599,346,15463
2020-03-04,SUBSYNDROME ShortnessOfBreath,6.260105,968,15463
2020-03-03,CCDD CDC Pneumonia CCDD v1,2.736193,435,15898
2020-03-03,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.239275,356,15898
2020-03-03,SUBSYNDROME ShortnessOfBreath,6.239779,992,15898
2020-03-02,CCDD CDC Pneumonia CCDD v1,3.147685,529,16806
2020-03-02,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.445555,411,16806
2020-03-02,SUBSYNDROME ShortnessOfBreath,6.860645,1153,16806
2020-03-01,CCDD CDC Pneumonia CCDD v1,2.951223,432,14638
2020-03-01,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.445689,358,14638
2020-03-01,SUBSYNDROME ShortnessOfBreath,5.383249,788,14638
2020-02-29,CCDD CDC Pneumonia CCDD v1,2.750091,378,13745
2020-02-29,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.160786,297,13745
2020-02-29,SUBSYNDROME ShortnessOfBreath,6.154965,846,13745
2020-02-28,CCDD CDC Pneumonia CCDD v1,2.733626,399,14596
2020-02-28,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.918334,280,14596
2020-02-28,SUBSYNDROME ShortnessOfBreath,5.22746,763,14596
2020-02-27,CCDD CDC Pneumonia CCDD v1,2.862169,423,14779
2020-02-27,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.246431,332,14779
2020-02-27,SUBSYNDROME ShortnessOfBreath,6.306245,932,14779
2020-02-26,CCDD CDC Pneumonia CCDD v1,2.723178,399,14652
2020-02-26,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.081627,305,14652
2020-02-26,SUBSYNDROME ShortnessOfBreath,5.821731,853,14652
2020-02-25,CCDD CDC Pneumonia CCDD v1,2.79348,425,15214
2020-02-25,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.201919,335,15214
2020-02-25,SUBSYNDROME ShortnessOfBreath,5.744709,874,15214
2020-02-24,CCDD CDC Pneumonia CCDD v1,2.91738,494,16933
2020-02-24,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.185082,370,16933
2020-02-24,SUBSYNDROME ShortnessOfBreath,6.401701,1084,16933
2020-02-23,CCDD CDC Pneumonia CCDD v1,2.728569,402,14733
2020-02-23,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.395982,353,14733
2020-02-23,SUBSYNDROME ShortnessOfBreath,5.674337,836,14733
2020-02-22,CCDD CDC Pneumonia CCDD v1,2.557453,355,13881
2020-02-22,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.226064,309,13881
2020-02-22,SUBSYNDROME ShortnessOfBreath,4.898783,680,13881
2020-02-21,CCDD CDC Pneumonia CCDD v1,2.438356,356,14600
2020-02-21,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.863014,272,14600
2020-02-21,SUBSYNDROME ShortnessOfBreath,5.178082,756,14600
2020-02-20,CCDD CDC Pneumonia CCDD v1,2.559305,383,14965
2020-02-20,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.185099,327,14965
2020-02-20,SUBSYNDROME ShortnessOfBreath,5.452723,816,14965
2020-02-19,CCDD CDC Pneumonia CCDD v1,2.571662,410,15943
2020-02-19,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.2455,358,15943
2020-02-19,SUBSYNDROME ShortnessOfBreath,5.594932,892,15943
2020-02-18,CCDD CDC Pneumonia CCDD v1,2.825746,468,16562
2020-02-18,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.288371,379,16562
2020-02-18,SUBSYNDROME ShortnessOfBreath,5.760174,954,16562
2020-02-17,CCDD CDC Pneumonia CCDD v1,2.751367,463,16828
2020-02-17,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.412646,406,16828
2020-02-17,SUBSYNDROME ShortnessOfBreath,6.465415,1088,16828
2020-02-16,CCDD CDC Pneumonia CCDD v1,2.803426,419,14946
2020-02-16,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.455506,367,14946
2020-02-16,SUBSYNDROME ShortnessOfBreath,5.446273,814,14946
2020-02-15,CCDD CDC Pneumonia CCDD v1,2.653075,380,14323
2020-02-15,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.39475,343,14323
2020-02-15,SUBSYNDROME ShortnessOfBreath,5.424841,777,14323
2020-02-14,CCDD CDC Pneumonia CCDD v1,2.867143,385,13428
2020-02-14,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.779863,239,13428
2020-02-14,SUBSYNDROME ShortnessOfBreath,5.451296,732,13428
2020-02-13,CCDD CDC Pneumonia CCDD v1,2.86094,409,14296
2020-02-13,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.266368,324,14296
2020-02-13,SUBSYNDROME ShortnessOfBreath,5.533016,791,14296
2020-02-12,CCDD CDC Pneumonia CCDD v1,2.751343,425,15447
2020-02-12,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.725448,421,15447
2020-02-12,SUBSYNDROME ShortnessOfBreath,5.968797,922,15447
2020-02-11,CCDD CDC Pneumonia CCDD v1,2.550344,423,16586
2020-02-11,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.695044,447,16586
2020-02-11,SUBSYNDROME ShortnessOfBreath,5.685518,943,16586
2020-02-10,CCDD CDC Pneumonia CCDD v1,2.958546,521,17610
2020-02-10,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.788189,491,17610
2020-02-10,SUBSYNDROME ShortnessOfBreath,6.274844,1105,17610
2020-02-09,CCDD CDC Pneumonia CCDD v1,2.690736,395,14680
2020-02-09,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.881471,423,14680
2020-02-09,SUBSYNDROME ShortnessOfBreath,5.476839,804,14680
2020-02-08,CCDD CDC Pneumonia CCDD v1,2.619144,388,14814
2020-02-08,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.875658,426,14814
2020-02-08,SUBSYNDROME ShortnessOfBreath,5.420548,803,14814
2020-02-07,CCDD CDC Pneumonia CCDD v1,2.993635,475,15867
2020-02-07,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.539863,403,15867
2020-02-07,SUBSYNDROME ShortnessOfBreath,6.119619,971,15867
2020-02-06,CCDD CDC Pneumonia CCDD v1,2.919802,454,15549
2020-02-06,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.302399,358,15549
2020-02-06,SUBSYNDROME ShortnessOfBreath,5.839604,908,15549
2020-02-05,CCDD CDC Pneumonia CCDD v1,2.541991,395,15539
2020-02-05,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.818714,438,15539
2020-02-05,SUBSYNDROME ShortnessOfBreath,5.637428,876,15539
2020-02-04,CCDD CDC Pneumonia CCDD v1,2.677575,432,16134
2020-02-04,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.578406,416,16134
2020-02-04,SUBSYNDROME ShortnessOfBreath,6.154704,993,16134
2020-02-03,CCDD CDC Pneumonia CCDD v1,3.213296,580,18050
2020-02-03,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.65928,480,18050
2020-02-03,SUBSYNDROME ShortnessOfBreath,6.448753,1164,18050
2020-02-02,CCDD CDC Pneumonia CCDD v1,2.655702,394,14836
2020-02-02,CCDD CLI CC with CLI DD and Coronavirus DD v1,3.093826,459,14836
2020-02-02,SUBSYNDROME ShortnessOfBreath,5.351847,794,14836
2020-02-01,CCDD CDC Pneumonia CCDD v1,2.785235,415,14900
2020-02-01,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.959732,441,14900
2020-02-01,SUBSYNDROME ShortnessOfBreath,5.268456,785,14900
2020-01-31,CCDD CDC Pneumonia CCDD v1,2.671086,411,15387
2020-01-31,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.528108,389,15387
2020-01-31,SUBSYNDROME ShortnessOfBreath,5.446156,838,15387
2020-01-30,CCDD CDC Pneumonia CCDD v1,2.613053,412,15767
2020-01-30,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.790639,440,15767
2020-01-30,SUBSYNDROME ShortnessOfBreath,5.143654,811,15767
2020-01-29,CCDD CDC Pneumonia CCDD v1,2.692899,438,16265
2020-01-29,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.852751,464,16265
2020-01-29,SUBSYNDROME ShortnessOfBreath,5.607132,912,16265
2020-01-28,CCDD CDC Pneumonia CCDD v1,2.613053,438,16762
2020-01-28,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.815893,472,16762
2020-01-28,SUBSYNDROME ShortnessOfBreath,5.196277,871,16762
2020-01-27,CCDD CDC Pneumonia CCDD v1,2.823911,505,17883
2020-01-27,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.935749,525,17883
2020-01-27,SUBSYNDROME ShortnessOfBreath,5.933009,1061,17883
2020-01-26,CCDD CDC Pneumonia CCDD v1,2.576687,399,15485
2020-01-26,CCDD CLI CC with CLI DD and Coronavirus DD v1,3.164353,490,15485
2020-01-26,SUBSYNDROME ShortnessOfBreath,5.198579,805,15485
2020-01-25,CCDD CDC Pneumonia CCDD v1,2.694778,386,14324
2020-01-25,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.638928,378,14324
2020-01-25,SUBSYNDROME ShortnessOfBreath,5.417481,776,14324
2020-01-24,CCDD CDC Pneumonia CCDD v1,2.789256,432,15488
2020-01-24,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.537448,393,15488
2020-01-24,SUBSYNDROME ShortnessOfBreath,5.920713,917,15488
2020-01-23,CCDD CDC Pneumonia CCDD v1,2.732205,418,15299
2020-01-23,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.16354,331,15299
2020-01-23,SUBSYNDROME ShortnessOfBreath,5.405582,827,15299
2020-01-22,CCDD CDC Pneumonia CCDD v1,2.621439,415,15831
2020-01-22,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.425621,384,15831
2020-01-22,SUBSYNDROME ShortnessOfBreath,5.565031,881,15831
2020-01-21,CCDD CDC Pneumonia CCDD v1,2.560639,417,16285
2020-01-21,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.443967,398,16285
2020-01-21,SUBSYNDROME ShortnessOfBreath,5.416027,882,16285
2020-01-20,CCDD CDC Pneumonia CCDD v1,2.936205,469,15973
2020-01-20,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.43536,389,15973
2020-01-20,SUBSYNDROME ShortnessOfBreath,5.9851,956,15973
2020-01-19,CCDD CDC Pneumonia CCDD v1,2.753255,368,13366
2020-01-19,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.341763,313,13366
2020-01-19,SUBSYNDROME ShortnessOfBreath,5.588807,747,13366
2020-01-18,CCDD CDC Pneumonia CCDD v1,2.789379,374,13408
2020-01-18,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.043556,274,13408
2020-01-18,SUBSYNDROME ShortnessOfBreath,5.302804,711,13408
2020-01-17,CCDD CDC Pneumonia CCDD v1,2.761563,369,13362
2020-01-17,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.02814,271,13362
2020-01-17,SUBSYNDROME ShortnessOfBreath,4.946864,661,13362
2020-01-16,CCDD CDC Pneumonia CCDD v1,2.976788,445,14949
2020-01-16,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.174058,325,14949
2020-01-16,SUBSYNDROME ShortnessOfBreath,5.485317,820,14949
2020-01-15,CCDD CDC Pneumonia CCDD v1,2.838095,447,15750
2020-01-15,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.495238,393,15750
2020-01-15,SUBSYNDROME ShortnessOfBreath,5.726984,902,15750
2020-01-14,CCDD CDC Pneumonia CCDD v1,3.039799,485,15955
2020-01-14,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.030711,324,15955
2020-01-14,SUBSYNDROME ShortnessOfBreath,6.405516,1022,15955
2020-01-13,CCDD CDC Pneumonia CCDD v1,3.108466,517,16632
2020-01-13,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.441077,406,16632
2020-01-13,SUBSYNDROME ShortnessOfBreath,6.114719,1017,16632
2020-01-12,CCDD CDC Pneumonia CCDD v1,2.826249,379,13410
2020-01-12,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.214765,297,13410
2020-01-12,SUBSYNDROME ShortnessOfBreath,5.480984,735,13410
2020-01-11,CCDD CDC Pneumonia CCDD v1,2.721193,354,13009
2020-01-11,CCDD CLI CC with CLI DD and Coronavirus DD v1,1.93712,252,13009
2020-01-11,SUBSYNDROME ShortnessOfBreath,5.096472,663,13009
2020-01-10,CCDD CDC Pneumonia CCDD v1,2.926797,443,15136
2020-01-10,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.127378,322,15136
2020-01-10,SUBSYNDROME ShortnessOfBreath,5.82056,881,15136
2020-01-09,CCDD CDC Pneumonia CCDD v1,2.960169,463,15641
2020-01-09,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.192954,343,15641
2020-01-09,SUBSYNDROME ShortnessOfBreath,5.843616,914,15641
2020-01-08,CCDD CDC Pneumonia CCDD v1,2.833138,435,15354
2020-01-08,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.214407,340,15354
2020-01-08,SUBSYNDROME ShortnessOfBreath,5.705354,876,15354
2020-01-07,CCDD CDC Pneumonia CCDD v1,3.373388,539,15978
2020-01-07,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.372012,379,15978
2020-01-07,SUBSYNDROME ShortnessOfBreath,6.358743,1016,15978
2020-01-06,CCDD CDC Pneumonia CCDD v1,3.255401,550,16895
2020-01-06,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.343889,396,16895
2020-01-06,SUBSYNDROME ShortnessOfBreath,6.587748,1113,16895
2020-01-05,CCDD CDC Pneumonia CCDD v1,3.20458,487,15197
2020-01-05,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.987432,454,15197
2020-01-05,SUBSYNDROME ShortnessOfBreath,5.744555,873,15197
2020-01-04,CCDD CDC Pneumonia CCDD v1,3.161146,481,15216
2020-01-04,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.78654,424,15216
2020-01-04,SUBSYNDROME ShortnessOfBreath,6.000263,913,15216
2020-01-03,CCDD CDC Pneumonia CCDD v1,3.693979,619,16757
2020-01-03,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.398997,402,16757
2020-01-03,SUBSYNDROME ShortnessOfBreath,6.098944,1022,16757
2020-01-02,CCDD CDC Pneumonia CCDD v1,3.914349,691,17653
2020-01-02,CCDD CLI CC with CLI DD and Coronavirus DD v1,2.798391,494,17653
2020-01-02,SUBSYNDROME ShortnessOfBreath,6.72407,1187,17653
2020-01-01,CCDD CDC Pneumonia CCDD v1,3.27476,533,16276
2020-01-01,CCDD CLI CC with CLI DD and Coronavirus DD v1,3.164168,515,16276
2020-01-01,SUBSYNDROME ShortnessOfBreath,5.55419,904,16276
