date,agegroup,race,gender,cases,tested,deaths
2020-11-05,<20,Left Blank,NA,16287,325057,0
2020-11-05,<20,NH/PI*,NA,64,1451,0
2020-11-05,<20,Other,NA,2345,45013,0
2020-11-05,<20,White,NA,18163,351387,2
2020-11-05,<20,NA,NA,59711,977713,8
2020-11-05,20-29,AI/AN**,NA,106,1432,0
2020-11-05,20-29,Asian,NA,1773,133884,2
2020-11-05,20-29,Black,NA,9337,120669,15
2020-11-05,20-29,Hispanic,NA,21477,152108,20
2020-11-05,20-29,Left Blank,NA,25606,589033,0
2020-11-05,20-29,NH/PI*,NA,113,2518,0
2020-11-05,20-29,Other,NA,3143,64810,0
2020-11-05,20-29,White,NA,26971,516121,1
2020-11-05,20-29,NA,NA,88526,1580575,38
2020-11-05,30-39,AI/AN**,NA,96,973,0
2020-11-05,30-39,Asian,NA,1614,35735,5
2020-11-05,30-39,Black,NA,8568,93966,49
2020-11-05,30-39,Hispanic,NA,19138,98513,76
2020-11-05,30-39,Left Blank,NA,20202,524308,1
2020-11-05,30-39,NH/PI*,NA,110,1457,0
2020-11-05,30-39,Other,NA,2838,41047,0
2020-11-05,30-39,White,NA,19441,336856,13
2020-11-05,30-39,NA,NA,72007,1132855,144
2020-11-05,40-49,AI/AN**,NA,70,852,1
2020-11-05,40-49,Asian,NA,1493,23216,10
2020-11-05,40-49,Black,NA,8172,88699,97
2020-11-05,40-49,Hispanic,NA,19863,86542,172
2020-11-05,40-49,Left Blank,NA,18495,452079,3
2020-11-05,40-49,NH/PI*,NA,100,1156,1
2020-11-05,40-49,Other,NA,2562,32609,0
2020-11-05,40-49,White,NA,18756,285966,40
2020-11-05,40-49,NA,NA,69511,971119,324
2020-11-05,50-59,AI/AN**,NA,96,891,1
2020-11-05,50-59,Asian,NA,1350,19725,26
2020-11-05,50-59,Black,NA,7989,97094,222
2020-11-05,50-59,Hispanic,NA,14160,65907,310
2020-11-05,50-59,Left Blank,NA,17740,477639,8
2020-11-05,50-59,NH/PI*,NA,90,1181,2
2020-11-05,50-59,Other,NA,2329,29917,3
2020-11-05,50-59,White,NA,22712,349894,187
2020-11-05,50-59,NA,NA,66466,1042248,759
2020-11-05,60-69,AI/AN**,NA,57,675,4
2020-11-05,60-69,Asian,NA,1082,13322,62
2020-11-05,60-69,Black,NA,6086,84816,535
2020-11-05,60-69,Hispanic,NA,7088,37704,450
2020-11-05,60-69,Left Blank,NA,11689,399014,18
2020-11-05,60-69,NH/PI*,NA,80,720,3
2020-11-05,60-69,Other,NA,1545,23329,13
2020-11-05,60-69,White,NA,18357,331579,598
2020-11-05,60-69,NA,NA,45984,891159,1683
2020-11-05,70-79,AI/AN**,NA,35,377,3
2020-11-05,70-79,Asian,NA,553,7294,100
2020-11-05,70-79,Black,NA,3546,44522,630
2020-11-05,70-79,Hispanic,NA,2766,15905,422
2020-11-05,70-79,Left Blank,NA,5671,234522,43
2020-11-05,70-79,NH/PI*,NA,27,291,1
2020-11-05,70-79,Other,NA,696,13459,16
2020-11-05,70-79,White,NA,11673,231545,1211
2020-11-05,70-79,NA,NA,24967,547915,2426
2020-11-05,80+,AI/AN**,NA,22,195,4
2020-11-05,80+,Asian,NA,466,4071,194
2020-11-05,80+,Black,NA,2331,24254,798
2020-11-05,80+,Hispanic,NA,1421,8163,432
2020-11-05,80+,Left Blank,NA,4678,248938,123
2020-11-05,80+,NH/PI*,NA,16,130,3
2020-11-05,80+,Other,NA,373,6853,20
2020-11-05,80+,White,NA,10926,198493,3074
2020-11-05,80+,NA,NA,20233,491097,4648
2020-11-05,Unknown,AI/AN**,NA,0,0,0
2020-11-05,Unknown,Asian,NA,0,51,0
2020-11-05,Unknown,Black,NA,2,163,0
2020-11-05,Unknown,Hispanic,NA,9,245,0
2020-11-05,Unknown,Left Blank,NA,59,481043,0
2020-11-05,Unknown,NH/PI*,NA,0,0,0
2020-11-05,Unknown,Other,NA,1,38,0
2020-11-05,Unknown,White,NA,15,507,0
2020-11-05,Unknown,NA,NA,86,482047,0
2020-11-05,NA,AI/AN**,NA,547,6258,13
2020-11-05,NA,Asian,NA,9298,299063,399
2020-11-05,NA,Black,NA,51588,632534,2351
2020-11-05,NA,Hispanic,NA,102185,578913,1883
2020-11-05,NA,Left Blank,NA,120427,3731633,196
2020-11-05,NA,NH/PI*,NA,600,8904,10
2020-11-05,NA,Other,NA,15832,257075,52
2020-11-05,NA,White,NA,147014,2602348,5126
2020-11-05,NA,NA,Female,230246,4189947,4671
2020-11-05,NA,NA,Male,210740,3213309,5359
2020-11-05,NA,NA,Unknown/Left Blank,6505,713472,0
2020-11-04,<20,AI/AN**,NA,62,856,0
2020-11-04,<20,Asian,NA,942,61099,0
2020-11-04,<20,Black,NA,5473,77621,5
2020-11-04,<20,Hispanic,NA,15919,112411,1
2020-11-04,<20,Left Blank,NA,15717,321449,0
2020-11-04,<20,NH/PI*,NA,64,1414,0
2020-11-04,<20,Other,NA,2296,44640,0
2020-11-04,<20,White,NA,17719,347223,2
2020-11-04,<20,NA,NA,58192,966713,8
2020-11-04,20-29,AI/AN**,NA,103,1419,0
2020-11-04,20-29,Asian,NA,1731,132493,2
2020-11-04,20-29,Black,NA,9220,119463,15
2020-11-04,20-29,Hispanic,NA,21116,150312,19
2020-11-04,20-29,Left Blank,NA,24985,583796,0
2020-11-04,20-29,NH/PI*,NA,110,2474,0
2020-11-04,20-29,Other,NA,3086,64234,0
2020-11-04,20-29,White,NA,26288,509706,1
2020-11-04,20-29,NA,NA,86639,1563897,37
2020-11-04,30-39,AI/AN**,NA,94,959,0
2020-11-04,30-39,Asian,NA,1585,35286,5
2020-11-04,30-39,Black,NA,8481,93021,49
2020-11-04,30-39,Hispanic,NA,18848,97366,76
2020-11-04,30-39,Left Blank,NA,19612,519733,1
2020-11-04,30-39,NH/PI*,NA,107,1435,0
2020-11-04,30-39,Other,NA,2775,40614,0
2020-11-04,30-39,White,NA,18930,332598,12
2020-11-04,30-39,NA,NA,70432,1121012,143
2020-11-04,40-49,AI/AN**,NA,70,842,1
2020-11-04,40-49,Asian,NA,1463,22895,10
2020-11-04,40-49,Black,NA,8056,87884,96
2020-11-04,40-49,Hispanic,NA,19576,85559,172
2020-11-04,40-49,Left Blank,NA,17975,448043,3
2020-11-04,40-49,NH/PI*,NA,99,1147,1
2020-11-04,40-49,Other,NA,2506,32248,0
2020-11-04,40-49,White,NA,18207,282336,40
2020-11-04,40-49,NA,NA,67952,960954,323
2020-11-04,50-59,AI/AN**,NA,95,878,1
2020-11-04,50-59,Asian,NA,1315,19440,26
2020-11-04,50-59,Black,NA,7903,96263,221
2020-11-04,50-59,Hispanic,NA,13961,65238,309
2020-11-04,50-59,Left Blank,NA,17176,473393,8
2020-11-04,50-59,NH/PI*,NA,89,1161,2
2020-11-04,50-59,Other,NA,2271,29618,4
2020-11-04,50-59,White,NA,22158,345741,184
2020-11-04,50-59,NA,NA,64968,1031732,755
2020-11-04,60-69,AI/AN**,NA,57,666,4
2020-11-04,60-69,Asian,NA,1072,13167,62
2020-11-04,60-69,Black,NA,6040,84163,534
2020-11-04,60-69,Hispanic,NA,6985,37323,447
2020-11-04,60-69,Left Blank,NA,11339,395419,18
2020-11-04,60-69,NH/PI*,NA,80,703,3
2020-11-04,60-69,Other,NA,1499,23109,13
2020-11-04,60-69,White,NA,17923,328027,594
2020-11-04,60-69,NA,NA,44995,882577,1675
2020-11-04,70-79,AI/AN**,NA,33,372,3
2020-11-04,70-79,Asian,NA,548,7224,99
2020-11-04,70-79,Black,NA,3511,44219,629
2020-11-04,70-79,Hispanic,NA,2726,15788,421
2020-11-04,70-79,Left Blank,NA,5493,232234,43
2020-11-04,70-79,NH/PI*,NA,26,286,1
2020-11-04,70-79,Other,NA,681,13334,17
2020-11-04,70-79,White,NA,11422,229345,1191
2020-11-04,70-79,NA,NA,24440,542802,2404
2020-11-04,80+,AI/AN**,NA,22,192,4
2020-11-04,80+,Asian,NA,458,4026,194
2020-11-04,80+,Black,NA,2313,24051,798
2020-11-04,80+,Hispanic,NA,1414,8090,429
2020-11-04,80+,Left Blank,NA,4526,245959,119
2020-11-04,80+,NH/PI*,NA,16,130,3
2020-11-04,80+,Other,NA,364,6788,20
2020-11-04,80+,White,NA,10744,196087,3021
2020-11-04,80+,NA,NA,19857,485323,4588
2020-11-04,Unknown,AI/AN**,NA,0,0,0
2020-11-04,Unknown,Asian,NA,0,51,0
2020-11-04,Unknown,Black,NA,1,162,0
2020-11-04,Unknown,Hispanic,NA,9,244,0
2020-11-04,Unknown,Left Blank,NA,56,474702,0
2020-11-04,Unknown,NH/PI*,NA,0,0,0
2020-11-04,Unknown,Other,NA,1,38,0
2020-11-04,Unknown,White,NA,14,506,0
2020-11-04,Unknown,NA,NA,81,475703,0
2020-11-04,NA,AI/AN**,NA,536,6184,13
2020-11-04,NA,Asian,NA,9114,295681,398
2020-11-04,NA,Black,NA,50998,626847,2347
2020-11-04,NA,Hispanic,NA,100554,572331,1874
2020-11-04,NA,Left Blank,NA,116879,3694728,192
2020-11-04,NA,NH/PI*,NA,591,8750,10
2020-11-04,NA,Other,NA,15479,254623,54
2020-11-04,NA,White,NA,143405,2571569,5045
2020-11-04,NA,NA,Female,225200,4145378,4615
2020-11-04,NA,NA,Male,206050,3179258,5318
2020-11-04,NA,NA,Unknown/Left Blank,6306,706077,0
2020-11-03,<20,AI/AN**,NA,61,851,0
2020-11-03,<20,Asian,NA,928,60012,0
2020-11-03,<20,Black,NA,5403,76865,5
2020-11-03,<20,Hispanic,NA,15646,110816,1
2020-11-03,<20,Left Blank,NA,15428,318724,0
2020-11-03,<20,NH/PI*,NA,63,1406,0
2020-11-03,<20,Other,NA,2264,44303,0
2020-11-03,<20,White,NA,17388,342591,2
2020-11-03,<20,NA,NA,57181,955568,8
2020-11-03,20-29,AI/AN**,NA,102,1407,0
2020-11-03,20-29,Asian,NA,1695,130302,2
2020-11-03,20-29,Black,NA,9137,118362,15
2020-11-03,20-29,Hispanic,NA,20796,148201,19
2020-11-03,20-29,Left Blank,NA,24585,579335,0
2020-11-03,20-29,NH/PI*,NA,110,2458,0
2020-11-03,20-29,Other,NA,3017,63710,0
2020-11-03,20-29,White,NA,25762,502622,1
2020-11-03,20-29,NA,NA,85204,1546397,37
2020-11-03,30-39,AI/AN**,NA,91,948,0
2020-11-03,30-39,Asian,NA,1551,34879,5
2020-11-03,30-39,Black,NA,8379,92439,49
2020-11-03,30-39,Hispanic,NA,18583,96502,75
2020-11-03,30-39,Left Blank,NA,19253,515920,1
2020-11-03,30-39,NH/PI*,NA,106,1429,0
2020-11-03,30-39,Other,NA,2731,40298,0
2020-11-03,30-39,White,NA,18464,329434,12
2020-11-03,30-39,NA,NA,69158,1111849,142
2020-11-03,40-49,AI/AN**,NA,71,837,1
2020-11-03,40-49,Asian,NA,1436,22656,10
2020-11-03,40-49,Black,NA,7972,87352,96
2020-11-03,40-49,Hispanic,NA,19312,84754,172
2020-11-03,40-49,Left Blank,NA,17657,444879,3
2020-11-03,40-49,NH/PI*,NA,99,1144,1
2020-11-03,40-49,Other,NA,2465,32027,0
2020-11-03,40-49,White,NA,17762,279615,40
2020-11-03,40-49,NA,NA,66774,953264,323
2020-11-03,50-59,AI/AN**,NA,94,869,1
2020-11-03,50-59,Asian,NA,1297,19257,26
2020-11-03,50-59,Black,NA,7822,95697,221
2020-11-03,50-59,Hispanic,NA,13783,64652,309
2020-11-03,50-59,Left Blank,NA,16815,470127,8
2020-11-03,50-59,NH/PI*,NA,89,1161,2
2020-11-03,50-59,Other,NA,2239,29400,4
2020-11-03,50-59,White,NA,21652,342360,184
2020-11-03,50-59,NA,NA,63791,1023523,755
2020-11-03,60-69,AI/AN**,NA,56,658,4
2020-11-03,60-69,Asian,NA,1058,13044,62
2020-11-03,60-69,Black,NA,5992,83675,531
2020-11-03,60-69,Hispanic,NA,6900,37004,443
2020-11-03,60-69,Left Blank,NA,11066,392726,18
2020-11-03,60-69,NH/PI*,NA,80,698,3
2020-11-03,60-69,Other,NA,1474,22970,13
2020-11-03,60-69,White,NA,17543,325107,591
2020-11-03,60-69,NA,NA,44169,875882,1665
2020-11-03,70-79,AI/AN**,NA,33,369,3
2020-11-03,70-79,Asian,NA,545,7163,99
2020-11-03,70-79,Black,NA,3479,43980,624
2020-11-03,70-79,Hispanic,NA,2687,15620,419
2020-11-03,70-79,Left Blank,NA,5364,230697,44
2020-11-03,70-79,NH/PI*,NA,26,286,1
2020-11-03,70-79,Other,NA,673,13267,19
2020-11-03,70-79,White,NA,11232,227569,1179
2020-11-03,70-79,NA,NA,24039,538951,2388
2020-11-03,80+,AI/AN**,NA,21,191,4
2020-11-03,80+,Asian,NA,455,3997,194
2020-11-03,80+,Black,NA,2299,23932,795
2020-11-03,80+,Hispanic,NA,1403,8029,428
2020-11-03,80+,Left Blank,NA,4455,244156,123
2020-11-03,80+,NH/PI*,NA,16,130,3
2020-11-03,80+,Other,NA,354,6754,20
2020-11-03,80+,White,NA,10618,194682,2993
2020-11-03,80+,NA,NA,19621,481871,4560
2020-11-03,Unknown,AI/AN**,NA,0,0,0
2020-11-03,Unknown,Asian,NA,0,51,0
2020-11-03,Unknown,Black,NA,1,162,0
2020-11-03,Unknown,Hispanic,NA,9,243,0
2020-11-03,Unknown,Left Blank,NA,56,470551,0
2020-11-03,Unknown,NH/PI*,NA,0,0,0
2020-11-03,Unknown,Other,NA,1,38,0
2020-11-03,Unknown,White,NA,14,506,0
2020-11-03,Unknown,NA,NA,81,471551,0
2020-11-03,NA,AI/AN**,NA,529,6130,13
2020-11-03,NA,Asian,NA,8965,291361,398
2020-11-03,NA,Black,NA,50484,622464,2336
2020-11-03,NA,Hispanic,NA,99119,565821,1866
2020-11-03,NA,Left Blank,NA,114679,3667115,197
2020-11-03,NA,NH/PI*,NA,589,8712,10
2020-11-03,NA,Other,NA,15218,252767,56
2020-11-03,NA,White,NA,140435,2544486,5002
2020-11-03,NA,NA,Female,221367,4108623,4590
2020-11-03,NA,NA,Male,202406,3149719,5288
2020-11-03,NA,NA,Unknown/Left Blank,6245,700514,0
2020-11-02,<20,AI/AN**,NA,58,839,0
2020-11-02,<20,Asian,NA,912,59481,0
2020-11-02,<20,Black,NA,5336,76157,5
2020-11-02,<20,Hispanic,NA,15409,109304,1
2020-11-02,<20,Left Blank,NA,15145,315374,0
2020-11-02,<20,NH/PI*,NA,62,1400,0
2020-11-02,<20,Other,NA,2234,43920,0
2020-11-02,<20,White,NA,17068,339302,2
2020-11-02,<20,NA,NA,56224,945777,8
2020-11-02,20-29,AI/AN**,NA,102,1396,0
2020-11-02,20-29,Asian,NA,1673,129225,2
2020-11-02,20-29,Black,NA,9068,117377,15
2020-11-02,20-29,Hispanic,NA,20557,146397,19
2020-11-02,20-29,Left Blank,NA,24290,573934,0
2020-11-02,20-29,NH/PI*,NA,111,2454,0
2020-11-02,20-29,Other,NA,2951,63110,0
2020-11-02,20-29,White,NA,25297,497649,1
2020-11-02,20-29,NA,NA,84049,1531542,37
2020-11-02,30-39,AI/AN**,NA,90,937,0
2020-11-02,30-39,Asian,NA,1523,34522,5
2020-11-02,30-39,Black,NA,8294,91660,49
2020-11-02,30-39,Hispanic,NA,18370,95328,75
2020-11-02,30-39,Left Blank,NA,18921,510708,1
2020-11-02,30-39,NH/PI*,NA,105,1417,0
2020-11-02,30-39,Other,NA,2688,39895,0
2020-11-02,30-39,White,NA,18057,325977,12
2020-11-02,30-39,NA,NA,68048,1100444,142
2020-11-02,40-49,AI/AN**,NA,71,830,1
2020-11-02,40-49,Asian,NA,1413,22408,10
2020-11-02,40-49,Black,NA,7900,86671,96
2020-11-02,40-49,Hispanic,NA,19102,83789,172
2020-11-02,40-49,Left Blank,NA,17309,440410,3
2020-11-02,40-49,NH/PI*,NA,99,1141,1
2020-11-02,40-49,Other,NA,2436,31744,0
2020-11-02,40-49,White,NA,17359,276786,40
2020-11-02,40-49,NA,NA,65689,943779,323
2020-11-02,50-59,AI/AN**,NA,93,864,1
2020-11-02,50-59,Asian,NA,1283,19043,26
2020-11-02,50-59,Black,NA,7746,95071,221
2020-11-02,50-59,Hispanic,NA,13648,63916,307
2020-11-02,50-59,Left Blank,NA,16525,465458,8
2020-11-02,50-59,NH/PI*,NA,89,1155,2
2020-11-02,50-59,Other,NA,2217,29167,4
2020-11-02,50-59,White,NA,21242,339068,183
2020-11-02,50-59,NA,NA,62843,1013742,752
2020-11-02,60-69,AI/AN**,NA,55,654,4
2020-11-02,60-69,Asian,NA,1044,12913,62
2020-11-02,60-69,Black,NA,5949,83181,531
2020-11-02,60-69,Hispanic,NA,6835,36659,443
2020-11-02,60-69,Left Blank,NA,10880,388939,17
2020-11-02,60-69,NH/PI*,NA,80,696,3
2020-11-02,60-69,Other,NA,1452,22804,13
2020-11-02,60-69,White,NA,17180,322192,586
2020-11-02,60-69,NA,NA,43475,868038,1659
2020-11-02,70-79,AI/AN**,NA,32,368,3
2020-11-02,70-79,Asian,NA,536,7096,99
2020-11-02,70-79,Black,NA,3460,43751,624
2020-11-02,70-79,Hispanic,NA,2656,15490,418
2020-11-02,70-79,Left Blank,NA,5259,228616,41
2020-11-02,70-79,NH/PI*,NA,26,284,1
2020-11-02,70-79,Other,NA,668,13188,18
2020-11-02,70-79,White,NA,11066,225970,1168
2020-11-02,70-79,NA,NA,23703,534763,2372
2020-11-02,80+,AI/AN**,NA,21,191,4
2020-11-02,80+,Asian,NA,452,3979,193
2020-11-02,80+,Black,NA,2280,23821,794
2020-11-02,80+,Hispanic,NA,1398,7960,425
2020-11-02,80+,Left Blank,NA,4395,241284,118
2020-11-02,80+,NH/PI*,NA,16,128,3
2020-11-02,80+,Other,NA,347,6726,20
2020-11-02,80+,White,NA,10482,193413,2960
2020-11-02,80+,NA,NA,19391,477502,4517
2020-11-02,Unknown,AI/AN**,NA,0,0,0
2020-11-02,Unknown,Asian,NA,0,50,0
2020-11-02,Unknown,Black,NA,1,162,0
2020-11-02,Unknown,Hispanic,NA,9,243,0
2020-11-02,Unknown,Left Blank,NA,55,459835,0
2020-11-02,Unknown,NH/PI*,NA,0,0,0
2020-11-02,Unknown,Other,NA,1,38,0
2020-11-02,Unknown,White,NA,14,506,0
2020-11-02,Unknown,NA,NA,80,460834,0
2020-11-02,NA,AI/AN**,NA,522,6079,13
2020-11-02,NA,Asian,NA,8836,288717,397
2020-11-02,NA,Black,NA,50034,617851,2335
2020-11-02,NA,Hispanic,NA,97984,559086,1860
2020-11-02,NA,Left Blank,NA,112779,3624558,188
2020-11-02,NA,NH/PI*,NA,588,8675,10
2020-11-02,NA,Other,NA,14994,250592,55
2020-11-02,NA,White,NA,137765,2520863,4952
2020-11-02,NA,NA,Female,218008,4068216,4559
2020-11-02,NA,NA,Male,199359,3119815,5251
2020-11-02,NA,NA,Unknown/Left Blank,6135,688390,0
2020-11-01,<20,AI/AN**,NA,56,828,0
2020-11-01,<20,Asian,NA,899,58684,0
2020-11-01,<20,Black,NA,5269,75421,5
2020-11-01,<20,Hispanic,NA,15233,108109,1
2020-11-01,<20,Left Blank,NA,14784,311634,0
2020-11-01,<20,NH/PI*,NA,62,1397,0
2020-11-01,<20,Other,NA,2193,43488,0
2020-11-01,<20,White,NA,16844,336338,2
2020-11-01,<20,NA,NA,55340,935899,8
2020-11-01,20-29,AI/AN**,NA,99,1384,0
2020-11-01,20-29,Asian,NA,1646,127357,2
2020-11-01,20-29,Black,NA,8982,116346,15
2020-11-01,20-29,Hispanic,NA,20366,144625,19
2020-11-01,20-29,Left Blank,NA,23781,568036,0
2020-11-01,20-29,NH/PI*,NA,111,2448,0
2020-11-01,20-29,Other,NA,2900,62543,0
2020-11-01,20-29,White,NA,24934,492693,1
2020-11-01,20-29,NA,NA,82819,1515432,37
2020-11-01,30-39,AI/AN**,NA,82,920,0
2020-11-01,30-39,Asian,NA,1507,34180,5
2020-11-01,30-39,Black,NA,8224,90979,49
2020-11-01,30-39,Hispanic,NA,18202,94396,75
2020-11-01,30-39,Left Blank,NA,18468,505716,1
2020-11-01,30-39,NH/PI*,NA,105,1412,0
2020-11-01,30-39,Other,NA,2643,39493,0
2020-11-01,30-39,White,NA,17755,323179,12
2020-11-01,30-39,NA,NA,66986,1090275,142
2020-11-01,40-49,AI/AN**,NA,69,820,1
2020-11-01,40-49,Asian,NA,1389,22197,10
2020-11-01,40-49,Black,NA,7842,86047,96
2020-11-01,40-49,Hispanic,NA,18961,83076,172
2020-11-01,40-49,Left Blank,NA,16963,436553,3
2020-11-01,40-49,NH/PI*,NA,98,1139,1
2020-11-01,40-49,Other,NA,2391,31384,0
2020-11-01,40-49,White,NA,17045,274536,40
2020-11-01,40-49,NA,NA,64758,935752,323
2020-11-01,50-59,AI/AN**,NA,89,854,1
2020-11-01,50-59,Asian,NA,1269,18889,26
2020-11-01,50-59,Black,NA,7691,94498,220
2020-11-01,50-59,Hispanic,NA,13544,63383,307
2020-11-01,50-59,Left Blank,NA,16141,461601,8
2020-11-01,50-59,NH/PI*,NA,89,1151,2
2020-11-01,50-59,Other,NA,2179,28937,4
2020-11-01,50-59,White,NA,20915,336453,183
2020-11-01,50-59,NA,NA,61917,1005766,751
2020-11-01,60-69,AI/AN**,NA,53,647,4
2020-11-01,60-69,Asian,NA,1031,12805,62
2020-11-01,60-69,Black,NA,5908,82725,530
2020-11-01,60-69,Hispanic,NA,6772,36382,440
2020-11-01,60-69,Left Blank,NA,10620,385869,18
2020-11-01,60-69,NH/PI*,NA,80,694,3
2020-11-01,60-69,Other,NA,1433,22636,13
2020-11-01,60-69,White,NA,16911,319897,586
2020-11-01,60-69,NA,NA,42808,861655,1656
2020-11-01,70-79,AI/AN**,NA,32,366,3
2020-11-01,70-79,Asian,NA,530,7043,99
2020-11-01,70-79,Black,NA,3438,43528,624
2020-11-01,70-79,Hispanic,NA,2623,15371,417
2020-11-01,70-79,Left Blank,NA,5146,226721,39
2020-11-01,70-79,NH/PI*,NA,26,283,1
2020-11-01,70-79,Other,NA,655,13077,18
2020-11-01,70-79,White,NA,10926,224429,1167
2020-11-01,70-79,NA,NA,23376,530818,2368
2020-11-01,80+,AI/AN**,NA,20,190,4
2020-11-01,80+,Asian,NA,450,3952,193
2020-11-01,80+,Black,NA,2265,23710,793
2020-11-01,80+,Hispanic,NA,1388,7916,425
2020-11-01,80+,Left Blank,NA,4336,239114,116
2020-11-01,80+,NH/PI*,NA,16,126,3
2020-11-01,80+,Other,NA,345,6684,20
2020-11-01,80+,White,NA,10377,192295,2953
2020-11-01,80+,NA,NA,19197,473987,4507
2020-11-01,Unknown,AI/AN**,NA,0,0,0
2020-11-01,Unknown,Asian,NA,0,49,0
2020-11-01,Unknown,Black,NA,1,162,0
2020-11-01,Unknown,Hispanic,NA,9,243,0
2020-11-01,Unknown,Left Blank,NA,54,457724,0
2020-11-01,Unknown,NH/PI*,NA,0,0,0
2020-11-01,Unknown,Other,NA,1,38,0
2020-11-01,Unknown,White,NA,14,503,0
2020-11-01,Unknown,NA,NA,79,458719,0
2020-11-01,NA,AI/AN**,NA,500,6009,13
2020-11-01,NA,Asian,NA,8721,285156,397
2020-11-01,NA,Black,NA,49620,613416,2332
2020-11-01,NA,Hispanic,NA,97098,553501,1856
2020-11-01,NA,Left Blank,NA,110293,3592968,185
2020-11-01,NA,NH/PI*,NA,587,8650,10
2020-11-01,NA,Other,NA,14740,248280,55
2020-11-01,NA,White,NA,135721,2500323,4944
2020-11-01,NA,NA,Female,214761,4031599,4551
2020-11-01,NA,NA,Male,196418,3091445,5241
2020-11-01,NA,NA,Unknown/Left Blank,6101,685259,0
