county,date,measure,group,cases,tested
Bond,2020-12-08,age,60-69,2,5
Bond,2020-12-08,age,70-79,8,3
Bond,2020-12-08,age,80+,7,2
Bond,2020-12-08,age,Unknown,1,1
Bond,2020-12-08,gender,Female,559,6839
Bond,2020-12-08,gender,Male,641,5992
Bond,2020-12-08,gender,Unknown/Left Blank,28,362
Bond,2020-12-08,race,AI/AN**,0,0
Bond,2020-12-08,race,Asian,0,21
Bond,2020-12-08,race,Black,14,102
Bond,2020-12-08,race,Hispanic,0,40
Bond,2020-12-08,race,Left Blank,720,8373
Bond,2020-12-08,race,NH/PI*,0,0
Bond,2020-12-08,race,Other,20,167
Bond,2020-12-08,race,White,461,4484
Bond,2020-12-07,age,<20,3,4
Bond,2020-12-07,age,20-29,7,7
Bond,2020-12-07,age,30-39,6,9
Bond,2020-12-07,age,40-49,5,8
Bond,2020-12-07,age,50-59,4,6
Bond,2020-12-07,age,60-69,2,5
Bond,2020-12-07,age,70-79,9,3
Bond,2020-12-07,age,80+,8,2
Bond,2020-12-07,age,Unknown,1,1
Bond,2020-12-07,gender,Female,548,6772
Bond,2020-12-07,gender,Male,629,5920
Bond,2020-12-07,gender,Unknown/Left Blank,28,362
Bond,2020-12-07,race,AI/AN**,0,0
Bond,2020-12-07,race,Asian,0,21
Bond,2020-12-07,race,Black,16,102
Bond,2020-12-07,race,Hispanic,0,40
Bond,2020-12-07,race,Left Blank,701,8249
Bond,2020-12-07,race,NH/PI*,0,0
Bond,2020-12-07,race,Other,20,167
Bond,2020-12-07,race,White,457,4469
Bond,2020-12-06,age,<20,3,3
Bond,2020-12-06,age,20-29,7,6
Bond,2020-12-06,age,30-39,6,8
Bond,2020-12-06,age,40-49,5,7
Bond,2020-12-06,age,50-59,4,5
Bond,2020-12-06,age,60-69,2,4
Bond,2020-12-06,age,70-79,9,2
Bond,2020-12-06,age,80+,8,1
Bond,2020-12-06,age,Unknown,1,9
Bond,2020-12-06,gender,Female,541,6619
Bond,2020-12-06,gender,Male,622,5827
Bond,2020-12-06,gender,Unknown/Left Blank,29,362
Bond,2020-12-06,race,AI/AN**,0,0
Bond,2020-12-06,race,Asian,0,21
Bond,2020-12-06,race,Black,16,102
Bond,2020-12-06,race,Hispanic,0,40
Bond,2020-12-06,race,Left Blank,692,8031
Bond,2020-12-06,race,NH/PI*,0,0
Bond,2020-12-06,race,Other,20,166
Bond,2020-12-06,race,White,453,4442
Bond,2020-12-05,age,<20,3,3
Bond,2020-12-05,age,20-29,6,6
Bond,2020-12-05,age,30-39,5,8
Bond,2020-12-05,age,40-49,4,7
Bond,2020-12-05,age,50-59,4,5
Bond,2020-12-05,age,60-69,2,4
Bond,2020-12-05,age,70-79,8,2
Bond,2020-12-05,age,80+,7,1
Bond,2020-12-05,age,Unknown,1,9
Bond,2020-12-05,gender,Female,539,6596
Bond,2020-12-05,gender,Male,616,5777
Bond,2020-12-05,gender,Unknown/Left Blank,29,362
Bond,2020-12-05,race,AI/AN**,0,0
Bond,2020-12-05,race,Asian,0,21
Bond,2020-12-05,race,Black,16,102
Bond,2020-12-05,race,Hispanic,0,40
Bond,2020-12-05,race,Left Blank,687,7993
Bond,2020-12-05,race,NH/PI*,0,0
Bond,2020-12-05,race,Other,20,166
Bond,2020-12-05,race,White,450,4408
Bond,2020-12-04,age,<20,3,3
Bond,2020-12-04,age,20-29,7,6
Bond,2020-12-04,age,30-39,6,8
Bond,2020-12-04,age,40-49,4,7
Bond,2020-12-04,age,50-59,5,5
Bond,2020-12-04,age,60-69,2,4
Bond,2020-12-04,age,70-79,9,2
Bond,2020-12-04,age,80+,8,1
Bond,2020-12-04,age,Unknown,1,9
Bond,2020-12-04,gender,Female,532,6485
Bond,2020-12-04,gender,Male,614,5721
Bond,2020-12-04,gender,Unknown/Left Blank,29,316
Bond,2020-12-04,race,AI/AN**,0,0
Bond,2020-12-04,race,Asian,0,21
Bond,2020-12-04,race,Black,16,101
Bond,2020-12-04,race,Hispanic,0,39
Bond,2020-12-04,race,Left Blank,683,7817
Bond,2020-12-04,race,NH/PI*,0,0
Bond,2020-12-04,race,Other,20,165
Bond,2020-12-04,race,White,446,4374
Bond,2020-12-03,age,<20,3,2
Bond,2020-12-03,age,20-29,6,5
Bond,2020-12-03,age,30-39,5,7
Bond,2020-12-03,age,40-49,4,6
Bond,2020-12-03,age,50-59,4,4
Bond,2020-12-03,age,60-69,2,3
Bond,2020-12-03,age,70-79,8,1
Bond,2020-12-03,age,80+,7,9
Bond,2020-12-03,age,Unknown,1,8
Bond,2020-12-03,gender,Female,514,6412
Bond,2020-12-03,gender,Male,601,5662
Bond,2020-12-03,gender,Unknown/Left Blank,28,302
Bond,2020-12-03,race,AI/AN**,0,0
Bond,2020-12-03,race,Asian,0,21
Bond,2020-12-03,race,Black,13,99
Bond,2020-12-03,race,Hispanic,0,38
Bond,2020-12-03,race,Left Blank,664,7741
Bond,2020-12-03,race,NH/PI*,0,0
Bond,2020-12-03,race,Other,20,165
Bond,2020-12-03,race,White,436,4307
Bond,2020-12-02,age,<20,3,2
Bond,2020-12-02,age,20-29,7,5
Bond,2020-12-02,age,30-39,6,7
Bond,2020-12-02,age,40-49,5,6
Bond,2020-12-02,age,50-59,4,4
Bond,2020-12-02,age,60-69,2,3
Bond,2020-12-02,age,70-79,9,1
Bond,2020-12-02,age,80+,8,9
Bond,2020-12-02,age,Unknown,1,8
Bond,2020-12-02,gender,Female,497,6317
Bond,2020-12-02,gender,Male,588,5604
Bond,2020-12-02,gender,Unknown/Left Blank,23,282
Bond,2020-12-02,race,AI/AN**,0,0
Bond,2020-12-02,race,Asian,0,21
Bond,2020-12-02,race,Black,13,99
Bond,2020-12-02,race,Hispanic,0,38
Bond,2020-12-02,race,Left Blank,640,7646
Bond,2020-12-02,race,NH/PI*,0,0
Bond,2020-12-02,race,Other,19,165
Bond,2020-12-02,race,White,426,4229
Bond,2020-12-01,age,<20,3,2
Bond,2020-12-01,age,20-29,6,5
Bond,2020-12-01,age,30-39,6,7
Bond,2020-12-01,age,40-49,5,6
Bond,2020-12-01,age,50-59,4,4
Bond,2020-12-01,age,60-69,2,3
Bond,2020-12-01,age,70-79,8,1
Bond,2020-12-01,age,80+,7,9
Bond,2020-12-01,age,Unknown,1,8
Bond,2020-12-01,gender,Female,487,6250
Bond,2020-12-01,gender,Male,576,5543
Bond,2020-12-01,gender,Unknown/Left Blank,23,276
Bond,2020-12-01,race,AI/AN**,0,0
Bond,2020-12-01,race,Asian,0,21
Bond,2020-12-01,race,Black,13,96
Bond,2020-12-01,race,Hispanic,0,38
Bond,2020-12-01,race,Left Blank,628,7587
Bond,2020-12-01,race,NH/PI*,0,0
Bond,2020-12-01,race,Other,19,162
Bond,2020-12-01,race,White,416,4160
Bond,2020-11-30,age,<20,3,2
Bond,2020-11-30,age,20-29,6,5
Bond,2020-11-30,age,30-39,7,7
Bond,2020-11-30,age,40-49,5,6
Bond,2020-11-30,age,50-59,4,4
Bond,2020-11-30,age,60-69,2,3
Bond,2020-11-30,age,70-79,9,1
Bond,2020-11-30,age,80+,8,9
Bond,2020-11-30,age,Unknown,1,8
Bond,2020-11-30,gender,Female,468,6172
Bond,2020-11-30,gender,Male,562,5496
Bond,2020-11-30,gender,Unknown/Left Blank,20,271
Bond,2020-11-30,race,AI/AN**,0,0
Bond,2020-11-30,race,Asian,0,21
Bond,2020-11-30,race,Black,13,94
Bond,2020-11-30,race,Hispanic,0,37
Bond,2020-11-30,race,Left Blank,597,7513
Bond,2020-11-30,race,NH/PI*,0,0
Bond,2020-11-30,race,Other,19,161
Bond,2020-11-30,race,White,411,4109
Bond,2020-11-29,age,<20,3,2
Bond,2020-11-29,age,20-29,6,5
Bond,2020-11-29,age,30-39,7,7
Bond,2020-11-29,age,40-49,5,6
Bond,2020-11-29,age,50-59,4,4
Bond,2020-11-29,age,60-69,2,3
Bond,2020-11-29,age,70-79,9,1
Bond,2020-11-29,age,80+,8,9
Bond,2020-11-29,age,Unknown,1,8
Bond,2020-11-29,gender,Female,467,6098
Bond,2020-11-29,gender,Male,561,5471
Bond,2020-11-29,gender,Unknown/Left Blank,20,271
Bond,2020-11-29,race,AI/AN**,0,0
Bond,2020-11-29,race,Asian,0,21
Bond,2020-11-29,race,Black,13,94
Bond,2020-11-29,race,Hispanic,0,37
Bond,2020-11-29,race,Left Blank,595,7429
Bond,2020-11-29,race,NH/PI*,0,0
Bond,2020-11-29,race,Other,19,161
Bond,2020-11-29,race,White,411,4094
Bond,2020-11-28,age,<20,3,2
Bond,2020-11-28,age,20-29,6,5
Bond,2020-11-28,age,30-39,7,7
Bond,2020-11-28,age,40-49,5,6
Bond,2020-11-28,age,50-59,4,4
Bond,2020-11-28,age,60-69,2,3
Bond,2020-11-28,age,70-79,9,1
Bond,2020-11-28,age,80+,8,9
Bond,2020-11-28,age,Unknown,1,8
Bond,2020-11-28,gender,Female,465,6089
Bond,2020-11-28,gender,Male,556,5419
Bond,2020-11-28,gender,Unknown/Left Blank,19,271
Bond,2020-11-28,race,AI/AN**,0,0
Bond,2020-11-28,race,Asian,0,21
Bond,2020-11-28,race,Black,13,94
Bond,2020-11-28,race,Hispanic,0,37
Bond,2020-11-28,race,Left Blank,591,7379
Bond,2020-11-28,race,NH/PI*,0,0
Bond,2020-11-28,race,Other,19,161
Bond,2020-11-28,race,White,407,4083
Bond,2020-11-27,age,<20,3,2
Bond,2020-11-27,age,20-29,6,5
Bond,2020-11-27,age,30-39,5,7
Bond,2020-11-27,age,40-49,4,6
Bond,2020-11-27,age,50-59,3,4
Bond,2020-11-27,age,60-69,2,3
Bond,2020-11-27,age,70-79,8,1
Bond,2020-11-27,age,80+,7,9
Bond,2020-11-27,age,Unknown,1,8
Bond,2020-11-27,gender,Female,458,5998
Bond,2020-11-27,gender,Male,541,5226
Bond,2020-11-27,gender,Unknown/Left Blank,17,271
Bond,2020-11-27,race,AI/AN**,0,0
Bond,2020-11-27,race,Asian,0,17
Bond,2020-11-27,race,Black,14,93
Bond,2020-11-27,race,Hispanic,0,37
Bond,2020-11-27,race,Left Blank,577,7144
Bond,2020-11-27,race,NH/PI*,0,0
Bond,2020-11-27,race,Other,19,161
Bond,2020-11-27,race,White,404,4040
Bond,2020-11-26,age,<20,4,2
Bond,2020-11-26,age,20-29,7,5
Bond,2020-11-26,age,30-39,6,7
Bond,2020-11-26,age,40-49,5,6
Bond,2020-11-26,age,50-59,3,4
Bond,2020-11-26,age,60-69,2,3
Bond,2020-11-26,age,70-79,9,1
Bond,2020-11-26,age,80+,8,9
Bond,2020-11-26,age,Unknown,1,8
Bond,2020-11-26,gender,Female,453,5865
Bond,2020-11-26,gender,Male,532,5114
Bond,2020-11-26,gender,Unknown/Left Blank,17,271
Bond,2020-11-26,race,AI/AN**,0,0
Bond,2020-11-26,race,Asian,0,17
Bond,2020-11-26,race,Black,14,93
Bond,2020-11-26,race,Hispanic,0,36
Bond,2020-11-26,race,Left Blank,567,6924
Bond,2020-11-26,race,NH/PI*,0,0
Bond,2020-11-26,race,Other,19,161
Bond,2020-11-26,race,White,400,4017
Bond,2020-11-25,age,<20,4,2
Bond,2020-11-25,age,20-29,7,5
Bond,2020-11-25,age,30-39,6,7
Bond,2020-11-25,age,40-49,5,6
Bond,2020-11-25,age,50-59,3,4
Bond,2020-11-25,age,60-69,2,3
Bond,2020-11-25,age,70-79,9,1
Bond,2020-11-25,age,80+,8,9
Bond,2020-11-25,age,Unknown,1,8
Bond,2020-11-25,gender,Female,444,5819
Bond,2020-11-25,gender,Male,515,5061
Bond,2020-11-25,gender,Unknown/Left Blank,16,267
Bond,2020-11-25,race,AI/AN**,0,0
Bond,2020-11-25,race,Asian,0,17
Bond,2020-11-25,race,Black,14,92
Bond,2020-11-25,race,Hispanic,0,36
Bond,2020-11-25,race,Left Blank,552,6857
Bond,2020-11-25,race,Other,19,160
Bond,2020-11-25,race,White,389,3983
Bond,2020-11-24,age,<20,137,1119
Bond,2020-11-24,age,20-29,165,1527
Bond,2020-11-24,age,30-39,150,1791
Bond,2020-11-24,age,40-49,140,1634
Bond,2020-11-24,age,50-59,130,1475
Bond,2020-11-24,age,60-69,120,1453
Bond,2020-11-24,age,70-79,59,1050
Bond,2020-11-24,age,80+,33,894
Bond,2020-11-24,age,Unknown,0,6
Bond,2020-11-24,gender,Female,421,5693
Bond,2020-11-24,gender,Male,497,5002
Bond,2020-11-24,gender,Unknown/Left Blank,13,254
Bond,2020-11-24,race,AI/AN**,0,0
Bond,2020-11-24,race,Asian,0,17
Bond,2020-11-24,race,Black,13,90
Bond,2020-11-24,race,Hispanic,0,35
Bond,2020-11-24,race,Left Blank,524,6751
Bond,2020-11-24,race,Other,19,157
Bond,2020-11-24,race,White,374,3897
Bond,2020-11-23,age,<20,134,1100
Bond,2020-11-23,age,20-29,163,1503
Bond,2020-11-23,age,30-39,147,1770
Bond,2020-11-23,age,40-49,135,1618
Bond,2020-11-23,age,50-59,128,1460
Bond,2020-11-23,age,60-69,118,1438
Bond,2020-11-23,age,70-79,57,1040
Bond,2020-11-23,age,80+,31,888
Bond,2020-11-23,age,Unknown,0,6
Bond,2020-11-23,gender,Female,408,5624
Bond,2020-11-23,gender,Male,493,4961
Bond,2020-11-23,gender,Unknown/Left Blank,8,238
Bond,2020-11-23,race,AI/AN**,0,0
Bond,2020-11-23,race,Asian,0,17
Bond,2020-11-23,race,Black,13,90
Bond,2020-11-23,race,Hispanic,0,34
Bond,2020-11-23,race,Left Blank,507,6694
Bond,2020-11-23,race,Other,19,154
Bond,2020-11-23,race,White,369,3832
Bond,2020-11-22,age,<20,134,1093
Bond,2020-11-22,age,20-29,163,1492
Bond,2020-11-22,age,30-39,146,1757
Bond,2020-11-22,age,40-49,137,1612
Bond,2020-11-22,age,50-59,127,1455
Bond,2020-11-22,age,60-69,117,1424
Bond,2020-11-22,age,70-79,57,1026
Bond,2020-11-22,age,80+,32,855
Bond,2020-11-22,age,Unknown,0,6
Bond,2020-11-22,gender,Female,406,5554
Bond,2020-11-22,gender,Male,494,4928
Bond,2020-11-22,gender,Unknown/Left Blank,13,238
Bond,2020-11-22,race,AI/AN**,0,0
Bond,2020-11-22,race,Asian,0,17
Bond,2020-11-22,race,Black,13,89
Bond,2020-11-22,race,Hispanic,0,33
Bond,2020-11-22,race,Left Blank,505,6598
Bond,2020-11-22,race,Other,18,154
Bond,2020-11-22,race,White,369,3827
Bond,2020-11-21,age,<20,133,1087
Bond,2020-11-21,age,20-29,163,1478
Bond,2020-11-21,age,30-39,144,1751
Bond,2020-11-21,age,40-49,135,1605
Bond,2020-11-21,age,50-59,127,1444
Bond,2020-11-21,age,60-69,116,1417
Bond,2020-11-21,age,70-79,57,1025
Bond,2020-11-21,age,80+,32,853
Bond,2020-11-21,age,Unknown,0,6
Bond,2020-11-21,gender,Female,402,5511
Bond,2020-11-21,gender,Male,493,4917
Bond,2020-11-21,gender,Unknown/Left Blank,7,238
Bond,2020-11-21,race,AI/AN**,0,0
Bond,2020-11-21,race,Asian,0,17
Bond,2020-11-21,race,Black,13,89
Bond,2020-11-21,race,Hispanic,0,33
Bond,2020-11-21,race,Left Blank,505,6562
Bond,2020-11-21,race,Other,18,154
Bond,2020-11-21,race,White,364,3809
Bond,2020-11-20,age,<20,132,1074
Bond,2020-11-20,age,20-29,160,1466
Bond,2020-11-20,age,30-39,144,1738
Bond,2020-11-20,age,40-49,134,1590
Bond,2020-11-20,age,50-59,127,1433
Bond,2020-11-20,age,60-69,114,1398
Bond,2020-11-20,age,70-79,56,1008
Bond,2020-11-20,age,80+,31,820
Bond,2020-11-20,age,Unknown,0,0
Bond,2020-11-20,gender,Female,399,5416
Bond,2020-11-20,gender,Male,487,4879
Bond,2020-11-20,gender,Unknown/Left Blank,7,237
Bond,2020-11-20,race,AI/AN**,0,0
Bond,2020-11-20,race,Asian,0,17
Bond,2020-11-20,race,Black,13,89
Bond,2020-11-20,race,Hispanic,0,33
Bond,2020-11-20,race,Left Blank,503,6447
Bond,2020-11-20,race,Other,17,154
Bond,2020-11-20,race,White,358,3790
Bond,2020-11-19,age,<20,129,1027
Bond,2020-11-19,age,20-29,158,1428
Bond,2020-11-19,age,30-39,139,1700
Bond,2020-11-19,age,40-49,131,1566
Bond,2020-11-19,age,50-59,125,1400
Bond,2020-11-19,age,60-69,107,1362
Bond,2020-11-19,age,70-79,56,989
Bond,2020-11-19,age,80+,30,817
Bond,2020-11-19,age,Unknown,0,0
Bond,2020-11-19,gender,Female,387,5296
Bond,2020-11-19,gender,Male,480,4792
Bond,2020-11-19,gender,Unknown/Left Blank,0,206
Bond,2020-11-19,race,AI/AN**,0,0
Bond,2020-11-19,race,Asian,0,17
Bond,2020-11-19,race,Black,14,87
Bond,2020-11-19,race,Hispanic,0,33
Bond,2020-11-19,race,Left Blank,487,6324
Bond,2020-11-19,race,Other,17,153
Bond,2020-11-19,race,White,352,3678
Bond,2020-11-18,age,<20,129,935
Bond,2020-11-18,age,20-29,157,1391
Bond,2020-11-18,age,30-39,137,1648
Bond,2020-11-18,age,40-49,129,1511
Bond,2020-11-18,age,50-59,123,1349
Bond,2020-11-18,age,60-69,106,1323
Bond,2020-11-18,age,70-79,53,964
Bond,2020-11-18,age,80+,29,810
Bond,2020-11-18,age,Unknown,0,0
Bond,2020-11-18,gender,Female,381,5113
Bond,2020-11-18,gender,Male,474,4665
Bond,2020-11-18,gender,Unknown/Left Blank,0,158
Bond,2020-11-18,race,AI/AN**,0,0
Bond,2020-11-18,race,Asian,0,17
Bond,2020-11-18,race,Black,14,87
Bond,2020-11-18,race,Hispanic,0,32
Bond,2020-11-18,race,Left Blank,482,6125
Bond,2020-11-18,race,Other,17,151
Bond,2020-11-18,race,White,345,3522
Bond,2020-11-17,age,<20,121,902
Bond,2020-11-17,age,20-29,154,1372
Bond,2020-11-17,age,30-39,134,1623
Bond,2020-11-17,age,40-49,123,1488
Bond,2020-11-17,age,50-59,119,1321
Bond,2020-11-17,age,60-69,101,1301
Bond,2020-11-17,age,70-79,47,952
Bond,2020-11-17,age,80+,29,806
Bond,2020-11-17,age,Unknown,0,0
Bond,2020-11-17,gender,Female,371,5022
Bond,2020-11-17,gender,Male,464,4603
Bond,2020-11-17,gender,Unknown/Left Blank,0,145
Bond,2020-11-17,race,AI/AN**,0,0
Bond,2020-11-17,race,Asian,0,17
Bond,2020-11-17,race,Black,14,84
Bond,2020-11-17,race,Hispanic,0,31
Bond,2020-11-17,race,Left Blank,472,6046
Bond,2020-11-17,race,Other,17,151
Bond,2020-11-17,race,White,334,3439
Bond,2020-11-16,age,<20,119,891
Bond,2020-11-16,age,20-29,149,1363
Bond,2020-11-16,age,30-39,130,1613
Bond,2020-11-16,age,40-49,119,1478
Bond,2020-11-16,age,50-59,118,1313
Bond,2020-11-16,age,60-69,98,1290
Bond,2020-11-16,age,70-79,45,942
Bond,2020-11-16,age,80+,29,806
Bond,2020-11-16,age,Unknown,0,0
Bond,2020-11-16,gender,Female,359,4985
Bond,2020-11-16,gender,Male,452,4571
Bond,2020-11-16,gender,Unknown/Left Blank,0,145
Bond,2020-11-16,race,AI/AN**,0,0
Bond,2020-11-16,race,Asian,0,17
Bond,2020-11-16,race,Black,12,82
Bond,2020-11-16,race,Hispanic,0,30
Bond,2020-11-16,race,Left Blank,463,6012
Bond,2020-11-16,race,Other,17,151
Bond,2020-11-16,race,White,321,3407
Bond,2020-11-15,age,<20,118,884
Bond,2020-11-15,age,20-29,145,1351
Bond,2020-11-15,age,30-39,130,1601
Bond,2020-11-15,age,40-49,110,1470
Bond,2020-11-15,age,50-59,117,1306
Bond,2020-11-15,age,60-69,97,1277
Bond,2020-11-15,age,70-79,47,921
Bond,2020-11-15,age,80+,29,774
Bond,2020-11-15,age,Unknown,0,0
Bond,2020-11-15,gender,Female,351,4905
Bond,2020-11-15,gender,Male,449,4538
Bond,2020-11-15,gender,Unknown/Left Blank,0,145
Bond,2020-11-15,race,AI/AN**,0,0
Bond,2020-11-15,race,Asian,0,17
Bond,2020-11-15,race,Black,12,82
Bond,2020-11-15,race,Hispanic,0,30
Bond,2020-11-15,race,Left Blank,458,5913
Bond,2020-11-15,race,Other,16,151
Bond,2020-11-15,race,White,316,3393
Bond,2020-11-14,age,<20,116,875
Bond,2020-11-14,age,20-29,145,1345
Bond,2020-11-14,age,30-39,125,1595
Bond,2020-11-14,age,40-49,110,1465
Bond,2020-11-14,age,50-59,116,1300
Bond,2020-11-14,age,60-69,97,1273
Bond,2020-11-14,age,70-79,45,918
Bond,2020-11-14,age,80+,29,773
Bond,2020-11-14,age,Unknown,0,0
Bond,2020-11-14,gender,Female,350,4876
Bond,2020-11-14,gender,Male,446,4527
Bond,2020-11-14,gender,Unknown/Left Blank,0,145
Bond,2020-11-14,race,AI/AN**,0,0
Bond,2020-11-14,race,Asian,0,17
Bond,2020-11-14,race,Black,12,81
Bond,2020-11-14,race,Hispanic,0,30
Bond,2020-11-14,race,Left Blank,456,5888
Bond,2020-11-14,race,Other,16,151
Bond,2020-11-14,race,White,314,3379
Bond,2020-11-13,age,<20,111,861
Bond,2020-11-13,age,20-29,138,1328
Bond,2020-11-13,age,30-39,119,1581
Bond,2020-11-13,age,40-49,109,1453
Bond,2020-11-13,age,50-59,113,1288
Bond,2020-11-13,age,60-69,93,1261
Bond,2020-11-13,age,70-79,43,914
Bond,2020-11-13,age,80+,27,766
Bond,2020-11-13,age,Unknown,0,0
Bond,2020-11-13,gender,Female,335,4819
Bond,2020-11-13,gender,Male,433,4493
Bond,2020-11-13,gender,Unknown/Left Blank,0,144
Bond,2020-11-13,race,AI/AN**,0,0
Bond,2020-11-13,race,Asian,0,17
Bond,2020-11-13,race,Black,12,81
Bond,2020-11-13,race,Hispanic,0,30
Bond,2020-11-13,race,Left Blank,447,5834
Bond,2020-11-13,race,Other,16,150
Bond,2020-11-13,race,White,295,3342
Bond,2020-11-12,age,<20,111,850
Bond,2020-11-12,age,20-29,128,1307
Bond,2020-11-12,age,30-39,118,1571
Bond,2020-11-12,age,40-49,108,1443
Bond,2020-11-12,age,50-59,112,1279
Bond,2020-11-12,age,60-69,92,1246
Bond,2020-11-12,age,70-79,42,894
Bond,2020-11-12,age,80+,26,740
Bond,2020-11-12,age,Unknown,0,0
Bond,2020-11-12,gender,Female,325,4732
Bond,2020-11-12,gender,Male,427,4460
Bond,2020-11-12,gender,Unknown/Left Blank,0,141
Bond,2020-11-12,race,AI/AN**,0,0
Bond,2020-11-12,race,Asian,0,17
Bond,2020-11-12,race,Black,12,81
Bond,2020-11-12,race,Hispanic,0,30
Bond,2020-11-12,race,Left Blank,439,5748
Bond,2020-11-12,race,Other,15,146
Bond,2020-11-12,race,White,284,3309
Bond,2020-11-11,age,<20,110,838
Bond,2020-11-11,age,20-29,127,1297
Bond,2020-11-11,age,30-39,117,1565
Bond,2020-11-11,age,40-49,108,1433
Bond,2020-11-11,age,50-59,110,1274
Bond,2020-11-11,age,60-69,91,1241
Bond,2020-11-11,age,70-79,40,888
Bond,2020-11-11,age,80+,26,737
Bond,2020-11-11,age,Unknown,0,0
Bond,2020-11-11,gender,Female,322,4702
Bond,2020-11-11,gender,Male,421,4432
Bond,2020-11-11,gender,Unknown/Left Blank,0,141
Bond,2020-11-11,race,AI/AN**,0,0
Bond,2020-11-11,race,Asian,0,17
Bond,2020-11-11,race,Black,12,81
Bond,2020-11-11,race,Hispanic,0,30
Bond,2020-11-11,race,Left Blank,435,5725
Bond,2020-11-11,race,Other,15,145
Bond,2020-11-11,race,White,279,3275
Bond,2020-11-10,age,<20,105,832
Bond,2020-11-10,age,20-29,123,1288
Bond,2020-11-10,age,30-39,114,1557
Bond,2020-11-10,age,40-49,106,1422
Bond,2020-11-10,age,50-59,105,1269
Bond,2020-11-10,age,60-69,84,1225
Bond,2020-11-10,age,70-79,37,883
Bond,2020-11-10,age,80+,25,735
Bond,2020-11-10,age,Unknown,0,0
Bond,2020-11-10,gender,Female,307,4666
Bond,2020-11-10,gender,Male,406,4406
Bond,2020-11-10,gender,Unknown/Left Blank,0,141
Bond,2020-11-10,race,AI/AN**,0,0
Bond,2020-11-10,race,Asian,0,17
Bond,2020-11-10,race,Black,12,81
Bond,2020-11-10,race,Hispanic,0,30
Bond,2020-11-10,race,Left Blank,420,5706
Bond,2020-11-10,race,Other,15,140
Bond,2020-11-10,race,White,264,3237
Bond,2020-11-09,age,<20,104,823
Bond,2020-11-09,age,20-29,113,1269
Bond,2020-11-09,age,30-39,109,1525
Bond,2020-11-09,age,40-49,104,1376
Bond,2020-11-09,age,50-59,102,1237
Bond,2020-11-09,age,60-69,81,1200
Bond,2020-11-09,age,70-79,37,879
Bond,2020-11-09,age,80+,24,730
Bond,2020-11-09,age,Unknown,0,0
Bond,2020-11-09,gender,Female,292,4610
Bond,2020-11-09,gender,Male,390,4290
Bond,2020-11-09,gender,Unknown/Left Blank,0,141
Bond,2020-11-09,race,AI/AN**,0,0
Bond,2020-11-09,race,Asian,0,13
Bond,2020-11-09,race,Black,12,81
Bond,2020-11-09,race,Hispanic,0,30
Bond,2020-11-09,race,Left Blank,402,5568
Bond,2020-11-09,race,Other,14,139
Bond,2020-11-09,race,White,252,3208
Bond,2020-11-08,age,<20,0,821
Bond,2020-11-08,age,20-29,0,1251
Bond,2020-11-08,age,30-39,0,1475
Bond,2020-11-08,age,40-49,0,1321
Bond,2020-11-08,age,50-59,0,1201
Bond,2020-11-08,age,60-69,0,1187
Bond,2020-11-08,age,70-79,0,871
Bond,2020-11-08,age,80+,0,728
Bond,2020-11-08,age,Unknown,0,0
Bond,2020-11-08,gender,Female,0,4599
Bond,2020-11-08,gender,Male,0,4117
Bond,2020-11-08,gender,Unknown/Left Blank,0,141
Bond,2020-11-08,race,AI/AN**,0,0
Bond,2020-11-08,race,Asian,0,13
Bond,2020-11-08,race,Black,0,81
Bond,2020-11-08,race,Hispanic,0,30
Bond,2020-11-08,race,Left Blank,0,5394
Bond,2020-11-08,race,Other,0,138
Bond,2020-11-08,race,White,0,3199
Bond,2020-11-07,age,<20,0,818
Bond,2020-11-07,age,20-29,0,1235
Bond,2020-11-07,age,30-39,0,1448
Bond,2020-11-07,age,40-49,0,1305
Bond,2020-11-07,age,50-59,0,1190
Bond,2020-11-07,age,60-69,0,1181
Bond,2020-11-07,age,70-79,0,869
Bond,2020-11-07,age,80+,0,727
Bond,2020-11-07,age,Unknown,0,0
Bond,2020-11-07,gender,Female,0,4562
Bond,2020-11-07,gender,Male,0,4072
Bond,2020-11-07,gender,Unknown/Left Blank,0,141
Bond,2020-11-07,race,AI/AN**,0,0
Bond,2020-11-07,race,Asian,0,13
Bond,2020-11-07,race,Black,0,81
Bond,2020-11-07,race,Hispanic,0,30
Bond,2020-11-07,race,Left Blank,0,5321
Bond,2020-11-07,race,Other,0,137
Bond,2020-11-07,race,White,0,3191
Bond,2020-11-06,age,<20,0,812
Bond,2020-11-06,age,20-29,0,1217
Bond,2020-11-06,age,30-39,0,1422
Bond,2020-11-06,age,40-49,0,1281
Bond,2020-11-06,age,50-59,0,1180
Bond,2020-11-06,age,60-69,0,1176
Bond,2020-11-06,age,70-79,0,866
Bond,2020-11-06,age,80+,0,726
Bond,2020-11-06,age,Unknown,0,0
Bond,2020-11-06,gender,Female,0,4534
Bond,2020-11-06,gender,Male,0,4008
Bond,2020-11-06,gender,Unknown/Left Blank,0,140
Bond,2020-11-06,race,AI/AN**,0,0
Bond,2020-11-06,race,Asian,0,13
Bond,2020-11-06,race,Black,0,81
Bond,2020-11-06,race,Hispanic,0,30
Bond,2020-11-06,race,Left Blank,0,5241
Bond,2020-11-06,race,Other,0,137
Bond,2020-11-06,race,White,0,3178
Bond,2020-11-05,age,<20,100,792
Bond,2020-11-05,age,20-29,101,1182
