county,date,measure,group,cases,tested
Illinois,2020-12-13,age,31784,53,59
Illinois,2020-12-13,age,33656,22,22
Illinois,2020-12-13,age,35,60,56
Illinois,2020-12-13,age,36486,38,51
Illinois,2020-12-13,age,36884,40,1
Illinois,2020-12-13,age,38553,35,43
Illinois,2020-12-13,age,40-49,8,10
Illinois,2020-12-13,age,40036,41,15
Illinois,2020-12-13,age,4249,21,37
Illinois,2020-12-13,age,42537,1,58
Illinois,2020-12-13,age,45012,43,27
Illinois,2020-12-13,age,46775,1,58
Illinois,2020-12-13,age,49941,49,1
Illinois,2020-12-13,age,50-59,7,13
Illinois,2020-12-13,age,56842,50,59
Illinois,2020-12-13,age,571,1,60
Illinois,2020-12-13,age,58688,1,58
Illinois,2020-12-13,age,60-69,52,3
Illinois,2020-12-13,age,60488,1,58
Illinois,2020-12-13,age,7,60,56
Illinois,2020-12-13,age,70-79,39,47
Illinois,2020-12-13,age,80+,32,46
Illinois,2020-12-13,age,81,60,56
Illinois,2020-12-13,age,89084,1,58
Illinois,2020-12-13,age,9,25,1
Illinois,2020-12-13,age,9228,30,58
Illinois,2020-12-13,age,AI/AN**,54,53
Illinois,2020-12-13,age,Left Blank,44,49
Illinois,2020-12-13,age,"rgb(31,119,180)",56,55
Illinois,2020-12-13,age,"rgb(44,160,44)",58,54
Illinois,2020-12-13,gender,Female,438753,6176740
Illinois,2020-12-13,gender,Male,396667,4638110
Illinois,2020-12-13,gender,Unknown/Left Blank,13484,320889
Illinois,2020-12-13,race,AI/AN**,1004,9240
Illinois,2020-12-13,race,Asian,16790,432028
Illinois,2020-12-13,race,Black,78015,872939
Illinois,2020-12-13,race,Hispanic,158728,838301
Illinois,2020-12-13,race,Left Blank,275425,4848396
Illinois,2020-12-13,race,NH/PI*,801,11750
Illinois,2020-12-13,race,Other,29137,355931
Illinois,2020-12-13,race,White,289004,3767154
Illinois,2020-12-12,age,<20,4,8
Illinois,2020-12-12,age,0,61,60
Illinois,2020-12-12,age,10610,44,38
Illinois,2020-12-12,age,107144,45,58
Illinois,2020-12-12,age,110905,47,58
Illinois,2020-12-12,age,125288,3,58
Illinois,2020-12-12,age,13,60,55
Illinois,2020-12-12,age,131,60,55
Illinois,2020-12-12,age,132699,26,58
Illinois,2020-12-12,age,133736,46,58
Illinois,2020-12-12,age,170376,19,58
Illinois,2020-12-12,age,17466,23,57
Illinois,2020-12-12,age,185,1,58
Illinois,2020-12-12,age,19545,27,34
Illinois,2020-12-12,age,20-29,14,23
Illinois,2020-12-12,age,2065,2,39
Illinois,2020-12-12,age,21165,54,33
Illinois,2020-12-12,age,22155,28,19
Illinois,2020-12-12,age,230,60,55
Illinois,2020-12-12,age,27558,15,1
Illinois,2020-12-12,age,28911,11,52
Illinois,2020-12-12,age,29594,5,20
Illinois,2020-12-12,age,30-39,9,14
Illinois,2020-12-12,age,309,50,1
Illinois,2020-12-12,age,31442,16,57
Illinois,2020-12-12,age,31653,53,58
Illinois,2020-12-12,age,33434,21,22
Illinois,2020-12-12,age,35,60,55
Illinois,2020-12-12,age,36171,37,50
Illinois,2020-12-12,age,36579,39,1
Illinois,2020-12-12,age,38216,35,43
Illinois,2020-12-12,age,39669,40,15
Illinois,2020-12-12,age,40-49,7,10
Illinois,2020-12-12,age,4221,20,37
Illinois,2020-12-12,age,42391,1,57
Illinois,2020-12-12,age,44612,42,27
Illinois,2020-12-12,age,46622,1,57
Illinois,2020-12-12,age,49548,48,1
Illinois,2020-12-12,age,50-59,6,13
Illinois,2020-12-12,age,56614,49,58
Illinois,2020-12-12,age,569,1,59
Illinois,2020-12-12,age,58494,1,57
Illinois,2020-12-12,age,60-69,51,3
Illinois,2020-12-12,age,60304,1,57
Illinois,2020-12-12,age,7,60,55
Illinois,2020-12-12,age,70-79,38,47
Illinois,2020-12-12,age,80+,31,46
Illinois,2020-12-12,age,81,60,55
Illinois,2020-12-12,age,88808,1,57
Illinois,2020-12-12,age,9,24,1
Illinois,2020-12-12,age,9192,29,57
Illinois,2020-12-12,age,AI/AN**,52,53
Illinois,2020-12-12,age,Left Blank,55,49
Illinois,2020-12-12,age,"rgb(31,119,180)",56,54
Illinois,2020-12-12,age,"rgb(44,160,44)",58,52
Illinois,2020-12-12,gender,Female,435005,6142089
Illinois,2020-12-12,gender,Male,393321,4613784
Illinois,2020-12-12,gender,Unknown/Left Blank,13362,317968
Illinois,2020-12-12,race,AI/AN**,998,9186
Illinois,2020-12-12,race,Asian,16613,429865
Illinois,2020-12-12,race,Black,77442,868600
Illinois,2020-12-12,race,Hispanic,157570,833939
Illinois,2020-12-12,race,Left Blank,272871,4816853
Illinois,2020-12-12,race,NH/PI*,797,11719
Illinois,2020-12-12,race,Other,28862,354766
Illinois,2020-12-12,race,White,286535,3748913
Illinois,2020-12-11,age,<20,4,8
Illinois,2020-12-11,age,0,60,60
Illinois,2020-12-11,age,10525,43,39
Illinois,2020-12-11,age,106410,44,58
Illinois,2020-12-11,age,110110,46,58
Illinois,2020-12-11,age,124124,3,58
Illinois,2020-12-11,age,129,59,55
Illinois,2020-12-11,age,13,59,55
Illinois,2020-12-11,age,131561,24,58
Illinois,2020-12-11,age,132422,45,58
Illinois,2020-12-11,age,168764,17,58
Illinois,2020-12-11,age,17355,26,57
Illinois,2020-12-11,age,184,1,58
Illinois,2020-12-11,age,19285,25,33
Illinois,2020-12-11,age,20-29,14,22
Illinois,2020-12-11,age,2046,2,38
Illinois,2020-12-11,age,21017,53,32
Illinois,2020-12-11,age,21906,27,18
Illinois,2020-12-11,age,230,59,55
Illinois,2020-12-11,age,27323,15,1
Illinois,2020-12-11,age,28731,11,51
Illinois,2020-12-11,age,29417,5,19
Illinois,2020-12-11,age,30-39,9,14
Illinois,2020-12-11,age,305,47,1
Illinois,2020-12-11,age,31178,17,57
Illinois,2020-12-11,age,31382,52,58
Illinois,2020-12-11,age,33201,20,21
Illinois,2020-12-11,age,35,59,55
Illinois,2020-12-11,age,35790,36,50
Illinois,2020-12-11,age,36151,38,1
Illinois,2020-12-11,age,37761,34,43
Illinois,2020-12-11,age,39207,39,15
Illinois,2020-12-11,age,40-49,7,9
Illinois,2020-12-11,age,4195,19,36
Illinois,2020-12-11,age,42027,1,57
Illinois,2020-12-11,age,44078,40,26
Illinois,2020-12-11,age,46233,1,57
Illinois,2020-12-11,age,49069,48,1
Illinois,2020-12-11,age,50-59,6,13
Illinois,2020-12-11,age,56232,49,58
Illinois,2020-12-11,age,565,1,59
Illinois,2020-12-11,age,58024,1,57
Illinois,2020-12-11,age,59913,1,57
Illinois,2020-12-11,age,60-69,50,3
Illinois,2020-12-11,age,7,59,55
Illinois,2020-12-11,age,70-79,37,46
Illinois,2020-12-11,age,80,59,55
Illinois,2020-12-11,age,80+,29,45
Illinois,2020-12-11,age,88137,1,57
Illinois,2020-12-11,age,9,22,1
Illinois,2020-12-11,age,9139,28,57
Illinois,2020-12-11,age,AI/AN**,51,52
Illinois,2020-12-11,age,Left Blank,54,48
Illinois,2020-12-11,age,"rgb(31,119,180)",55,54
Illinois,2020-12-11,age,"rgb(44,160,44)",57,53
Illinois,2020-12-11,gender,Female,430371,6078246
Illinois,2020-12-11,gender,Male,389360,4572261
Illinois,2020-12-11,gender,Unknown/Left Blank,13220,300128
Illinois,2020-12-11,race,AI/AN**,976,9086
Illinois,2020-12-11,race,Asian,16432,426202
Illinois,2020-12-11,race,Black,76892,861189
Illinois,2020-12-11,race,Hispanic,156467,826812
Illinois,2020-12-11,race,Left Blank,269529,4749203
Illinois,2020-12-11,race,NH/PI*,789,11627
Illinois,2020-12-11,race,Other,28579,352052
Illinois,2020-12-11,race,White,283287,3714464
Illinois,2020-12-10,age,<20,4,9
Illinois,2020-12-10,age,0,60,59
Illinois,2020-12-10,age,10434,43,39
Illinois,2020-12-10,age,105533,45,57
Illinois,2020-12-10,age,109258,46,57
Illinois,2020-12-10,age,122869,3,57
Illinois,2020-12-10,age,127,59,54
Illinois,2020-12-10,age,13,59,54
Illinois,2020-12-10,age,130298,24,57
Illinois,2020-12-10,age,131045,44,57
Illinois,2020-12-10,age,167181,17,57
Illinois,2020-12-10,age,17230,26,56
Illinois,2020-12-10,age,181,1,57
Illinois,2020-12-10,age,18969,25,33
Illinois,2020-12-10,age,20-29,14,22
Illinois,2020-12-10,age,2027,2,37
Illinois,2020-12-10,age,20849,53,32
Illinois,2020-12-10,age,21625,27,18
Illinois,2020-12-10,age,229,59,54
Illinois,2020-12-10,age,27051,15,1
Illinois,2020-12-10,age,28518,11,51
Illinois,2020-12-10,age,29184,5,19
Illinois,2020-12-10,age,297,47,1
Illinois,2020-12-10,age,30-39,10,14
Illinois,2020-12-10,age,30905,17,56
Illinois,2020-12-10,age,31089,52,57
Illinois,2020-12-10,age,32904,20,21
Illinois,2020-12-10,age,34,59,54
Illinois,2020-12-10,age,35332,36,49
Illinois,2020-12-10,age,35687,38,1
Illinois,2020-12-10,age,37288,34,44
Illinois,2020-12-10,age,38726,39,15
Illinois,2020-12-10,age,40-49,7,10
Illinois,2020-12-10,age,41586,45,56
Illinois,2020-12-10,age,4162,19,36
Illinois,2020-12-10,age,43558,40,26
Illinois,2020-12-10,age,45771,1,56
Illinois,2020-12-10,age,48555,48,1
Illinois,2020-12-10,age,50-59,6,13
Illinois,2020-12-10,age,55831,49,57
Illinois,2020-12-10,age,564,1,58
Illinois,2020-12-10,age,57473,1,56
Illinois,2020-12-10,age,59433,1,56
Illinois,2020-12-10,age,6,59,54
Illinois,2020-12-10,age,60-69,50,3
Illinois,2020-12-10,age,70-79,37,46
Illinois,2020-12-10,age,79,59,54
Illinois,2020-12-10,age,80+,29,45
Illinois,2020-12-10,age,87419,1,56
Illinois,2020-12-10,age,9,22,1
Illinois,2020-12-10,age,9050,28,56
Illinois,2020-12-10,age,AI/AN**,51,52
Illinois,2020-12-10,age,Left Blank,54,48
Illinois,2020-12-10,age,"rgb(31,119,180)",55,53
Illinois,2020-12-10,age,"rgb(44,160,44)",57,51
Illinois,2020-12-10,gender,Female,425674,6021209
Illinois,2020-12-10,gender,Male,385170,4533102
Illinois,2020-12-10,gender,Unknown/Left Blank,12687,296009
Illinois,2020-12-10,race,AI/AN**,967,9005
Illinois,2020-12-10,race,Asian,16244,422998
Illinois,2020-12-10,race,Black,76091,853285
Illinois,2020-12-10,race,Hispanic,155141,819349
Illinois,2020-12-10,race,Left Blank,266251,4706119
Illinois,2020-12-10,race,NH/PI*,785,11539
Illinois,2020-12-10,race,Other,28274,348913
Illinois,2020-12-10,race,White,279778,3679112
Illinois,2020-12-09,age,<20,3,8
Illinois,2020-12-09,age,0,59,59
Illinois,2020-12-09,age,10307,41,39
Illinois,2020-12-09,age,104644,44,57
Illinois,2020-12-09,age,108325,45,57
Illinois,2020-12-09,age,121512,4,57
Illinois,2020-12-09,age,125,58,54
Illinois,2020-12-09,age,129130,23,57
Illinois,2020-12-09,age,129578,43,57
Illinois,2020-12-09,age,13,58,54
Illinois,2020-12-09,age,165477,17,57
Illinois,2020-12-09,age,17114,26,56
Illinois,2020-12-09,age,179,1,57
Illinois,2020-12-09,age,18646,25,33
Illinois,2020-12-09,age,20-29,14,22
Illinois,2020-12-09,age,2009,2,38
Illinois,2020-12-09,age,20592,51,32
Illinois,2020-12-09,age,21298,27,18
Illinois,2020-12-09,age,229,58,54
Illinois,2020-12-09,age,255,46,1
Illinois,2020-12-09,age,26636,15,1
Illinois,2020-12-09,age,28209,11,51
Illinois,2020-12-09,age,28890,6,19
Illinois,2020-12-09,age,30-39,10,13
Illinois,2020-12-09,age,30692,17,56
Illinois,2020-12-09,age,30801,52,57
Illinois,2020-12-09,age,32555,21,21
Illinois,2020-12-09,age,33,58,54
Illinois,2020-12-09,age,34798,36,49
Illinois,2020-12-09,age,35024,37,1
Illinois,2020-12-09,age,36692,33,43
Illinois,2020-12-09,age,38092,38,14
Illinois,2020-12-09,age,40-49,7,9
Illinois,2020-12-09,age,4110,20,36
Illinois,2020-12-09,age,41314,1,56
Illinois,2020-12-09,age,42829,39,26
Illinois,2020-12-09,age,45445,1,56
Illinois,2020-12-09,age,47804,47,1
Illinois,2020-12-09,age,50-59,5,12
Illinois,2020-12-09,age,55353,48,57
Illinois,2020-12-09,age,563,1,58
Illinois,2020-12-09,age,57086,1,56
Illinois,2020-12-09,age,59085,1,56
Illinois,2020-12-09,age,6,58,54
Illinois,2020-12-09,age,60-69,49,3
Illinois,2020-12-09,age,70-79,35,46
Illinois,2020-12-09,age,76,58,54
Illinois,2020-12-09,age,80+,29,45
Illinois,2020-12-09,age,86876,1,56
Illinois,2020-12-09,age,8939,28,56
Illinois,2020-12-09,age,9,24,1
Illinois,2020-12-09,age,AI/AN**,50,52
Illinois,2020-12-09,age,Left Blank,53,48
Illinois,2020-12-09,age,"rgb(31,119,180)",54,53
Illinois,2020-12-09,age,"rgb(44,160,44)",56,51
Illinois,2020-12-09,gender,Female,419952,5956423
Illinois,2020-12-09,gender,Male,380002,4489990
Illinois,2020-12-09,gender,Unknown/Left Blank,12476,292659
Illinois,2020-12-09,race,AI/AN**,954,8916
Illinois,2020-12-09,race,Asian,15997,419801
Illinois,2020-12-09,race,Black,75253,844999
Illinois,2020-12-09,race,Hispanic,153319,811930
Illinois,2020-12-09,race,Left Blank,263027,4656977
Illinois,2020-12-09,race,NH/PI*,777,11449
Illinois,2020-12-09,race,Other,27883,346597
Illinois,2020-12-09,race,White,275220,3638403
Illinois,2020-12-08,age,<20,4,10
Illinois,2020-12-08,age,0,61,61
Illinois,2020-12-08,age,10229,44,40
Illinois,2020-12-08,age,103978,46,59
Illinois,2020-12-08,age,107356,47,59
Illinois,2020-12-08,age,120289,3,59
Illinois,2020-12-08,age,123,60,56
Illinois,2020-12-08,age,127875,24,59
Illinois,2020-12-08,age,128312,45,59
Illinois,2020-12-08,age,13,60,56
Illinois,2020-12-08,age,163919,17,59
Illinois,2020-12-08,age,17011,27,58
Illinois,2020-12-08,age,178,1,59
Illinois,2020-12-08,age,18433,26,34
Illinois,2020-12-08,age,1982,2,38
Illinois,2020-12-08,age,20-29,14,23
Illinois,2020-12-08,age,20414,53,33
Illinois,2020-12-08,age,21044,28,19
Illinois,2020-12-08,age,227,60,56
Illinois,2020-12-08,age,250,48,1
Illinois,2020-12-08,age,26333,15,1
Illinois,2020-12-08,age,27994,11,53
Illinois,2020-12-08,age,28627,6,20
Illinois,2020-12-08,age,30-39,10,14
Illinois,2020-12-08,age,30471,18,58
Illinois,2020-12-08,age,30515,54,59
Illinois,2020-12-08,age,32282,22,22
Illinois,2020-12-08,age,33,60,56
Illinois,2020-12-08,age,34296,38,50
Illinois,2020-12-08,age,34566,39,1
Illinois,2020-12-08,age,36248,35,42
Illinois,2020-12-08,age,37670,40,15
Illinois,2020-12-08,age,40-49,8,9
Illinois,2020-12-08,age,4078,21,37
Illinois,2020-12-08,age,41000,1,58
Illinois,2020-12-08,age,42291,41,28
Illinois,2020-12-08,age,45156,1,58
Illinois,2020-12-08,age,47314,49,1
Illinois,2020-12-08,age,50-59,5,12
Illinois,2020-12-08,age,54853,50,59
Illinois,2020-12-08,age,563,1,60
Illinois,2020-12-08,age,56754,1,58
Illinois,2020-12-08,age,58813,1,58
Illinois,2020-12-08,age,6,60,56
Illinois,2020-12-08,age,60-69,51,3
Illinois,2020-12-08,age,70-79,37,47
Illinois,2020-12-08,age,75,60,56
Illinois,2020-12-08,age,80+,31,46
Illinois,2020-12-08,age,86403,1,58
Illinois,2020-12-08,age,8844,29,58
Illinois,2020-12-08,age,9,25,1
Illinois,2020-12-08,age,AI/AN**,52,54
Illinois,2020-12-08,age,Left Blank,55,49
Illinois,2020-12-08,age,"rgb(31,119,180)",56,55
Illinois,2020-12-08,age,"rgb(44,160,44)",58,52
Illinois,2020-12-08,gender,Female,415639,5906948
Illinois,2020-12-08,gender,Male,376250,4456045
Illinois,2020-12-08,gender,Unknown/Left Blank,12285,290705
Illinois,2020-12-08,race,AI/AN**,940,8810
Illinois,2020-12-08,race,Asian,15804,415922
Illinois,2020-12-08,race,Black,74582,837275
Illinois,2020-12-08,race,Hispanic,151950,805187
Illinois,2020-12-08,race,Left Blank,260593,4628743
Illinois,2020-12-08,race,NH/PI*,772,11332
Illinois,2020-12-08,race,Other,27636,344498
Illinois,2020-12-08,race,White,271897,3601931
Illinois,2020-12-07,age,<20,4,10
Illinois,2020-12-07,age,0,61,60
Illinois,2020-12-07,age,10171,44,40
Illinois,2020-12-07,age,103449,46,58
Illinois,2020-12-07,age,106718,47,58
Illinois,2020-12-07,age,119478,3,58
Illinois,2020-12-07,age,124,60,55
Illinois,2020-12-07,age,126991,24,58
Illinois,2020-12-07,age,127478,45,58
Illinois,2020-12-07,age,13,60,55
Illinois,2020-12-07,age,162910,18,58
Illinois,2020-12-07,age,16913,27,57
Illinois,2020-12-07,age,177,1,58
Illinois,2020-12-07,age,18143,25,34
Illinois,2020-12-07,age,1963,2,38
Illinois,2020-12-07,age,20-29,14,22
Illinois,2020-12-07,age,20268,53,33
Illinois,2020-12-07,age,20769,28,18
Illinois,2020-12-07,age,225,60,55
Illinois,2020-12-07,age,247,48,1
Illinois,2020-12-07,age,26091,16,1
Illinois,2020-12-07,age,27809,11,51
Illinois,2020-12-07,age,28439,6,20
Illinois,2020-12-07,age,30-39,10,14
Illinois,2020-12-07,age,30304,17,57
Illinois,2020-12-07,age,30375,54,58
Illinois,2020-12-07,age,32,60,55
Illinois,2020-12-07,age,32055,22,23
Illinois,2020-12-07,age,33836,38,50
Illinois,2020-12-07,age,34133,40,1
Illinois,2020-12-07,age,35815,35,42
Illinois,2020-12-07,age,37253,39,15
Illinois,2020-12-07,age,40-49,7,9
Illinois,2020-12-07,age,4048,21,37
Illinois,2020-12-07,age,40696,46,57
Illinois,2020-12-07,age,41792,41,27
Illinois,2020-12-07,age,44873,1,57
Illinois,2020-12-07,age,46797,49,1
Illinois,2020-12-07,age,50-59,5,12
Illinois,2020-12-07,age,54591,50,58
Illinois,2020-12-07,age,561,1,59
Illinois,2020-12-07,age,56431,1,57
Illinois,2020-12-07,age,58574,1,57
Illinois,2020-12-07,age,6,60,55
Illinois,2020-12-07,age,60-69,51,3
Illinois,2020-12-07,age,70-79,37,47
Illinois,2020-12-07,age,75,60,55
Illinois,2020-12-07,age,80+,30,46
Illinois,2020-12-07,age,85984,1,57
Illinois,2020-12-07,age,8802,31,57
Illinois,2020-12-07,age,9,26,1
Illinois,2020-12-07,age,AI/AN**,52,53
Illinois,2020-12-07,age,Left Blank,55,49
Illinois,2020-12-07,age,"rgb(31,119,180)",56,54
Illinois,2020-12-07,age,"rgb(44,160,44)",58,52
Illinois,2020-12-07,gender,Female,411448,5859126
Illinois,2020-12-07,gender,Male,372644,4421841
Illinois,2020-12-07,gender,Unknown/Left Blank,12172,289528
Illinois,2020-12-07,race,AI/AN**,930,8763
Illinois,2020-12-07,race,Asian,15639,413694
Illinois,2020-12-07,race,Black,73979,832167
Illinois,2020-12-07,race,Hispanic,150855,799903
Illinois,2020-12-07,race,Left Blank,258129,4585276
Illinois,2020-12-07,race,NH/PI*,766,11288
Illinois,2020-12-07,race,Other,27392,342623
Illinois,2020-12-07,race,White,268574,3576781
Illinois,2020-12-06,age,<20,3,9
Illinois,2020-12-06,age,0,60,61
Illinois,2020-12-06,age,10095,42,40
Illinois,2020-12-06,age,102756,1,59
Illinois,2020-12-06,age,105991,46,59
Illinois,2020-12-06,age,118568,4,59
Illinois,2020-12-06,age,123,59,56
Illinois,2020-12-06,age,126109,24,59
Illinois,2020-12-06,age,126573,44,59
Illinois,2020-12-06,age,13,59,56
Illinois,2020-12-06,age,161749,18,59
Illinois,2020-12-06,age,16783,27,58
Illinois,2020-12-06,age,177,1,59
Illinois,2020-12-06,age,17960,25,34
Illinois,2020-12-06,age,1948,2,38
Illinois,2020-12-06,age,20-29,14,23
Illinois,2020-12-06,age,20079,52,33
Illinois,2020-12-06,age,20563,28,19
Illinois,2020-12-06,age,224,59,56
Illinois,2020-12-06,age,247,47,1
Illinois,2020-12-06,age,25789,16,1
Illinois,2020-12-06,age,27590,11,51
Illinois,2020-12-06,age,28220,6,20
Illinois,2020-12-06,age,30-39,10,14
Illinois,2020-12-06,age,30061,17,58
Illinois,2020-12-06,age,30204,53,59
Illinois,2020-12-06,age,31754,22,22
Illinois,2020-12-06,age,32,59,56
Illinois,2020-12-06,age,33483,37,50
Illinois,2020-12-06,age,33805,39,1
Illinois,2020-12-06,age,35436,34,42
Illinois,2020-12-06,age,36880,38,15
Illinois,2020-12-06,age,40-49,7,8
Illinois,2020-12-06,age,4010,21,37
Illinois,2020-12-06,age,40394,45,58
Illinois,2020-12-06,age,41367,40,27
Illinois,2020-12-06,age,44523,1,58
Illinois,2020-12-06,age,46360,48,1
Illinois,2020-12-06,age,50-59,5,12
Illinois,2020-12-06,age,54268,49,59
Illinois,2020-12-06,age,559,1,60
Illinois,2020-12-06,age,56034,1,58
Illinois,2020-12-06,age,58189,1,58
Illinois,2020-12-06,age,6,59,56
Illinois,2020-12-06,age,60-69,50,3
Illinois,2020-12-06,age,70-79,36,47
Illinois,2020-12-06,age,75,59,56
Illinois,2020-12-06,age,80+,30,46
Illinois,2020-12-06,age,85487,1,58
Illinois,2020-12-06,age,8754,29,58
Illinois,2020-12-06,age,9,26,1
Illinois,2020-12-06,age,AI/AN**,51,54
Illinois,2020-12-06,age,Left Blank,54,49
Illinois,2020-12-06,age,"rgb(31,119,180)",55,55
Illinois,2020-12-06,age,"rgb(44,160,44)",57,53
Illinois,2020-12-06,gender,Female,406911,5814975
Illinois,2020-12-06,gender,Male,368582,4390277
Illinois,2020-12-06,gender,Unknown/Left Blank,12080,288740
Illinois,2020-12-06,race,AI/AN**,926,8705
Illinois,2020-12-06,race,Asian,15465,411283
Illinois,2020-12-06,race,Black,73391,826395
Illinois,2020-12-06,race,Hispanic,149496,793225
Illinois,2020-12-06,race,Left Blank,254612,4549796
Illinois,2020-12-06,race,NH/PI*,762,11246
Illinois,2020-12-06,race,Other,27031,340271
Illinois,2020-12-06,race,White,265890,3553071
Illinois,2020-12-05,age,<20,3,9
Illinois,2020-12-05,age,0,61,61
Illinois,2020-12-05,age,10003,43,41
Illinois,2020-12-05,age,102113,1,59
Illinois,2020-12-05,age,105385,47,59
Illinois,2020-12-05,age,117675,4,59
Illinois,2020-12-05,age,123,60,56
Illinois,2020-12-05,age,125239,24,59
Illinois,2020-12-05,age,125548,45,59
Illinois,2020-12-05,age,13,60,56
Illinois,2020-12-05,age,160430,18,59
Illinois,2020-12-05,age,16685,27,58
Illinois,2020-12-05,age,177,1,59
Illinois,2020-12-05,age,17816,25,34
Illinois,2020-12-05,age,1933,2,38
Illinois,2020-12-05,age,19899,53,33
Illinois,2020-12-05,age,20-29,14,23
Illinois,2020-12-05,age,20372,28,19
Illinois,2020-12-05,age,224,60,56
Illinois,2020-12-05,age,246,48,1
Illinois,2020-12-05,age,25557,15,1
Illinois,2020-12-05,age,27361,11,51
Illinois,2020-12-05,age,28004,6,20
Illinois,2020-12-05,age,29853,17,58
Illinois,2020-12-05,age,30-39,10,14
Illinois,2020-12-05,age,30007,54,59
Illinois,2020-12-05,age,31,60,56
Illinois,2020-12-05,age,31478,22,22
Illinois,2020-12-05,age,33203,38,50
Illinois,2020-12-05,age,33453,40,1
Illinois,2020-12-05,age,35089,35,42
Illinois,2020-12-05,age,36565,39,15
Illinois,2020-12-05,age,3973,21,37
Illinois,2020-12-05,age,40-49,7,8
Illinois,2020-12-05,age,40094,46,58
Illinois,2020-12-05,age,40987,41,27
Illinois,2020-12-05,age,44138,1,58
Illinois,2020-12-05,age,45938,49,1
Illinois,2020-12-05,age,50-59,5,12
Illinois,2020-12-05,age,53942,50,59
Illinois,2020-12-05,age,55641,1,58
Illinois,2020-12-05,age,559,1,60
Illinois,2020-12-05,age,57804,1,58
Illinois,2020-12-05,age,6,60,56
Illinois,2020-12-05,age,60-69,51,3
Illinois,2020-12-05,age,70-79,37,47
Illinois,2020-12-05,age,75,60,56
Illinois,2020-12-05,age,80+,30,46
Illinois,2020-12-05,age,84959,1,58
Illinois,2020-12-05,age,8684,31,58
Illinois,2020-12-05,age,9,26,1
Illinois,2020-12-05,age,AI/AN**,52,53
Illinois,2020-12-05,age,Left Blank,55,49
Illinois,2020-12-05,age,"rgb(31,119,180)",56,55
Illinois,2020-12-05,age,"rgb(44,160,44)",58,54
Illinois,2020-12-05,gender,Female,402968,5771072
Illinois,2020-12-05,gender,Male,365050,4358527
Illinois,2020-12-05,gender,Unknown/Left Blank,11957,287266
Illinois,2020-12-05,race,AI/AN**,918,8619
Illinois,2020-12-05,race,Asian,15310,408322
Illinois,2020-12-05,race,Black,72772,820516
Illinois,2020-12-05,race,Hispanic,148219,787125
Illinois,2020-12-05,race,Left Blank,251793,4514084
Illinois,2020-12-05,race,NH/PI*,759,11182
Illinois,2020-12-05,race,Other,26746,337904
Illinois,2020-12-05,race,White,263458,3529113
Illinois,2020-12-04,age,<20,3,10
Illinois,2020-12-04,age,0,60,59
Illinois,2020-12-04,age,101451,1,57
Illinois,2020-12-04,age,104578,46,57
Illinois,2020-12-04,age,116599,4,57
Illinois,2020-12-04,age,123,59,54
Illinois,2020-12-04,age,124180,23,57
Illinois,2020-12-04,age,124375,44,57
Illinois,2020-12-04,age,13,59,54
Illinois,2020-12-04,age,158846,17,57
Illinois,2020-12-04,age,16573,25,56
Illinois,2020-12-04,age,17596,24,33
Illinois,2020-12-04,age,177,1,57
Illinois,2020-12-04,age,1915,2,37
Illinois,2020-12-04,age,19738,52,32
Illinois,2020-12-04,age,20-29,14,23
Illinois,2020-12-04,age,20119,27,19
Illinois,2020-12-04,age,222,59,54
Illinois,2020-12-04,age,237,47,1
Illinois,2020-12-04,age,25249,16,1
Illinois,2020-12-04,age,27083,11,51
Illinois,2020-12-04,age,27752,6,20
Illinois,2020-12-04,age,29,59,54
Illinois,2020-12-04,age,29621,17,56
Illinois,2020-12-04,age,29748,53,57
Illinois,2020-12-04,age,30-39,10,15
Illinois,2020-12-04,age,31167,21,22
Illinois,2020-12-04,age,32782,37,48
Illinois,2020-12-04,age,32958,39,1
Illinois,2020-12-04,age,34597,34,41
Illinois,2020-12-04,age,36062,38,14
Illinois,2020-12-04,age,3930,20,36
Illinois,2020-12-04,age,39761,45,56
Illinois,2020-12-04,age,40-49,8,8
Illinois,2020-12-04,age,40448,40,26
Illinois,2020-12-04,age,43739,1,56
Illinois,2020-12-04,age,45333,48,1
Illinois,2020-12-04,age,50-59,5,12
Illinois,2020-12-04,age,53578,49,57
Illinois,2020-12-04,age,55204,1,56
Illinois,2020-12-04,age,559,1,58
Illinois,2020-12-04,age,57422,1,56
Illinois,2020-12-04,age,6,59,54
Illinois,2020-12-04,age,60-69,50,3
Illinois,2020-12-04,age,70-79,36,46
Illinois,2020-12-04,age,74,59,54
Illinois,2020-12-04,age,80+,29,45
Illinois,2020-12-04,age,84339,1,56
Illinois,2020-12-04,age,8603,28,56
Illinois,2020-12-04,age,9,26,1
Illinois,2020-12-04,age,9908,43,40
Illinois,2020-12-04,age,AI/AN**,51,50
Illinois,2020-12-04,age,Left Blank,54,49
Illinois,2020-12-04,age,"rgb(31,119,180)",55,53
Illinois,2020-12-04,age,"rgb(44,160,44)",57,52
Illinois,2020-12-04,gender,Female,397825,5712871
Illinois,2020-12-04,gender,Male,360407,4319084
Illinois,2020-12-04,gender,Unknown/Left Blank,11856,285608
Illinois,2020-12-04,race,AI/AN**,897,8501
Illinois,2020-12-04,race,Asian,15099,404782
Illinois,2020-12-04,race,Black,72012,813532
Illinois,2020-12-04,race,Hispanic,146753,781654
Illinois,2020-12-04,race,Left Blank,248197,4465817
Illinois,2020-12-04,race,NH/PI*,756,11111
