County,confirmed_cases,total_tested,probable_deaths,deaths,date
Bond,392,6972,NA,9,2020-10-13
Boone,1464,18805,NA,24,2020-10-13
Brown,80,1840,NA,0,2020-10-13
Bureau,798,11096,NA,15,2020-10-13
Calhoun,66,1441,NA,0,2020-10-13
Carroll,287,5705,NA,6,2020-10-13
Cass,434,5223,NA,11,2020-10-13
Champaign,5434,641675,NA,27,2020-10-13
Chicago,85640,1308364,NA,2995,2020-10-13
Christian,712,13039,NA,21,2020-10-13
Clark,234,5218,NA,4,2020-10-13
Clay,252,4084,NA,6,2020-10-13
Clinton,1438,15382,NA,23,2020-10-13
Coles,1662,25453,NA,37,2020-10-13
Cook,71086,1125903,NA,2320,2020-10-13
Crawford,576,5129,NA,6,2020-10-13
Cumberland,237,4347,NA,5,2020-10-13
De Witt,204,4802,NA,3,2020-10-13
DeKalb,1912,37645,NA,41,2020-10-13
Douglas,398,9225,NA,8,2020-10-13
DuPage,19640,373724,NA,585,2020-10-13
Edgar,133,4289,NA,8,2020-10-13
Edwards,83,979,NA,0,2020-10-13
Effingham,995,13590,NA,3,2020-10-13
Fayette,550,7327,NA,15,2020-10-13
Ford,157,5807,NA,6,2020-10-13
Franklin,698,13749,NA,5,2020-10-13
Fulton,301,12118,NA,0,2020-10-13
Gallatin,89,924,NA,2,2020-10-13
Greene,248,4314,NA,15,2020-10-13
Grundy,795,12212,NA,7,2020-10-13
Hamilton,91,1738,NA,2,2020-10-13
Hancock,254,6168,NA,3,2020-10-13
Hardin,46,1191,NA,0,2020-10-13
Henderson,90,1514,NA,0,2020-10-13
Henry,760,18792,NA,5,2020-10-13
Illinois,324743,6411254,NA,9025,2020-10-13
Iroquois,422,12417,NA,19,2020-10-13
Jackson,1356,20581,NA,24,2020-10-13
Jasper,228,3077,NA,10,2020-10-13
Jefferson,796,11356,NA,39,2020-10-13
Jersey,431,7192,NA,20,2020-10-13
Jo Daviess,369,6329,NA,2,2020-10-13
Johnson,265,3213,NA,0,2020-10-13
Kane,14436,199135,NA,335,2020-10-13
Kankakee,2999,58050,NA,78,2020-10-13
Kendall,2305,39021,NA,26,2020-10-13
Knox,909,20437,NA,5,2020-10-13
Lake,18521,283617,NA,499,2020-10-13
LaSalle,2004,34687,NA,58,2020-10-13
Lawrence,288,5863,NA,6,2020-10-13
Lee,517,8923,NA,1,2020-10-13
Livingston,485,14345,NA,9,2020-10-13
Logan,513,16423,NA,2,2020-10-13
Macon,2115,44570,NA,48,2020-10-13
Macoupin,654,20696,NA,8,2020-10-13
Madison,6426,88014,NA,148,2020-10-13
Marion,757,15575,NA,7,2020-10-13
Marshall,127,5063,NA,1,2020-10-13
Mason,209,5339,NA,1,2020-10-13
Massac,131,3099,NA,2,2020-10-13
McDonough,576,9919,NA,15,2020-10-13
McHenry,5202,87909,NA,119,2020-10-13
McLean,3712,86844,NA,29,2020-10-13
Menard,152,5371,NA,1,2020-10-13
Mercer,183,5446,NA,6,2020-10-13
Monroe,808,9562,NA,27,2020-10-13
Montgomery,482,15113,NA,14,2020-10-13
Morgan,757,14675,NA,24,2020-10-13
Moultrie,280,5871,NA,4,2020-10-13
Ogle,926,16997,NA,6,2020-10-13
Out Of State,3,50271,NA,0,2020-10-13
Peoria,3985,99564,NA,56,2020-10-13
Perry,377,7035,NA,16,2020-10-13
Piatt,177,9083,NA,0,2020-10-13
Pike,201,4307,NA,2,2020-10-13
Pope,36,681,NA,1,2020-10-13
Pulaski,212,1736,NA,1,2020-10-13
Putnam,75,1377,NA,0,2020-10-13
Randolph,1069,13467,NA,13,2020-10-13
Richland,294,7105,NA,11,2020-10-13
Rock Island,3411,66428,NA,83,2020-10-13
Saline,443,7540,NA,6,2020-10-13
Sangamon,3052,117471,NA,50,2020-10-13
Schuyler,73,2105,NA,1,2020-10-13
Scott,84,2433,NA,0,2020-10-13
Shelby,512,7739,NA,7,2020-10-13
St. Clair,7294,93849,NA,205,2020-10-13
Stark,69,2292,NA,2,2020-10-13
Stephenson,707,14444,NA,7,2020-10-13
Tazewell,2164,66889,NA,44,2020-10-13
Unassigned,31,60418,NA,0,2020-10-13
Union,668,7431,NA,25,2020-10-13
Vermilion,1323,31928,NA,6,2020-10-13
Wabash,185,2662,NA,4,2020-10-13
Warren,399,4624,NA,6,2020-10-13
Washington,262,3647,NA,1,2020-10-13
Wayne,390,4991,NA,7,2020-10-13
White,210,6052,NA,1,2020-10-13
Whiteside,1019,16965,NA,21,2020-10-13
Will,15766,244620,NA,404,2020-10-13
Williamson,1575,28971,NA,56,2020-10-13
Winnebago,8063,114249,NA,158,2020-10-13
Woodford,494,14803,NA,9,2020-10-13
Adams,1416,34668,NA,11,2020-10-12
Alexander,101,2198,NA,1,2020-10-12
Bond,387,6940,NA,8,2020-10-12
Boone,1425,18615,NA,24,2020-10-12
Brown,78,1839,NA,0,2020-10-12
Bureau,798,11019,NA,15,2020-10-12
Calhoun,66,1438,NA,0,2020-10-12
Carroll,277,5432,NA,6,2020-10-12
Cass,433,5209,NA,11,2020-10-12
Champaign,5389,634934,NA,27,2020-10-12
Chicago,85153,1297820,NA,2991,2020-10-12
Christian,708,13007,NA,21,2020-10-12
Clark,233,5215,NA,4,2020-10-12
Clay,248,4067,NA,3,2020-10-12
Clinton,1430,15255,NA,23,2020-10-12
Coles,1656,25409,NA,37,2020-10-12
Cook,70414,1116755,NA,2313,2020-10-12
Crawford,572,5039,NA,6,2020-10-12
Cumberland,234,4343,NA,5,2020-10-12
De Witt,199,4712,NA,2,2020-10-12
DeKalb,1893,37341,NA,41,2020-10-12
Douglas,385,9163,NA,8,2020-10-12
DuPage,19467,371340,NA,582,2020-10-12
Edgar,132,4239,NA,8,2020-10-12
Edwards,80,978,NA,0,2020-10-12
Effingham,987,13513,NA,3,2020-10-12
Fayette,547,7280,NA,14,2020-10-12
Ford,155,5758,NA,6,2020-10-12
Franklin,678,13685,NA,5,2020-10-12
Fulton,293,12051,NA,0,2020-10-12
Gallatin,89,922,NA,2,2020-10-12
Greene,248,4304,NA,15,2020-10-12
Grundy,786,12137,NA,7,2020-10-12
Hamilton,90,1724,NA,2,2020-10-12
Hancock,252,6108,NA,3,2020-10-12
Hardin,46,1186,NA,0,2020-10-12
Henderson,88,1511,NA,0,2020-10-12
Henry,758,18740,NA,5,2020-10-12
Illinois,321892,6355261,NA,8997,2020-10-12
Iroquois,415,12378,NA,19,2020-10-12
Jackson,1354,20485,NA,24,2020-10-12
Jasper,229,3020,NA,10,2020-10-12
Jefferson,795,11296,NA,39,2020-10-12
Jersey,426,7167,NA,20,2020-10-12
Jo Daviess,360,6284,NA,2,2020-10-12
Johnson,262,3190,NA,0,2020-10-12
Kane,14278,197599,NA,335,2020-10-12
Kankakee,2980,57790,NA,78,2020-10-12
Kendall,2265,38728,NA,26,2020-10-12
Knox,892,20336,NA,5,2020-10-12
Lake,18366,280901,NA,498,2020-10-12
LaSalle,1995,34558,NA,58,2020-10-12
Lawrence,288,5855,NA,6,2020-10-12
Lee,505,8866,NA,1,2020-10-12
Livingston,480,14245,NA,9,2020-10-12
Logan,509,16323,NA,3,2020-10-12
Macon,2075,44088,NA,48,2020-10-12
Macoupin,647,20649,NA,8,2020-10-12
Madison,6386,87499,NA,148,2020-10-12
Marion,750,15494,NA,7,2020-10-12
Marshall,124,5042,NA,1,2020-10-12
Mason,206,5311,NA,1,2020-10-12
Massac,131,3088,NA,2,2020-10-12
McDonough,574,9840,NA,15,2020-10-12
McHenry,5139,86977,NA,119,2020-10-12
McLean,3683,86031,NA,27,2020-10-12
Menard,150,5346,NA,1,2020-10-12
Mercer,179,5425,NA,6,2020-10-12
Monroe,799,9327,NA,27,2020-10-12
Montgomery,479,15068,NA,14,2020-10-12
Morgan,747,14598,NA,24,2020-10-12
Moultrie,274,5846,NA,4,2020-10-12
Ogle,910,16882,NA,6,2020-10-12
Out Of State,1,50078,NA,0,2020-10-12
Peoria,3950,99136,NA,56,2020-10-12
Perry,373,6992,NA,16,2020-10-12
Piatt,174,9017,NA,0,2020-10-12
Pike,197,4299,NA,2,2020-10-12
Pope,36,679,NA,1,2020-10-12
Pulaski,212,1731,NA,1,2020-10-12
Putnam,74,1375,NA,0,2020-10-12
Randolph,1062,13382,NA,13,2020-10-12
Richland,294,7062,NA,11,2020-10-12
Rock Island,3388,66115,NA,83,2020-10-12
Saline,442,7514,NA,6,2020-10-12
Sangamon,3003,116729,NA,50,2020-10-12
Schuyler,71,2101,NA,1,2020-10-12
Scott,84,2424,NA,0,2020-10-12
Shelby,508,7726,NA,7,2020-10-12
St. Clair,7260,93054,NA,202,2020-10-12
Stark,64,2286,NA,2,2020-10-12
Stephenson,699,14335,NA,7,2020-10-12
Tazewell,2131,66397,NA,44,2020-10-12
Unassigned,35,60193,NA,0,2020-10-12
Union,659,7398,NA,25,2020-10-12
Vermilion,1288,31664,NA,6,2020-10-12
Wabash,184,2660,NA,4,2020-10-12
Warren,394,4594,NA,5,2020-10-12
Washington,259,3547,NA,1,2020-10-12
Wayne,389,4978,NA,7,2020-10-12
White,209,6003,NA,1,2020-10-12
Whiteside,1001,16890,NA,21,2020-10-12
Will,15644,242716,NA,402,2020-10-12
Williamson,1564,28815,NA,56,2020-10-12
Winnebago,7897,112976,NA,158,2020-10-12
Woodford,491,14708,NA,9,2020-10-12
Adams,1377,34540,NA,11,2020-10-11
Alexander,100,2181,NA,1,2020-10-11
Bond,385,6911,NA,8,2020-10-11
Boone,1399,18471,NA,24,2020-10-11
Brown,78,1834,NA,0,2020-10-11
Bureau,794,10982,NA,15,2020-10-11
Calhoun,66,1432,NA,0,2020-10-11
Carroll,274,5340,NA,6,2020-10-11
Cass,431,5180,NA,11,2020-10-11
Champaign,5352,629778,NA,27,2020-10-11
Chicago,84647,1286948,NA,2990,2020-10-11
Christian,705,12914,NA,21,2020-10-11
Clark,229,5202,NA,4,2020-10-11
Clay,246,4020,NA,1,2020-10-11
Clinton,1411,15099,NA,23,2020-10-11
Coles,1646,25338,NA,37,2020-10-11
Cook,69872,1108350,NA,2310,2020-10-11
Crawford,561,4961,NA,6,2020-10-11
Cumberland,231,4331,NA,5,2020-10-11
De Witt,191,4620,NA,2,2020-10-11
DeKalb,1870,37102,NA,41,2020-10-11
Douglas,375,9118,NA,7,2020-10-11
DuPage,19310,368377,NA,582,2020-10-11
Edgar,128,4199,NA,8,2020-10-11
Edwards,80,978,NA,0,2020-10-11
Effingham,975,13407,NA,3,2020-10-11
Fayette,525,7109,NA,13,2020-10-11
Ford,141,5601,NA,6,2020-10-11
Franklin,658,13527,NA,5,2020-10-11
Fulton,281,12005,NA,0,2020-10-11
Gallatin,86,910,NA,2,2020-10-11
Greene,247,4271,NA,15,2020-10-11
Grundy,782,12039,NA,7,2020-10-11
Hamilton,87,1713,NA,2,2020-10-11
Hancock,250,6081,NA,3,2020-10-11
Hardin,46,1179,NA,0,2020-10-11
Henderson,86,1495,NA,0,2020-10-11
Henry,749,18510,NA,5,2020-10-11
Illinois,319150,6307682,NA,8984,2020-10-11
Iroquois,409,12319,NA,19,2020-10-11
Jackson,1352,20410,NA,24,2020-10-11
Jasper,229,3004,NA,10,2020-10-11
Jefferson,789,11231,NA,39,2020-10-11
Jersey,423,7113,NA,20,2020-10-11
Jo Daviess,357,6217,NA,2,2020-10-11
Johnson,261,3176,NA,0,2020-10-11
Kane,14131,196282,NA,335,2020-10-11
Kankakee,2969,57509,NA,78,2020-10-11
Kendall,2244,38388,NA,26,2020-10-11
Knox,887,20162,NA,5,2020-10-11
Lake,18251,279080,NA,498,2020-10-11
LaSalle,1974,34367,NA,58,2020-10-11
Lawrence,288,5739,NA,6,2020-10-11
Lee,501,8797,NA,1,2020-10-11
Livingston,474,14004,NA,9,2020-10-11
Logan,499,16222,NA,3,2020-10-11
Macon,2038,43831,NA,48,2020-10-11
Macoupin,646,20542,NA,8,2020-10-11
Madison,6334,86588,NA,148,2020-10-11
Marion,744,15355,NA,7,2020-10-11
Marshall,121,5007,NA,1,2020-10-11
Mason,204,5279,NA,1,2020-10-11
Massac,131,3066,NA,2,2020-10-11
McDonough,562,9664,NA,15,2020-10-11
McHenry,5091,86059,NA,119,2020-10-11
McLean,3638,85252,NA,27,2020-10-11
Menard,149,5272,NA,1,2020-10-11
Mercer,177,5385,NA,6,2020-10-11
Monroe,788,9274,NA,26,2020-10-11
Montgomery,464,14997,NA,14,2020-10-11
Morgan,734,14507,NA,24,2020-10-11
Moultrie,269,5822,NA,4,2020-10-11
Ogle,894,16746,NA,6,2020-10-11
Out Of State,2,49931,NA,0,2020-10-11
Peoria,3919,98456,NA,55,2020-10-11
Perry,373,6974,NA,16,2020-10-11
Piatt,172,8955,NA,0,2020-10-11
Pike,188,4247,NA,2,2020-10-11
Pope,36,673,NA,1,2020-10-11
Pulaski,211,1716,NA,1,2020-10-11
Putnam,74,1372,NA,0,2020-10-11
Randolph,1054,13310,NA,13,2020-10-11
Richland,291,7052,NA,10,2020-10-11
Rock Island,3362,65812,NA,82,2020-10-11
Saline,440,7449,NA,6,2020-10-11
Sangamon,2977,115880,NA,50,2020-10-11
Schuyler,70,2091,NA,1,2020-10-11
Scott,84,2414,NA,0,2020-10-11
Shelby,505,7672,NA,7,2020-10-11
St. Clair,7207,92173,NA,202,2020-10-11
Stark,63,2269,NA,2,2020-10-11
Stephenson,673,14209,NA,7,2020-10-11
Tazewell,2113,66029,NA,44,2020-10-11
Unassigned,38,60138,NA,0,2020-10-11
Union,657,7304,NA,25,2020-10-11
Vermilion,1254,31269,NA,6,2020-10-11
Wabash,183,2639,NA,4,2020-10-11
Warren,393,4562,NA,5,2020-10-11
Washington,254,3512,NA,1,2020-10-11
Wayne,381,4865,NA,7,2020-10-11
White,207,5972,NA,1,2020-10-11
Whiteside,986,16697,NA,21,2020-10-11
Will,15508,240567,NA,401,2020-10-11
Williamson,1551,28708,NA,56,2020-10-11
Winnebago,7734,111905,NA,158,2020-10-11
Woodford,487,14616,NA,9,2020-10-11
Adams,1366,34421,NA,11,2020-10-10
Alexander,100,2179,NA,1,2020-10-10
Bond,382,6871,NA,8,2020-10-10
Boone,1374,18032,NA,24,2020-10-10
Brown,78,1828,NA,0,2020-10-10
Bureau,790,10836,NA,15,2020-10-10
Calhoun,66,1267,NA,0,2020-10-10
Carroll,266,5109,NA,6,2020-10-10
Cass,428,5149,NA,11,2020-10-10
Champaign,5286,618239,NA,27,2020-10-10
Chicago,84085,1272786,NA,2990,2020-10-10
Christian,699,12840,NA,21,2020-10-10
Clark,229,5157,NA,4,2020-10-10
Clay,243,3983,NA,1,2020-10-10
Clinton,1400,14998,NA,23,2020-10-10
Coles,1631,25224,NA,37,2020-10-10
Cook,69429,1097849,NA,2308,2020-10-10
Crawford,544,4934,NA,6,2020-10-10
Cumberland,231,4324,NA,5,2020-10-10
De Witt,186,4546,NA,2,2020-10-10
DeKalb,1859,36674,NA,41,2020-10-10
Douglas,368,9054,NA,7,2020-10-10
DuPage,19156,364670,NA,580,2020-10-10
Edgar,128,4184,NA,8,2020-10-10
Edwards,80,969,NA,0,2020-10-10
Effingham,970,13381,NA,3,2020-10-10
Fayette,507,7071,NA,12,2020-10-10
Ford,120,5539,NA,6,2020-10-10
Franklin,638,13346,NA,5,2020-10-10
Fulton,262,11848,NA,0,2020-10-10
Gallatin,86,902,NA,2,2020-10-10
Greene,245,4249,NA,15,2020-10-10
Grundy,775,11970,NA,7,2020-10-10
Hamilton,87,1703,NA,2,2020-10-10
Hancock,249,6064,NA,3,2020-10-10
Hardin,44,1172,NA,0,2020-10-10
Henderson,85,1484,NA,0,2020-10-10
Henry,747,18332,NA,5,2020-10-10
Illinois,316423,6243635,NA,8975,2020-10-10
Iroquois,400,12224,NA,19,2020-10-10
Jackson,1345,20250,NA,24,2020-10-10
Jasper,227,2994,NA,10,2020-10-10
Jefferson,772,11122,NA,39,2020-10-10
Jersey,422,7085,NA,20,2020-10-10
Jo Daviess,333,6038,NA,2,2020-10-10
Johnson,255,3142,NA,0,2020-10-10
Kane,14065,194501,NA,335,2020-10-10
Kankakee,2960,57313,NA,78,2020-10-10
Kendall,2239,38054,NA,26,2020-10-10
Knox,842,19764,NA,5,2020-10-10
Lake,18141,276970,NA,498,2020-10-10
LaSalle,1947,34096,NA,58,2020-10-10
Lawrence,286,5692,NA,6,2020-10-10
Lee,497,8694,NA,1,2020-10-10
Livingston,468,13759,NA,9,2020-10-10
Logan,497,16163,NA,3,2020-10-10
Macon,1975,43390,NA,48,2020-10-10
Macoupin,636,20396,NA,8,2020-10-10
Madison,6281,85769,NA,148,2020-10-10
Marion,736,15319,NA,7,2020-10-10
Marshall,120,4794,NA,1,2020-10-10
Mason,201,5237,NA,1,2020-10-10
Massac,131,3054,NA,2,2020-10-10
McDonough,551,9590,NA,15,2020-10-10
McHenry,5053,85191,NA,119,2020-10-10
McLean,3552,83770,NA,26,2020-10-10
Menard,142,5213,NA,1,2020-10-10
Mercer,176,5325,NA,6,2020-10-10
Monroe,786,9221,NA,26,2020-10-10
Montgomery,457,14952,NA,14,2020-10-10
Morgan,721,14369,NA,24,2020-10-10
Moultrie,263,5785,NA,4,2020-10-10
Ogle,892,16618,NA,6,2020-10-10
Out Of State,1,49718,NA,0,2020-10-10
Peoria,3848,97524,NA,55,2020-10-10
Perry,371,6941,NA,16,2020-10-10
Piatt,166,8836,NA,0,2020-10-10
Pike,179,4208,NA,2,2020-10-10
Pope,34,663,NA,1,2020-10-10
Pulaski,209,1700,NA,1,2020-10-10
Putnam,73,1367,NA,0,2020-10-10
Randolph,1035,13136,NA,13,2020-10-10
Richland,279,6938,NA,10,2020-10-10
Rock Island,3338,65424,NA,82,2020-10-10
Saline,433,7371,NA,6,2020-10-10
Sangamon,2923,115150,NA,50,2020-10-10
Schuyler,69,2082,NA,1,2020-10-10
Scott,84,2408,NA,0,2020-10-10
Shelby,500,7646,NA,7,2020-10-10
St. Clair,7168,91511,NA,202,2020-10-10
Stark,62,2256,NA,2,2020-10-10
Stephenson,666,13954,NA,7,2020-10-10
Tazewell,2078,65438,NA,43,2020-10-10
Unassigned,32,60014,NA,0,2020-10-10
Union,642,7236,NA,25,2020-10-10
Vermilion,1211,30877,NA,6,2020-10-10
Wabash,180,2617,NA,4,2020-10-10
Warren,385,4459,NA,4,2020-10-10
Washington,254,3492,NA,1,2020-10-10
Wayne,360,4797,NA,7,2020-10-10
White,201,5902,NA,1,2020-10-10
Whiteside,980,16507,NA,21,2020-10-10
Will,15394,238359,NA,400,2020-10-10
Williamson,1532,28496,NA,56,2020-10-10
Winnebago,7663,110494,NA,158,2020-10-10
Woodford,475,14402,NA,9,2020-10-10
Adams,1349,34264,NA,11,2020-10-09
Alexander,99,2160,NA,1,2020-10-09
Bond,372,6752,NA,8,2020-10-09
Boone,1338,17718,NA,24,2020-10-09
Brown,77,1796,NA,0,2020-10-09
Bureau,776,10776,NA,15,2020-10-09
Calhoun,66,1260,NA,0,2020-10-09
Carroll,261,5047,NA,6,2020-10-09
Cass,424,5122,NA,11,2020-10-09
Champaign,5270,612916,NA,27,2020-10-09
Chicago,83510,1260002,NA,2987,2020-10-09
Christian,691,12712,NA,20,2020-10-09
Clark,227,5076,NA,4,2020-10-09
Clay,238,3950,NA,1,2020-10-09
Clinton,1377,14807,NA,23,2020-10-09
Coles,1619,25187,NA,37,2020-10-09
Cook,68877,1086124,NA,2302,2020-10-09
Crawford,539,4891,NA,6,2020-10-09
Cumberland,229,4316,NA,5,2020-10-09
De Witt,186,4501,NA,2,2020-10-09
DeKalb,1835,36143,NA,41,2020-10-09
Douglas,364,8974,NA,7,2020-10-09
DuPage,18985,360807,NA,579,2020-10-09
Edgar,128,3947,NA,8,2020-10-09
Edwards,79,965,NA,0,2020-10-09
Effingham,962,13157,NA,3,2020-10-09
Fayette,501,7007,NA,10,2020-10-09
Ford,117,5506,NA,6,2020-10-09
Franklin,627,13177,NA,5,2020-10-09
Fulton,251,11754,NA,0,2020-10-09
Gallatin,86,898,NA,2,2020-10-09
Greene,242,4209,NA,15,2020-10-09
Grundy,770,11861,NA,7,2020-10-09
Hamilton,84,1694,NA,2,2020-10-09
Hancock,245,6016,NA,3,2020-10-09
Hardin,44,1171,NA,0,2020-10-09
Henderson,83,1442,NA,0,2020-10-09
Henry,730,18093,NA,5,2020-10-09
Illinois,313518,6177379,NA,8944,2020-10-09
Iroquois,393,12151,NA,19,2020-10-09
Jackson,1333,19926,NA,24,2020-10-09
Jasper,227,2986,NA,10,2020-10-09
Jefferson,752,10971,NA,38,2020-10-09
Jersey,421,7056,NA,19,2020-10-09
Jo Daviess,326,5974,NA,2,2020-10-09
Johnson,249,3100,NA,0,2020-10-09
Kane,13974,192899,NA,334,2020-10-09
Kankakee,2931,56674,NA,78,2020-10-09
Kendall,2209,37547,NA,26,2020-10-09
Knox,828,19570,NA,4,2020-10-09
Lake,18034,273876,NA,495,2020-10-09
LaSalle,1926,33710,NA,57,2020-10-09
Lawrence,282,5669,NA,6,2020-10-09
Lee,484,8571,NA,1,2020-10-09
Livingston,464,13556,NA,9,2020-10-09
Logan,495,15981,NA,3,2020-10-09
Macon,1914,42668,NA,48,2020-10-09
Macoupin,630,20236,NA,8,2020-10-09
Madison,6238,84790,NA,148,2020-10-09
Marion,723,15072,NA,6,2020-10-09
Marshall,120,4738,NA,1,2020-10-09
Mason,196,5183,NA,1,2020-10-09
Massac,131,3047,NA,2,2020-10-09
McDonough,537,9510,NA,15,2020-10-09
McHenry,5000,84411,NA,119,2020-10-09
McLean,3532,83216,NA,26,2020-10-09
Menard,141,5163,NA,1,2020-10-09
Mercer,170,5288,NA,6,2020-10-09
Monroe,776,9009,NA,25,2020-10-09
Montgomery,448,14866,NA,14,2020-10-09
Morgan,720,14312,NA,24,2020-10-09
Moultrie,259,5752,NA,4,2020-10-09
Ogle,878,16468,NA,6,2020-10-09
Out Of State,1,49444,NA,0,2020-10-09
Peoria,3819,96413,NA,55,2020-10-09
Perry,368,6884,NA,16,2020-10-09
Piatt,166,8786,NA,0,2020-10-09
Pike,163,4110,NA,2,2020-10-09
Pope,34,661,NA,1,2020-10-09
Pulaski,205,1680,NA,1,2020-10-09
Putnam,71,1356,NA,0,2020-10-09
Randolph,1023,13055,NA,13,2020-10-09
Richland,278,6875,NA,9,2020-10-09
Rock Island,3318,65007,NA,81,2020-10-09
Saline,431,7320,NA,6,2020-10-09
Sangamon,2843,113789,NA,50,2020-10-09
Schuyler,67,2071,NA,1,2020-10-09
Scott,83,2400,NA,0,2020-10-09
Shelby,489,7581,NA,7,2020-10-09
St. Clair,7137,90565,NA,202,2020-10-09
Stark,61,2217,NA,2,2020-10-09
Stephenson,649,13666,NA,7,2020-10-09
Tazewell,2055,64869,NA,42,2020-10-09
Unassigned,37,59862,NA,0,2020-10-09
Union,618,7129,NA,24,2020-10-09
Vermilion,1187,30377,NA,6,2020-10-09
Wabash,174,2594,NA,4,2020-10-09
Warren,376,4390,NA,4,2020-10-09
Washington,248,3446,NA,1,2020-10-09
Wayne,345,4773,NA,7,2020-10-09
White,200,5624,NA,1,2020-10-09
Whiteside,964,16277,NA,21,2020-10-09
Will,15202,236190,NA,398,2020-10-09
Williamson,1522,28259,NA,56,2020-10-09
Winnebago,7502,108977,NA,156,2020-10-09
Woodford,473,14255,NA,9,2020-10-09
Adams,1319,34094,NA,11,2020-10-08
Alexander,98,2142,NA,1,2020-10-08
Bond,368,6669,NA,8,2020-10-08
Boone,1309,17208,NA,24,2020-10-08
Brown,76,1786,NA,0,2020-10-08
Bureau,770,10657,NA,15,2020-10-08
Calhoun,66,1252,NA,0,2020-10-08
Carroll,259,4972,NA,6,2020-10-08
Cass,421,5098,NA,11,2020-10-08
Champaign,5227,602201,NA,27,2020-10-08
Chicago,83070,1247090,NA,2983,2020-10-08
Christian,680,12606,NA,20,2020-10-08
Clark,207,5047,NA,4,2020-10-08
Clay,236,3925,NA,1,2020-10-08
Clinton,1355,14607,NA,23,2020-10-08
Coles,1605,25088,NA,36,2020-10-08
Cook,68400,1074971,NA,2296,2020-10-08
Crawford,525,4846,NA,6,2020-10-08
Cumberland,226,4283,NA,5,2020-10-08
De Witt,158,4323,NA,2,2020-10-08
DeKalb,1794,35688,NA,41,2020-10-08
Douglas,363,8866,NA,7,2020-10-08
DuPage,18788,357251,NA,577,2020-10-08
Edgar,125,3917,NA,8,2020-10-08
Edwards,78,958,NA,0,2020-10-08
Effingham,950,12968,NA,3,2020-10-08
Fayette,489,6896,NA,10,2020-10-08
Ford,113,5470,NA,5,2020-10-08
Franklin,620,12986,NA,5,2020-10-08
Fulton,244,11567,NA,0,2020-10-08
Gallatin,84,879,NA,2,2020-10-08
Greene,241,4188,NA,15,2020-10-08
Grundy,763,11709,NA,7,2020-10-08
Hamilton,84,1647,NA,2,2020-10-08
Hancock,245,5954,NA,3,2020-10-08
Hardin,44,1161,NA,0,2020-10-08
Henderson,82,1427,NA,0,2020-10-08
Henry,723,17920,NA,5,2020-10-08
Illinois,310700,6105780,NA,8910,2020-10-08
Iroquois,388,12009,NA,19,2020-10-08
Jackson,1327,19816,NA,24,2020-10-08
Jasper,224,2976,NA,10,2020-10-08
Jefferson,747,10822,NA,38,2020-10-08
Jersey,420,6974,NA,19,2020-10-08
Jo Daviess,312,5902,NA,2,2020-10-08
Johnson,240,3067,NA,0,2020-10-08
Kane,13846,191180,NA,334,2020-10-08
Kankakee,2910,56068,NA,79,2020-10-08
Kendall,2176,37135,NA,26,2020-10-08
Knox,806,19360,NA,4,2020-10-08
Lake,17932,271297,NA,494,2020-10-08
LaSalle,1910,33103,NA,57,2020-10-08
Lawrence,279,5632,NA,6,2020-10-08
Lee,472,8440,NA,1,2020-10-08
Livingston,457,13272,NA,9,2020-10-08
Logan,493,15837,NA,2,2020-10-08
Macon,1865,42040,NA,47,2020-10-08
Macoupin,620,20105,NA,8,2020-10-08
Madison,6188,84045,NA,148,2020-10-08
Marion,700,14790,NA,5,2020-10-08
Marshall,120,4650,NA,0,2020-10-08
Mason,187,5122,NA,1,2020-10-08
Massac,131,3029,NA,2,2020-10-08
McDonough,523,9346,NA,15,2020-10-08
McHenry,4944,83596,NA,119,2020-10-08
McLean,3496,82140,NA,24,2020-10-08
Menard,137,5095,NA,1,2020-10-08
Mercer,165,5246,NA,6,2020-10-08
Monroe,760,8846,NA,24,2020-10-08
Montgomery,438,14790,NA,14,2020-10-08
Morgan,709,14171,NA,24,2020-10-08
Moultrie,254,5499,NA,4,2020-10-08
Ogle,853,16203,NA,6,2020-10-08
Out Of State,2,49170,NA,0,2020-10-08
Peoria,3787,95654,NA,55,2020-10-08
Perry,366,6851,NA,16,2020-10-08
Piatt,161,8688,NA,0,2020-10-08
Pike,160,4026,NA,2,2020-10-08
Pope,33,655,NA,1,2020-10-08
Pulaski,201,1675,NA,1,2020-10-08
Putnam,69,1322,NA,0,2020-10-08
Randolph,1007,12951,NA,13,2020-10-08
Richland,275,6685,NA,9,2020-10-08
Rock Island,3291,64590,NA,81,2020-10-08
Saline,424,7210,NA,6,2020-10-08
Sangamon,2803,112545,NA,48,2020-10-08
Schuyler,64,2058,NA,1,2020-10-08
Scott,82,2375,NA,0,2020-10-08
Shelby,468,7485,NA,7,2020-10-08
St. Clair,7091,89368,NA,200,2020-10-08
Stark,59,2194,NA,2,2020-10-08
Stephenson,635,13521,NA,7,2020-10-08
Tazewell,2015,64283,NA,38,2020-10-08
Unassigned,32,59775,NA,0,2020-10-08
Union,607,7033,NA,24,2020-10-08
Vermilion,1133,29857,NA,6,2020-10-08
Wabash,172,2575,NA,4,2020-10-08
Warren,373,4346,NA,3,2020-10-08
Washington,242,3406,NA,1,2020-10-08
Wayne,343,4697,NA,6,2020-10-08
White,195,5489,NA,1,2020-10-08
