date,County,youthCaseCount,youthCaseTested
2020-08-23,Chicago,5809,65326
2020-08-23,Christian,18,685
2020-08-23,Clark,28,374
2020-08-23,Clay,0,209
2020-08-23,Clinton,54,650
2020-08-23,Coles,124,1983
2020-08-23,Cook,4907,59486
2020-08-23,Crawford,0,183
2020-08-23,Cumberland,11,248
2020-08-23,De Witt,6,291
2020-08-23,DeKalb,127,2123
2020-08-23,Douglas,33,788
2020-08-23,DuPage,1605,22593
2020-08-23,Edgar,9,200
2020-08-23,Edwards,11,96
2020-08-23,Effingham,67,775
2020-08-23,Fayette,0,296
2020-08-23,Ford,0,279
2020-08-23,Franklin,58,735
2020-08-23,Fulton,14,593
2020-08-23,Gallatin,10,63
2020-08-23,Greene,12,275
2020-08-23,Grundy,89,1031
2020-08-23,Hamilton,0,96
2020-08-23,Hancock,9,231
2020-08-23,Hardin,0,48
2020-08-23,Henderson,0,73
2020-08-23,Henry,43,1027
2020-08-23,Iroquois,14,574
2020-08-23,Jackson,104,1409
2020-08-23,Jasper,6,158
2020-08-23,Jefferson,35,580
2020-08-23,Jersey,20,287
2020-08-23,Jo Daviess,18,311
2020-08-23,Johnson,16,152
2020-08-23,Kane,1378,13836
2020-08-23,Kankakee,237,2659
2020-08-23,Kendall,186,3229
2020-08-23,Knox,49,1058
2020-08-23,Lake,1993,21010
2020-08-23,LaSalle,111,1615
2020-08-23,Lawrence,15,415
2020-08-23,Lee,22,522
2020-08-23,Livingston,27,654
2020-08-23,Logan,7,847
2020-08-23,Macon,123,2058
2020-08-23,Macoupin,40,1290
2020-08-23,Madison,439,5357
2020-08-23,Marion,18,506
2020-08-23,Marshall,7,163
2020-08-23,Mason,9,217
2020-08-23,Massac,9,189
2020-08-23,McDonough,13,452
2020-08-23,McHenry,414,5748
2020-08-23,McLean,204,6034
2020-08-23,Menard,9,339
2020-08-23,Mercer,12,270
2020-08-23,Monroe,40,609
2020-08-23,Montgomery,17,671
2020-08-23,Morgan,23,738
2020-08-23,Moultrie,18,324
2020-08-23,Ogle,55,1020
2020-08-23,Peoria,428,6480
2020-08-23,Perry,37,438
2020-08-23,Piatt,8,730
2020-08-23,Pike,6,159
2020-08-23,Pope,0,33
2020-08-23,Pulaski,0,63
2020-08-23,Putnam,0,53
2020-08-23,Randolph,64,817
2020-08-23,Richland,9,546
2020-08-23,Rock Island,161,3699
2020-08-23,Saline,17,366
2020-08-23,Sangamon,173,6658
2020-08-23,Schuyler,0,77
2020-08-23,Scott,0,126
2020-08-23,Shelby,15,439
2020-08-23,St. Clair,606,6274
2020-08-23,Stark,0,95
2020-08-23,Stephenson,40,775
2020-08-23,Tazewell,138,3749
2020-08-23,Unassigned,6,4815
2020-08-23,Union,39,412
2020-08-23,Vermilion,50,1794
2020-08-23,Wabash,22,201
2020-08-23,Warren,14,232
2020-08-23,Washington,9,160
2020-08-23,Wayne,18,235
2020-08-23,White,19,188
2020-08-23,Whiteside,52,1090
2020-08-23,Will,1205,14586
2020-08-23,Williamson,114,1445
2020-08-23,Winnebago,565,7421
2020-08-23,Woodford,55,1086
2020-08-16,Adams,67,1717
2020-08-16,Alexander,0,75
2020-08-16,Bond,8,276
2020-08-16,Boone,92,1211
2020-08-16,Brown,0,61
2020-08-16,Bureau,40,385
2020-08-16,Calhoun,0,20
2020-08-16,Carroll,7,135
2020-08-16,Cass,25,349
2020-08-16,Champaign,383,12446
2020-08-16,Chicago,5415,58108
2020-08-16,Christian,17,633
2020-08-16,Clark,21,321
2020-08-16,Clay,0,156
2020-08-16,Clinton,47,573
2020-08-16,Coles,97,1570
2020-08-16,Cook,4450,52721
2020-08-16,Crawford,0,157
2020-08-16,Cumberland,0,197
2020-08-16,De Witt,6,267
2020-08-16,DeKalb,113,1871
2020-08-16,Douglas,23,657
2020-08-16,DuPage,1395,19779
2020-08-16,Edgar,7,175
2020-08-16,Edwards,11,75
2020-08-16,Effingham,46,628
2020-08-16,Fayette,0,248
2020-08-16,Ford,0,253
2020-08-16,Franklin,53,622
2020-08-16,Fulton,9,486
2020-08-16,Gallatin,9,52
2020-08-16,Greene,11,238
2020-08-16,Grundy,76,913
2020-08-16,Hamilton,0,84
2020-08-16,Hancock,0,194
2020-08-16,Hardin,0,44
2020-08-16,Henderson,0,58
2020-08-16,Henry,34,886
2020-08-16,Iroquois,14,528
2020-08-16,Jackson,93,1281
2020-08-16,Jasper,0,117
2020-08-16,Jefferson,26,516
2020-08-16,Jersey,12,223
2020-08-16,Jo Daviess,17,289
2020-08-16,Johnson,14,124
2020-08-16,Kane,1255,12370
2020-08-16,Kankakee,221,2411
2020-08-16,Kendall,170,2839
2020-08-16,Knox,38,899
2020-08-16,Lake,1832,19042
2020-08-16,LaSalle,91,1417
2020-08-16,Lawrence,15,347
2020-08-16,Lee,19,459
2020-08-16,Livingston,24,553
2020-08-16,Logan,6,700
2020-08-16,Macon,108,1799
2020-08-16,Macoupin,33,1118
2020-08-16,Madison,378,4738
2020-08-16,Marion,13,446
2020-08-16,Marshall,0,139
2020-08-16,Mason,8,201
2020-08-16,Massac,8,170
2020-08-16,McDonough,12,410
2020-08-16,McHenry,380,5178
2020-08-16,McLean,105,5068
2020-08-16,Menard,9,312
2020-08-16,Mercer,7,234
2020-08-16,Monroe,38,560
2020-08-16,Montgomery,16,607
2020-08-16,Morgan,21,675
2020-08-16,Moultrie,14,257
2020-08-16,Ogle,49,912
2020-08-16,Peoria,371,5587
2020-08-16,Perry,28,379
2020-08-16,Piatt,8,661
2020-08-16,Pike,0,138
2020-08-16,Pope,0,28
2020-08-16,Pulaski,0,56
2020-08-16,Putnam,0,48
2020-08-16,Randolph,55,721
2020-08-16,Richland,7,515
2020-08-16,Rock Island,150,3424
2020-08-16,Saline,14,314
2020-08-16,Sangamon,145,6010
2020-08-16,Schuyler,0,69
2020-08-16,Scott,0,103
2020-08-16,Shelby,10,392
2020-08-16,St. Clair,541,5625
2020-08-16,Stark,0,87
2020-08-16,Stephenson,39,680
2020-08-16,Tazewell,97,3186
2020-08-16,Unassigned,7,4489
2020-08-16,Union,36,352
2020-08-16,Vermilion,45,1642
2020-08-16,Wabash,16,131
2020-08-16,Warren,12,212
2020-08-16,Washington,6,141
2020-08-16,Wayne,17,159
2020-08-16,White,13,162
2020-08-16,Whiteside,49,969
2020-08-16,Will,1048,12777
2020-08-16,Williamson,82,1203
2020-08-16,Winnebago,544,6835
2020-08-16,Woodford,39,933
2020-08-09,Adams,58,1582
2020-08-09,Alexander,0,66
2020-08-09,Bond,6,241
2020-08-09,Boone,92,1146
2020-08-09,Brown,0,58
2020-08-09,Bureau,25,324
2020-08-09,Calhoun,0,17
2020-08-09,Carroll,0,108
2020-08-09,Cass,22,305
2020-08-09,Champaign,360,10407
2020-08-09,Chicago,5055,52412
2020-08-09,Christian,16,553
2020-08-09,Clark,17,276
2020-08-09,Clay,0,135
2020-08-09,Clinton,36,514
2020-08-09,Coles,73,1322
2020-08-09,Cook,4103,47107
2020-08-09,Crawford,0,136
2020-08-09,Cumberland,0,169
2020-08-09,De Witt,6,240
2020-08-09,DeKalb,104,1658
2020-08-09,Douglas,19,566
2020-08-09,DuPage,1280,17399
2020-08-09,Edgar,7,159
2020-08-09,Edwards,10,67
2020-08-09,Effingham,36,551
2020-08-09,Fayette,0,208
2020-08-09,Ford,0,220
2020-08-09,Franklin,46,543
2020-08-09,Fulton,9,410
2020-08-09,Gallatin,8,48
2020-08-09,Greene,0,161
2020-08-09,Grundy,50,821
2020-08-09,Hamilton,0,70
2020-08-09,Hancock,0,173
2020-08-09,Hardin,0,40
2020-08-09,Henderson,0,56
2020-08-09,Henry,25,768
2020-08-09,Iroquois,13,445
2020-08-09,Jackson,82,1119
2020-08-09,Jasper,0,110
2020-08-09,Jefferson,19,457
2020-08-09,Jersey,9,181
2020-08-09,Jo Daviess,15,263
2020-08-09,Johnson,14,117
2020-08-09,Kane,1172,11122
2020-08-09,Kankakee,208,2189
2020-08-09,Kendall,158,2555
2020-08-09,Knox,33,776
2020-08-09,Lake,1681,17032
2020-08-09,LaSalle,72,1181
2020-08-09,Lawrence,15,313
2020-08-09,Lee,16,415
2020-08-09,Livingston,13,475
2020-08-09,Logan,0,617
2020-08-09,Macon,93,1512
2020-08-09,Macoupin,22,957
2020-08-09,Madison,309,4145
2020-08-09,Marion,8,400
2020-08-09,Marshall,0,119
2020-08-09,Mason,7,172
2020-08-09,Massac,8,154
2020-08-09,McDonough,10,346
2020-08-09,McHenry,354,4667
2020-08-09,McLean,73,3571
2020-08-09,Menard,8,257
2020-08-09,Mercer,0,200
2020-08-09,Monroe,29,523
2020-08-09,Montgomery,13,542
2020-08-09,Morgan,18,547
2020-08-09,Moultrie,12,209
2020-08-09,Ogle,47,836
2020-08-09,Peoria,297,4844
2020-08-09,Perry,28,350
2020-08-09,Piatt,0,543
2020-08-09,Pike,0,118
2020-08-09,Pope,0,23
2020-08-09,Pulaski,0,50
2020-08-09,Putnam,0,41
2020-08-09,Randolph,42,655
2020-08-09,Richland,6,469
2020-08-09,Rock Island,138,3165
2020-08-09,Saline,14,281
2020-08-09,Sangamon,125,5350
2020-08-09,Schuyler,0,55
2020-08-09,Scott,0,71
2020-08-09,Shelby,6,344
2020-08-09,St. Clair,482,5090
2020-08-09,Stark,0,77
2020-08-09,Stephenson,33,637
2020-08-09,Tazewell,69,2626
2020-08-09,Unassigned,0,4260
2020-08-09,Union,33,308
2020-08-09,Vermilion,41,1478
2020-08-09,Wabash,6,108
2020-08-09,Warren,11,186
2020-08-09,Washington,0,129
2020-08-09,Wayne,16,133
2020-08-09,White,11,148
2020-08-09,Whiteside,45,855
2020-08-09,Will,954,11433
2020-08-09,Williamson,59,1068
2020-08-09,Winnebago,528,6499
2020-08-09,Woodford,36,819
2020-08-02,Adams,47,1401
2020-08-02,Alexander,0,60
2020-08-02,Bond,6,180
2020-08-02,Boone,90,1056
2020-08-02,Brown,0,53
2020-08-02,Bureau,18,273
2020-08-02,Calhoun,0,15
2020-08-02,Carroll,0,97
2020-08-02,Cass,18,276
2020-08-02,Champaign,325,8903
2020-08-02,Chicago,4718,46445
2020-08-02,Christian,12,443
2020-08-02,Clark,12,246
2020-08-02,Clay,0,123
2020-08-02,Clinton,25,401
2020-08-02,Coles,68,1159
2020-08-02,Cook,3710,41500
2020-08-02,Crawford,0,128
2020-08-02,Cumberland,0,155
2020-08-02,De Witt,6,212
2020-08-02,DeKalb,90,1415
2020-08-02,Douglas,17,470
2020-08-02,DuPage,1119,15002
2020-08-02,Edgar,7,140
2020-08-02,Edwards,8,64
2020-08-02,Effingham,25,464
2020-08-02,Fayette,0,185
2020-08-02,Ford,0,202
2020-08-02,Franklin,32,476
2020-08-02,Fulton,0,317
2020-08-02,Gallatin,7,42
2020-08-02,Greene,0,108
2020-08-02,Grundy,47,755
2020-08-02,Hamilton,0,60
2020-08-02,Hancock,0,151
2020-08-02,Hardin,0,30
2020-08-02,Henderson,0,54
2020-08-02,Henry,20,695
2020-08-02,Iroquois,15,422
2020-08-02,Jackson,65,1004
2020-08-02,Jasper,0,92
2020-08-02,Jefferson,16,400
2020-08-02,Jersey,8,144
2020-08-02,Jo Daviess,13,223
2020-08-02,Johnson,12,103
2020-08-02,Kane,1051,9658
2020-08-02,Kankakee,196,1973
2020-08-02,Kendall,141,2201
2020-08-02,Knox,25,655
2020-08-02,Lake,1501,14806
2020-08-02,LaSalle,42,926
2020-08-02,Lawrence,13,300
2020-08-02,Lee,14,351
2020-08-02,Livingston,10,403
2020-08-02,Logan,0,546
2020-08-02,Macon,62,1176
2020-08-02,Macoupin,14,831
2020-08-02,Madison,263,3518
2020-08-02,Marion,8,368
2020-08-02,Marshall,0,90
2020-08-02,Mason,7,157
2020-08-02,Massac,7,143
2020-08-02,McDonough,8,310
2020-08-02,McHenry,318,4013
2020-08-02,McLean,61,2796
2020-08-02,Menard,0,222
2020-08-02,Mercer,0,174
2020-08-02,Monroe,27,456
2020-08-02,Montgomery,12,491
2020-08-02,Morgan,13,453
2020-08-02,Moultrie,7,171
2020-08-02,Ogle,40,736
2020-08-02,Peoria,244,3822
2020-08-02,Perry,18,308
2020-08-02,Piatt,0,437
2020-08-02,Pike,0,103
2020-08-02,Pope,0,15
2020-08-02,Pulaski,0,46
2020-08-02,Putnam,0,34
2020-08-02,Randolph,40,608
2020-08-02,Richland,0,428
2020-08-02,Rock Island,128,2880
2020-08-02,Saline,12,242
2020-08-02,Sangamon,104,4530
2020-08-02,Schuyler,0,48
2020-08-02,Scott,0,59
2020-08-02,Shelby,0,288
2020-08-02,St. Clair,436,4441
2020-08-02,Stark,0,68
2020-08-02,Stephenson,33,583
2020-08-02,Tazewell,37,2013
2020-08-02,Unassigned,6,4047
2020-08-02,Union,32,280
2020-08-02,Vermilion,37,1201
2020-08-02,Wabash,6,104
2020-08-02,Warren,10,170
2020-08-02,Washington,0,121
2020-08-02,Wayne,12,126
2020-08-02,White,9,127
2020-08-02,Whiteside,39,749
2020-08-02,Will,854,10059
2020-08-02,Williamson,46,931
2020-08-02,Winnebago,511,5960
2020-08-02,Woodford,13,554
2020-07-26,Adams,38,1227
2020-07-26,Alexander,0,49
2020-07-26,Bond,0,117
2020-07-26,Boone,88,906
2020-07-26,Brown,0,50
2020-07-26,Bureau,8,233
2020-07-26,Calhoun,0,13
2020-07-26,Carroll,0,82
2020-07-26,Cass,10,223
2020-07-26,Champaign,295,7390
2020-07-26,Chicago,4353,41086
2020-07-26,Christian,0,280
2020-07-26,Clark,11,216
2020-07-26,Clay,0,122
2020-07-26,Clinton,19,327
2020-07-26,Coles,38,886
2020-07-26,Cook,3395,36533
2020-07-26,Crawford,0,116
2020-07-26,Cumberland,0,127
2020-07-26,De Witt,0,183
2020-07-26,DeKalb,82,1283
2020-07-26,Douglas,12,331
2020-07-26,DuPage,998,12841
2020-07-26,Edgar,6,124
2020-07-26,Edwards,0,60
2020-07-26,Effingham,12,364
2020-07-26,Fayette,0,166
2020-07-26,Ford,0,183
2020-07-26,Franklin,26,429
2020-07-26,Fulton,0,278
2020-07-26,Gallatin,6,39
2020-07-26,Greene,0,97
2020-07-26,Grundy,38,660
2020-07-26,Hamilton,0,52
2020-07-26,Hancock,0,141
2020-07-26,Hardin,0,25
2020-07-26,Henderson,0,49
2020-07-26,Henry,13,587
2020-07-26,Iroquois,10,366
2020-07-26,Jackson,51,834
2020-07-26,Jasper,0,85
2020-07-26,Jefferson,13,352
2020-07-26,Jersey,7,119
2020-07-26,Jo Daviess,12,184
2020-07-26,Johnson,10,91
2020-07-26,Kane,968,8557
2020-07-26,Kankakee,177,1731
2020-07-26,Kendall,132,1944
2020-07-26,Knox,20,552
2020-07-26,Lake,1364,13176
2020-07-26,LaSalle,39,809
2020-07-26,Lawrence,11,264
2020-07-26,Lee,14,300
2020-07-26,Livingston,7,350
2020-07-26,Logan,0,475
2020-07-26,Macon,32,921
2020-07-26,Macoupin,9,696
2020-07-26,Madison,191,2764
2020-07-26,Marion,8,339
2020-07-26,Marshall,0,82
2020-07-26,Mason,0,116
2020-07-26,Massac,7,131
2020-07-26,McDonough,7,280
2020-07-26,McHenry,277,3538
2020-07-26,McLean,53,2154
2020-07-26,Menard,0,180
2020-07-26,Mercer,0,138
2020-07-26,Monroe,23,409
2020-07-26,Montgomery,11,412
2020-07-26,Morgan,10,379
2020-07-26,Moultrie,6,142
2020-07-26,Ogle,36,616
2020-07-26,Peoria,180,3130
2020-07-26,Perry,17,277
2020-07-26,Piatt,0,338
2020-07-26,Pike,0,95
2020-07-26,Pope,0,13
2020-07-26,Pulaski,0,45
2020-07-26,Putnam,0,33
2020-07-26,Randolph,39,536
2020-07-26,Richland,0,405
2020-07-26,Rock Island,112,2596
2020-07-26,Saline,6,205
2020-07-26,Sangamon,84,3801
2020-07-26,Schuyler,0,46
2020-07-26,Scott,0,46
2020-07-26,Shelby,0,202
2020-07-26,St. Clair,362,3670
2020-07-26,Stark,0,56
2020-07-26,Stephenson,31,537
2020-07-26,Tazewell,28,1596
2020-07-26,Unassigned,7,3775
2020-07-26,Union,29,259
2020-07-26,Vermilion,27,955
2020-07-26,Wabash,0,103
2020-07-26,Warren,9,140
2020-07-26,Washington,0,105
2020-07-26,Wayne,10,121
2020-07-26,White,7,114
2020-07-26,Whiteside,35,644
2020-07-26,Will,763,8749
2020-07-26,Williamson,34,793
2020-07-26,Winnebago,492,5320
2020-07-26,Woodford,6,449
2020-07-19,Adams,35,1081
2020-07-19,Alexander,0,41
2020-07-19,Bond,0,95
2020-07-19,Boone,73,797
2020-07-19,Brown,0,37
2020-07-19,Bureau,7,213
2020-07-19,Calhoun,0,10
2020-07-19,Carroll,0,73
2020-07-19,Cass,8,205
2020-07-19,Champaign,247,5968
2020-07-19,Chicago,4067,36284
2020-07-19,Christian,0,204
2020-07-19,Clark,11,167
2020-07-19,Clay,0,111
2020-07-19,Clinton,17,282
2020-07-19,Coles,25,695
2020-07-19,Cook,3144,31788
2020-07-19,Crawford,0,97
2020-07-19,Cumberland,0,102
2020-07-19,De Witt,0,155
2020-07-19,DeKalb,71,1183
2020-07-19,Douglas,8,245
2020-07-19,DuPage,890,10750
2020-07-19,Edgar,0,103
2020-07-19,Edwards,0,56
2020-07-19,Effingham,7,293
2020-07-19,Fayette,0,152
2020-07-19,Ford,0,151
2020-07-19,Franklin,21,349
2020-07-19,Fulton,0,238
2020-07-19,Gallatin,0,26
2020-07-19,Greene,0,82
2020-07-19,Grundy,28,566
2020-07-19,Hamilton,0,46
2020-07-19,Hancock,0,123
2020-07-19,Hardin,0,17
2020-07-19,Henderson,0,42
2020-07-19,Henry,12,508
2020-07-19,Iroquois,8,319
2020-07-19,Jackson,39,691
2020-07-19,Jasper,0,76
2020-07-19,Jefferson,12,309
2020-07-19,Jersey,6,97
2020-07-19,Jo Daviess,0,147
2020-07-19,Johnson,7,71
2020-07-19,Kane,894,7676
2020-07-19,Kankakee,152,1460
2020-07-19,Kendall,117,1714
2020-07-19,Knox,15,456
2020-07-19,Lake,1231,11361
2020-07-19,LaSalle,32,706
2020-07-19,Lawrence,0,165
2020-07-19,Lee,12,255
2020-07-19,Livingston,7,317
2020-07-19,Logan,0,387
2020-07-19,Macon,19,761
2020-07-19,Macoupin,7,567
2020-07-19,Madison,131,2170
2020-07-19,Marion,0,283
2020-07-19,Marshall,0,71
2020-07-19,Mason,0,98
2020-07-19,Massac,0,115
2020-07-19,McDonough,6,251
2020-07-19,McHenry,239,3023
2020-07-19,McLean,30,1697
2020-07-19,Menard,0,145
2020-07-19,Mercer,0,124
2020-07-19,Monroe,16,339
2020-07-19,Montgomery,9,349
2020-07-19,Morgan,9,342
2020-07-19,Moultrie,0,106
2020-07-19,Ogle,35,558
2020-07-19,Peoria,141,2518
2020-07-19,Perry,11,250
2020-07-19,Piatt,0,259
2020-07-19,Pike,0,83
2020-07-19,Pope,0,11
2020-07-19,Pulaski,0,43
2020-07-19,Putnam,0,22
2020-07-19,Randolph,28,457
2020-07-19,Richland,0,364
2020-07-19,Rock Island,100,2187
2020-07-19,Saline,0,151
2020-07-19,Sangamon,66,3141
2020-07-19,Schuyler,0,40
2020-07-19,Scott,0,31
2020-07-19,Shelby,0,178
2020-07-19,St. Clair,299,2964
2020-07-19,Stark,0,46
2020-07-19,Stephenson,27,495
2020-07-19,Tazewell,18,1254
2020-07-19,Unassigned,0,3498
2020-07-19,Union,28,235
2020-07-19,Vermilion,16,674
2020-07-19,Wabash,0,101
2020-07-19,Warren,9,116
2020-07-19,Washington,0,86
2020-07-19,Wayne,8,114
2020-07-19,White,0,99
2020-07-19,Whiteside,23,516
2020-07-19,Will,686,7540
2020-07-19,Williamson,20,605
2020-07-19,Winnebago,458,4708
2020-07-19,Woodford,7,376
2020-07-12,Adams,22,914
2020-07-12,Alexander,0,32
2020-07-12,Bond,0,79
2020-07-12,Boone,74,720
2020-07-12,Brown,0,34
2020-07-12,Bureau,7,180
2020-07-12,Calhoun,0,8
2020-07-12,Carroll,0,62
2020-07-12,Cass,8,184
2020-07-12,Champaign,215,4620
2020-07-12,Chicago,3832,31761
2020-07-12,Christian,0,161
2020-07-12,Clark,8,89
2020-07-12,Clay,0,87
2020-07-12,Clinton,15,255
2020-07-12,Coles,20,510
2020-07-12,Cook,2872,27424
2020-07-12,Crawford,0,80
2020-07-12,Cumberland,0,72
2020-07-12,De Witt,0,126
2020-07-12,DeKalb,63,1081
2020-07-12,Douglas,7,199
2020-07-12,DuPage,777,9168
2020-07-12,Edgar,0,82
2020-07-12,Edwards,0,44
2020-07-12,Effingham,0,233
2020-07-12,Fayette,0,132
2020-07-12,Ford,0,123
2020-07-12,Franklin,18,300
2020-07-12,Fulton,0,171
2020-07-12,Gallatin,0,21
2020-07-12,Greene,0,66
2020-07-12,Grundy,25,506
2020-07-12,Hamilton,0,41
2020-07-12,Hancock,0,87
2020-07-12,Hardin,0,11
2020-07-12,Henderson,0,28
2020-07-12,Henry,10,346
2020-07-12,Iroquois,6,267
2020-07-12,Jackson,33,575
2020-07-12,Jasper,0,58
2020-07-12,Jefferson,8,259
2020-07-12,Jersey,0,77
2020-07-12,Jo Daviess,0,121
2020-07-12,Johnson,0,52
2020-07-12,Kane,856,6868
2020-07-12,Kankakee,138,1254
2020-07-12,Kendall,105,1495
2020-07-12,Knox,12,348
2020-07-12,Lake,1128,9572
2020-07-12,LaSalle,21,574
2020-07-12,Lawrence,0,132
2020-07-12,Lee,10,222
2020-07-12,Livingston,7,284
2020-07-12,Logan,0,290
2020-07-12,Macon,17,645
2020-07-12,Macoupin,0,413
2020-07-12,Madison,96,1788
2020-07-12,Marion,0,241
2020-07-12,Marshall,0,67
2020-07-12,Mason,0,80
2020-07-12,Massac,0,103
2020-07-12,McDonough,0,189
2020-07-12,McHenry,202,2495
2020-07-12,McLean,20,1253
2020-07-12,Menard,0,117
2020-07-12,Mercer,0,89
2020-07-12,Monroe,11,268
2020-07-12,Montgomery,6,247
2020-07-12,Morgan,9,293
2020-07-12,Moultrie,0,86
2020-07-12,Ogle,33,456
2020-07-12,Peoria,92,1850
2020-07-12,Perry,11,233
2020-07-12,Piatt,0,179
2020-07-12,Pike,0,65
2020-07-12,Pope,0,8
2020-07-12,Pulaski,0,38
2020-07-12,Putnam,0,18
2020-07-12,Randolph,21,373
2020-07-12,Richland,0,311
2020-07-12,Rock Island,79,1508
2020-07-12,Saline,0,104
2020-07-12,Sangamon,36,2393
2020-07-12,Schuyler,0,32
2020-07-12,Scott,0,27
2020-07-12,Shelby,0,142
2020-07-12,St. Clair,228,2382
2020-07-12,Stark,0,31
2020-07-12,Stephenson,26,424
2020-07-12,Tazewell,9,958
2020-07-12,Unassigned,9,3296
2020-07-12,Union,25,205
2020-07-12,Vermilion,10,521
2020-07-12,Wabash,0,93
2020-07-12,Warren,8,105
2020-07-12,Washington,0,70
2020-07-12,Wayne,0,111
2020-07-12,White,0,63
2020-07-12,Whiteside,14,386
2020-07-12,Will,632,6682
2020-07-12,Williamson,14,479
2020-07-12,Winnebago,429,4141
2020-07-12,Woodford,0,260
2020-07-05,Adams,16,715
2020-07-05,Alexander,0,24
2020-07-05,Bond,0,60
2020-07-05,Boone,70,620
2020-07-05,Brown,0,30
2020-07-05,Bureau,7,170
2020-07-05,Calhoun,0,0
2020-07-05,Carroll,0,51
2020-07-05,Cass,7,166
2020-07-05,Champaign,201,3906
2020-07-05,Chicago,3642,28139
2020-07-05,Christian,0,142
2020-07-05,Clark,0,65
2020-07-05,Clay,0,73
2020-07-05,Clinton,15,226
2020-07-05,Coles,16,384
2020-07-05,Cook,2649,23732
2020-07-05,Crawford,0,71
2020-07-05,Cumberland,0,58
2020-07-05,De Witt,0,94
2020-07-05,DeKalb,54,968
2020-07-05,Douglas,0,163
2020-07-05,DuPage,695,7738
2020-07-05,Edgar,0,63
2020-07-05,Edwards,0,31
2020-07-05,Effingham,0,193
2020-07-05,Fayette,0,116
2020-07-05,Ford,0,98
2020-07-05,Franklin,14,224
2020-07-05,Fulton,0,154
2020-07-05,Gallatin,0,18
2020-07-05,Greene,0,56
2020-07-05,Grundy,23,424
2020-07-05,Hamilton,0,29
2020-07-05,Hancock,0,73
2020-07-05,Hardin,0,11
2020-07-05,Henderson,0,24
2020-07-05,Henry,6,253
2020-07-05,Iroquois,6,195
2020-07-05,Jackson,33,514
2020-07-05,Jasper,0,47
2020-07-05,Jefferson,8,235
2020-07-05,Jersey,0,63
2020-07-05,Jo Daviess,0,92
2020-07-05,Johnson,0,42
2020-07-05,Kane,813,6182
2020-07-05,Kankakee,127,1091
2020-07-05,Kendall,100,1280
2020-07-05,Knox,7,284
2020-07-05,Lake,1006,8255
2020-07-05,LaSalle,20,490
2020-07-05,Lawrence,0,97
2020-07-05,Lee,8,192
2020-07-05,Livingston,7,225
2020-07-05,Logan,0,249
2020-07-05,Macon,16,519
2020-07-05,Macoupin,0,327
2020-07-05,Madison,80,1415
2020-07-05,Marion,0,212
2020-07-05,Marshall,0,64
2020-07-05,Mason,0,74
2020-07-05,Massac,0,82
2020-07-05,McDonough,0,164
2020-07-05,McHenry,179,2172
2020-07-05,McLean,15,1074
2020-07-05,Menard,0,84
2020-07-05,Mercer,0,68
2020-07-05,Monroe,7,229
2020-07-05,Montgomery,6,188
2020-07-05,Morgan,9,266
2020-07-05,Moultrie,0,76
2020-07-05,Ogle,24,379
2020-07-05,Peoria,70,1474
2020-07-05,Perry,9,171
2020-07-05,Piatt,0,137
2020-07-05,Pike,0,57
2020-07-05,Pope,0,7
2020-07-05,Pulaski,0,36
2020-07-05,Putnam,0,15
2020-07-05,Randolph,20,340
2020-07-05,Richland,0,117
2020-07-05,Rock Island,58,1109
2020-07-05,Saline,0,85
2020-07-05,Sangamon,31,1996
2020-07-05,Schuyler,0,28
2020-07-05,Scott,0,26
2020-07-05,Shelby,0,120
2020-07-05,St. Clair,185,1951
2020-07-05,Stark,0,20
2020-07-05,Stephenson,25,373
2020-07-05,Tazewell,8,806
2020-07-05,Unassigned,6,3072
2020-07-05,Union,19,180
2020-07-05,Vermilion,8,440
2020-07-05,Wabash,0,58
2020-07-05,Warren,7,88
2020-07-05,Washington,0,64
2020-07-05,Wayne,0,107
2020-07-05,White,0,56
2020-07-05,Whiteside,11,323
2020-07-05,Will,576,5876
2020-07-05,Williamson,11,393
2020-07-05,Winnebago,416,3726
2020-07-05,Woodford,0,221
2020-06-28,Adams,12,633
2020-06-28,Alexander,0,23
2020-06-28,Bond,0,53
2020-06-28,Boone,64,559
2020-06-28,Brown,0,30
2020-06-28,Bureau,0,148
2020-06-28,Calhoun,0,0
2020-06-28,Carroll,0,42
2020-06-28,Cass,6,155
2020-06-28,Champaign,183,2986
2020-06-28,Chicago,3428,24620
2020-06-28,Christian,0,124
2020-06-28,Clark,0,61
2020-06-28,Clay,0,62
2020-06-28,Clinton,15,194
2020-06-28,Coles,14,313
2020-06-28,Cook,2483,20671
2020-06-28,Crawford,0,65
2020-06-28,Cumberland,0,42
2020-06-28,De Witt,0,75
2020-06-28,DeKalb,48,822
2020-06-28,Douglas,0,138
2020-06-28,DuPage,621,6447
2020-06-28,Edgar,0,57
2020-06-28,Edwards,0,30
2020-06-28,Effingham,0,153
2020-06-28,Fayette,0,106
2020-06-28,Ford,0,82
2020-06-28,Franklin,0,159
2020-06-28,Fulton,0,133
2020-06-28,Gallatin,0,16
2020-06-28,Greene,0,43
2020-06-28,Grundy,21,355
2020-06-28,Hamilton,0,26
2020-06-28,Hancock,0,67
2020-06-28,Hardin,0,11
2020-06-28,Henderson,0,19
2020-06-28,Henry,6,194
2020-06-28,Iroquois,6,148
2020-06-28,Jackson,32,474
2020-06-28,Jasper,0,44
2020-06-28,Jefferson,7,192
2020-06-28,Jersey,0,48
2020-06-28,Jo Daviess,0,65
